id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,tv_ranking
37521,Vinland Saga,"{'medium': 'https://cdn.myanimelist.net/images/anime/1500/103005.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1500/103005l.webp'}",2019-07-08,2019-12-30,"Young Thorfinn grew up listening to the stories of old sailors that had traveled the ocean and reached the place of legend, Vinland. It's said to be warm and fertile, a place where there would be no need for fighting—not at all like the frozen village in Iceland where he was born, and certainly not like his current life as a mercenary. War is his home now. Though his father once told him, ""You have no enemies, nobody does. There is nobody who it's okay to hurt,"" as he grew, Thorfinn knew that nothing was further from the truth.

The war between England and the Danes grows worse with each passing year. Death has become commonplace, and the viking mercenaries are loving every moment of it. Allying with either side will cause a massive swing in the balance of power, and the vikings are happy to make names for themselves and take any spoils they earn along the way. Among the chaos, Thorfinn must take his revenge and kill Askeladd, the man who murdered his father. The only paradise for the vikings, it seems, is the era of war and death that rages on.

[Written by MAL Rewrite]",8.76,43,72,1612593,931282,white,2018-03-19T13:28:36+00:00,2023-10-16T06:33:35+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 58, 'name': 'Gore'}, {'id': 13, 'name': 'Historical'}, {'id': 42, 'name': 'Seinen'}]",24,"{'year': 2019, 'season': 'summer'}","{'day_of_the_week': 'monday', 'start_time': '00:10'}",manga,1492,r,,"[{'id': 858, 'name': 'Wit Studio'}]","{'status': {'watching': '142784', 'completed': '1091332', 'on_hold': '42022', 'dropped': '24054', 'plan_to_watch': '312320'}, 'num_list_users': 1612512}",32
17074,Monogatari Series: Second Season,"{'medium': 'https://cdn.myanimelist.net/images/anime/1807/121534.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1807/121534l.webp'}",2013-07-07,2013-12-29,"Apparitions, oddities, and gods continue to manifest around Koyomi Araragi and his close-knit group of friends: Tsubasa Hanekawa, the group's modest genius; Shinobu Oshino, the resident doughnut-loving vampire; athletic deviant Suruga Kanbaru; bite-happy spirit Mayoi Hachikuji; Koyomi's cute admirer Nadeko Sengoku; and Hitagi Senjougahara, Koyomi's eclectic girlfriend.

A new semester has begun and with graduation looming over Koyomi, he must quickly decide the paths he will walk, as well as the relationships he will form and friends that he will save. But as strange events begin to unfold, Koyomi is nowhere to be found, and a vicious tiger apparition has appeared in his absence. Hanekawa has become its target, and she quickly finds she must fend for herself.

[Written by MAL Rewrite]",8.76,44,315,686582,365805,white,2013-01-07T22:56:16+00:00,2024-06-23T22:42:36+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 22, 'name': 'Romance'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",26,"{'year': 2013, 'season': 'summer'}","{'day_of_the_week': 'sunday', 'start_time': '00:00'}",light_novel,1539,r,"Monogatari Series: Second Season adapts all but the third volume of NisiOisiN's light novel series of the same title. The third volume's adaptation, Hanamonogatari, was aired separately in August 2014. The complete Blu-ray release includes each arc under its novel title and places Hanamonogatari between episodes 11 and 12 of Monogatari Series: Second Season to reflect the original novel order.","[{'id': 44, 'name': 'Shaft'}]","{'status': {'watching': '43342', 'completed': '450525', 'on_hold': '20964', 'dropped': '8172', 'plan_to_watch': '163549'}, 'num_list_users': 686552}",33
47917,Bocchi the Rock!,"{'medium': 'https://cdn.myanimelist.net/images/anime/1448/127956.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1448/127956l.jpg'}",2022-10-09,2022-12-25,"Yearning to make friends and perform live with a band, lonely and socially anxious Hitori ""Bocchi"" Gotou devotes her time to playing the guitar. On a fateful day, Bocchi meets the outgoing drummer Nijika Ijichi, who invites her to join Kessoku Band when their guitarist, Ikuyo Kita, flees before their first show. Soon after, Bocchi meets her final bandmate—the cool bassist Ryou Yamada. 

Although their first performance together is subpar, the girls feel empowered by their shared love for music, and they are soon rejoined by Kita. Finding happiness in performing, Bocchi and her bandmates put their hearts into improving as musicians while making the most of their fleeting high school days.

[Written by MAL Rewrite]",8.76,45,347,647083,389275,white,2021-02-18T15:21:45+00:00,2023-05-21T10:49:42+00:00,tv,finished_airing,"[{'id': 52, 'name': 'CGDCT'}, {'id': 4, 'name': 'Comedy'}, {'id': 19, 'name': 'Music'}]",12,"{'year': 2022, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '00:00'}",4_koma_manga,1420,pg_13,"Bocchi the Rock! was released on Blu-ray and DVD in six volumes from December 28, 2022, to May 24, 2023.","[{'id': 1835, 'name': 'CloverWorks'}]","{'status': {'watching': '58712', 'completed': '443063', 'on_hold': '12139', 'dropped': '9338', 'plan_to_watch': '123719'}, 'num_list_users': 646971}",34
1,Cowboy Bebop,"{'medium': 'https://cdn.myanimelist.net/images/anime/4/19644.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/4/19644l.jpg'}",1998-04-03,1999-04-24,"Crime is timeless. By the year 2071, humanity has expanded across the galaxy, filling the surface of other planets with settlements like those on Earth. These new societies are plagued by murder, drug use, and theft, and intergalactic outlaws are hunted by a growing number of tough bounty hunters.

Spike Spiegel and Jet Black pursue criminals throughout space to make a humble living. Beneath his goofy and aloof demeanor, Spike is haunted by the weight of his violent past. Meanwhile, Jet manages his own troubled memories while taking care of Spike and the Bebop, their ship. The duo is joined by the beautiful con artist Faye Valentine, odd child Edward Wong Hau Pepelu Tivrusky IV, and Ein, a bioengineered Welsh Corgi.

While developing bonds and working to catch a colorful cast of criminals, the Bebop crew's lives are disrupted by a menace from Spike's past. As a rival's maniacal plot continues to unravel, Spike must choose between life with his newfound family or revenge for his old wounds.

[Written by MAL Rewrite]
",8.75,46,43,1927494,995501,white,2005-06-30T05:01:56+00:00,2024-11-29T23:22:15+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 46, 'name': 'Award Winning'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",26,"{'year': 1998, 'season': 'spring'}","{'day_of_the_week': 'saturday', 'start_time': '01:00'}",original,1440,r,"When Cowboy Bebop first aired in spring of 1998 on TV Tokyo, only episodes 2, 3, 7-15, and 18 were broadcast, it was concluded with a recap special known as Yose Atsume Blues. This was due to anime censorship having increased following the big controversies over Evangelion, as a result most of the series was pulled from the air due to violent content. Satellite channel WOWOW picked up the series in the fall of that year and aired it in its entirety uncensored. Cowboy Bebop was not a ratings hit in Japan, but sold over 19,000 DVD units in the initial release run, and 81,000 overall. Protagonist Spike Spiegel won Best Male Character, and Megumi Hayashibara won Best Voice Actor for her role as Faye Valentine in the 1999 and 2000 Anime Grand Prix, respectively.

Cowboy Bebop's biggest influence has been in the United States, where it premiered on Adult Swim in 2001 with many reruns since. The show's heavy Western influence struck a chord with American viewers, where it became a ""gateway drug"" to anime aimed at adult audiences.","[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '178263', 'completed': '1115316', 'on_hold': '110107', 'dropped': '45242', 'plan_to_watch': '478502'}, 'num_list_users': 1927430}",35
2921,Ashita no Joe 2,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/45028.webp', 'large': 'https://cdn.myanimelist.net/images/anime/3/45028l.webp'}",1980-10-13,1981-08-31,"Yabuki Joe is left downhearted and hopeless after a certain tragic event. In attempt to put the past behind him, Joe leaves the gym behind and begins wandering. On his travels he comes across the likes of Wolf Kanagushi and Goromaki Gondo, men who unintentionally fan the dying embers inside him, leading him to putting his wanderings to an end. His return home puts Joe back on the path to boxing, but unknown to himself and his trainer, he now suffers deep-set issues holding him back from fighting. In attempt to quell those issues, Carlos Rivera, a world renowned boxer is invited from Venezuela to help Joe recover.",8.73,49,3083,55926,22168,white,2007-08-05T11:33:15+00:00,2023-01-06T15:14:22+00:00,tv,finished_airing,"[{'id': 54, 'name': 'Combat Sports'}, {'id': 8, 'name': 'Drama'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",47,"{'year': 1980, 'season': 'fall'}",,manga,1477,pg_13,,"[{'id': 65, 'name': 'Tokyo Movie Shinsha'}]","{'status': {'watching': '3176', 'completed': '25953', 'on_hold': '1153', 'dropped': '1286', 'plan_to_watch': '24351'}, 'num_list_users': 55919}",36
47778,Kimetsu no Yaiba: Yuukaku-hen,"{'medium': 'https://cdn.myanimelist.net/images/anime/1908/120036.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1908/120036l.jpg'}",2021-12-05,2022-02-13,"The devastation of the Mugen Train incident still weighs heavily on the members of the Demon Slayer Corps. Despite being given time to recover, life must go on, as the wicked never sleep: a vicious demon is terrorizing the alluring women of the Yoshiwara Entertainment District. The Sound Hashira, Tengen Uzui, and his three wives are on the case. However, when he soon loses contact with his spouses, Tengen fears the worst and enlists the help of Tanjirou Kamado, Zenitsu Agatsuma, and Inosuke Hashibira to infiltrate the district's most prominent houses and locate the depraved Upper Rank Demon.

[Written by MAL Rewrite]",8.73,50,79,1538314,978558,white,2021-02-14T12:53:33+00:00,2024-10-07T21:33:02+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 13, 'name': 'Historical'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",11,"{'year': 2022, 'season': 'winter'}","{'day_of_the_week': 'sunday', 'start_time': '23:15'}",manga,1595,r,Kimetsu no Yaiba: Yuukaku-hen adapts chapters 67 to 97 of the original manga.,"[{'id': 43, 'name': 'ufotable'}]","{'status': {'watching': '105078', 'completed': '1266052', 'on_hold': '9386', 'dropped': '5647', 'plan_to_watch': '152081'}, 'num_list_users': 1538244}",37
50160,Kingdom 4th Season,"{'medium': 'https://cdn.myanimelist.net/images/anime/1566/122794.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1566/122794l.jpg'}",2022-04-10,2022-10-02,"Following the conclusion of the large-scale coalition campaign, the entirety of China is in a state of economic recovery. The victor of the battle, the state of Qin, is no different. There, the political parties led by Ying Zheng and Buwei Lü continue their inner conflict. Having played the role of king in the coalition battle, Zheng has the trust of the people—but Lü is far from out of the fight. In 18 months, he plans to interrupt Zheng's coming-of-age ceremony.

Meanwhile, a Zhao army numbering 20,000 troops has set out toward Qin. In the royal court, due to the lack of generals capable of responding to the incoming threat, Lü slyly suggests that Zheng take command. However, Cheng Jiao, Zheng's half-brother, volunteers instead. As they grew to trust each other during the coalition battle, Zheng now accepts Jiao as his replacement.

However, the Zhao forces retreat a mere half-day after clashing with Jiao's army. With trouble quickly brewing in the shadows, the internal struggle of Qin is only complicated further. There are only two men Zheng feels he can rely on: Bi, a general who commands 30,000 men; and Xin, the leader of the Fei Xin force.

[Written by MAL Rewrite]
",8.73,51,2699,71467,31058,white,2021-10-17T17:36:00+00:00,2023-01-06T14:52:30+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 13, 'name': 'Historical'}, {'id': 38, 'name': 'Military'}, {'id': 42, 'name': 'Seinen'}]",26,"{'year': 2022, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '00:00'}",manga,1495,r,"Kingdom 4th Season adapts chapters 364-441 of the original manga.

Kingdom 4th Season was released on Blu-ray in three volumes from August 26, 2022 to November 25, 2022.","[{'id': 1, 'name': 'Pierrot'}, {'id': 1998, 'name': 'Studio Signpost'}]","{'status': {'watching': '8572', 'completed': '35859', 'on_hold': '1183', 'dropped': '796', 'plan_to_watch': '25047'}, 'num_list_users': 71457}",38
53223,Kingdom 5th Season,"{'medium': 'https://cdn.myanimelist.net/images/anime/1050/139641.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1050/139641l.jpg'}",2024-01-14,2024-03-31,Fifth season of Kingdom.,8.73,52,3544,43439,18097,white,2022-10-01T17:34:04+00:00,2024-03-24T01:07:51+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 13, 'name': 'Historical'}, {'id': 38, 'name': 'Military'}, {'id': 42, 'name': 'Seinen'}]",13,"{'year': 2024, 'season': 'winter'}","{'day_of_the_week': 'sunday', 'start_time': '00:00'}",manga,1495,r,,"[{'id': 1, 'name': 'Pierrot'}, {'id': 1998, 'name': 'Studio Signpost'}]","{'status': {'watching': '3975', 'completed': '21456', 'on_hold': '497', 'dropped': '395', 'plan_to_watch': '17106'}, 'num_list_users': 43429}",39
21,One Piece,"{'medium': 'https://cdn.myanimelist.net/images/anime/1244/138851.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1244/138851l.jpg'}",1999-10-20,,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it.

The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many.

As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure.

[Written by MAL Rewrite]",8.73,54,17,2463166,1398702,white,2005-11-11T01:20:50+00:00,2024-10-13T18:10:06+00:00,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",0,"{'year': 1999, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '09:30'}",manga,1440,pg_13,"The anime had a hiatus from October 13, 2024 to April 2025.

Several anime-original arcs have been adapted into light novels, and the series has inspired 50+ video games as of 2023.

In June 2004, One Piece was licensed in North America by 4Kids Entertainment, which partnered with Viz Media for home video distribution. As One Piece proved unsuitable for their target demographic, 4Kids Entertainment censored the show to meet their standards, and, in December 2006, they stopped its production. In April 2007, Funimation took over the series licensing, providing an uncut version that remained faithful to the original release.

In Japan, the anime's first 574 episodes were released exclusively on DVD by Avex Pictures from February 21, 2001, to December 4, 2013. Blu-rays also became available with the DVDs starting on January 8, 2014. In North America, Viz Media released the anime on DVD between February 28, 2006, and June 26, 2007. Funimation has re-released and continued the series since May 27, 2008. From March 23, 2021, the DVDs were accompanied by Blu-rays as well.","[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '1746523', 'completed': '13', 'on_hold': '297033', 'dropped': '195955', 'plan_to_watch': '223519'}, 'num_list_users': 2463043}",40
39894,Hibike! Euphonium 3,"{'medium': 'https://cdn.myanimelist.net/images/anime/1216/142086.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1216/142086l.jpg'}",2024-04-07,2024-06-30,"With the ensemble contest behind them, the members of the Kitauji High School concert band now aim to win a gold medal at the national competition. For third-year club president Kumiko Oumae and her friends, it is their last chance before graduation. Filled with anticipation and anxiety, Kumiko worries if she can successfully lead the band.

Amid her struggles, Kumiko encounters transfer student Mayu Kuroe. From her gentle demeanor to her talented euphonium skills, Mayu was a member of the Seira Girls' School concert band—a regular at nationals. While Mayu is friendly, Kumiko cannot help but have an indescribable feeling from their meeting.

As new members arrive and plans are set in motion, the club, with an insatiable hunger for a gold medal, learns what it truly takes to propel themselves to reach the national level.

[Written by MAL Rewrite]",8.72,56,2554,77743,27633,white,2019-06-01T10:15:47+00:00,2024-06-08T15:39:42+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 70, 'name': 'Performing Arts'}, {'id': 23, 'name': 'School'}]",13,"{'year': 2024, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '17:00'}",novel,1497,pg_13,,"[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '8441', 'completed': '29250', 'on_hold': '1097', 'dropped': '705', 'plan_to_watch': '38233'}, 'num_list_users': 77726}",41
24701,Mushishi Zoku Shou 2nd Season,"{'medium': 'https://cdn.myanimelist.net/images/anime/9/68095.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/9/68095l.jpg'}",2014-10-19,2014-12-21,"Ghostly, primordial beings known as Mushi continue to cause mysterious changes in the lives of humans. The travelling Mushishi, Ginko, persists in trying to set right the strange and unsettling situations he encounters. Time loops, living shadows, and telepathy are among the overt effects of interference from Mushi, but more subtle symptoms that take years to be noticed also rouse Ginko's concern as he passes from village to village.

Through circumstance, Ginko has become an arbiter, determining which Mushi are blessings and which are curses. But the lines that he seeks to draw are subjective. Some of his patients would rather exercise their new powers until they are utterly consumed by them; others desperately strive to rid themselves of afflictions which are in fact protecting their lives from devastation. Those who cross paths with Mushi must learn to accept seemingly impossible consequences for their actions, and heal wounds they did not know they had. Otherwise, they risk meeting with fates beyond their comprehension.

[Written by MAL Rewrite]",8.72,58,927,274923,110168,white,2014-06-16T10:15:21+00:00,2023-04-20T11:10:56+00:00,tv,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 2, 'name': 'Adventure'}, {'id': 13, 'name': 'Historical'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",10,"{'year': 2014, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '00:30'}",manga,1430,pg_13,,"[{'id': 8, 'name': 'Artland'}]","{'status': {'watching': '15327', 'completed': '138363', 'on_hold': '6721', 'dropped': '3468', 'plan_to_watch': '111037'}, 'num_list_users': 274916}",42
50172,Mob Psycho 100 III,"{'medium': 'https://cdn.myanimelist.net/images/anime/1228/125011.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1228/125011l.jpg'}",2022-10-06,2022-12-22,"After foiling a world-threatening plot, Shigeo ""Mob"" Kageyama returns to tackle the more exhausting aspects of his mundane life—starting with filling out his school's nerve-racking career form. Meanwhile, he continues to assist his mentor Arataka Reigen and the office's new recruit, Katsuya Serizawa, in solving paranormal cases of their clients. While continuing his duties, Mob also works on gaining more independence in his esper and human lives, as well as trying to integrate better with the people around him.

However, new supernatural and ordinary challenges test Mob’s emotional stability and force him to confront the realities around him. As he strives to continue forward on the path to maturity, Mob must resolve his emotional crises and reassess the naivety he has held on for so long.

[Written by MAL Rewrite]",8.71,59,286,742251,368621,white,2021-10-19T12:54:06+00:00,2024-10-07T04:10:23+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 37, 'name': 'Supernatural'}]",12,"{'year': 2022, 'season': 'fall'}","{'day_of_the_week': 'thursday', 'start_time': '00:00'}",web_manga,1420,pg_13,,"[{'id': 4, 'name': 'Bones'}]","{'status': {'watching': '80557', 'completed': '452089', 'on_hold': '14281', 'dropped': '5214', 'plan_to_watch': '190061'}, 'num_list_users': 742202}",43
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,"{'medium': 'https://cdn.myanimelist.net/images/anime/1493/124765.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1493/124765l.webp'}",2017-01-07,2017-03-25,"Even after having risen to the utmost rank of shin'uchi, Yotarou struggles to find his own identity in the world of rakugo. Caught between his master's teachings and the late Sukeroku's unique style, his performance lacks an important ingredient—ego. And while his popularity packs the theaters, he is but one of the few; rakugo is under threat of being eclipsed.

Meanwhile Yakumo, regarded by many as the last bastion of preserving the popularity of rakugo, struggles to cope with his elderly state. Even though his performances are still stellar, he fears that he is nearing his limits. His doubts grow stronger as an old friend creeps ever closer. Konatsu, for her part, attempts to raise her son as a single mother, which Yotarou is heavily opposed to. Instead, he seeks to persuade her to marry him and in turn raise her son as his own.

In Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen, the curtains fall on Yotarou and Yakumo's story, tasked with restoring the near-obsolete art form as well as overcoming their internal conflicts.

[Written by MAL Rewrite]",8.71,60,1310,191856,66908,white,2016-04-01T18:30:32+00:00,2023-04-02T18:21:34+00:00,tv,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 43, 'name': 'Josei'}, {'id': 64, 'name': 'Love Polygon'}, {'id': 70, 'name': 'Performing Arts'}]",12,"{'year': 2017, 'season': 'winter'}","{'day_of_the_week': 'saturday', 'start_time': '02:25'}",manga,1440,pg_13,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen covers volumes 6 through 10 of the manga.,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '11491', 'completed': '77038', 'on_hold': '5984', 'dropped': '4080', 'plan_to_watch': '93259'}, 'num_list_users': 191852}",44
48569,86 Part 2,"{'medium': 'https://cdn.myanimelist.net/images/anime/1321/117508.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1321/117508l.jpg'}",2021-10-03,2022-03-19,"The disappearance of the Spearhead Squadron beyond the horizon does little to hide the intensity of the Republic of San Magnolia's endless propaganda. Vladilena Milizé continues to operate as ""Handler One,"" the commander of yet another dehumanized 86th faction's squadron in the continuous war against the Legion.

On the Western Front, Shinei Nouzen and his squad are quarantined in a military base controlled by the Federal Republic of Giad, formerly known as the Giadian Empire. The newly-established government grants the saved Eighty-Six full citizenship and freedom. Housed by the president Ernst Zimmerman himself, the group meets his adoptive daughter and the last Empress, Augusta Frederica Adel-Adler.

However, within the calm of this tender society, Shinei and his team feel that their purpose is on the battlefield. Before long, they are once again in the midst of the Legion's onslaught as a part of the Federacy's Nordlicht Squadron, accompanied by Augusta Frederica. But, as history repeats itself, they realize that no matter the side, death and pain on the front lines are the only comfort they know.

[Written by MAL Rewrite]",8.71,61,425,547191,312260,white,2021-03-27T07:57:31+00:00,2023-12-28T08:55:42+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}]",12,"{'year': 2021, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '00:00'}",light_novel,1420,r,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '52202', 'completed': '366076', 'on_hold': '12730', 'dropped': '8360', 'plan_to_watch': '107758'}, 'num_list_users': 547126}",45
53998,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,"{'medium': 'https://cdn.myanimelist.net/images/anime/1164/138058.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1164/138058l.jpg'}",2023-07-08,2023-09-30,"After a brutal surprise attack by the forces of Quincy King Yhwach, the resident Reapers of the Soul Society lick their wounds and mourn their losses. Many of the surviving Soul Reaper captains train to battle without their Bankai, the ultimate technique wielded by the fiercest warriors.

In the previous assault, Ichigo Kurosaki narrowly managed to help fend off Yhwach's fearsome wrath. However, to ultimately defeat his godly adversary and save his allies, Ichigo must now undergo severe training that will push him beyond his physical, emotional, and mental limits.

Though Yhwach already holds the upper hand in this ongoing blood feud, he also successfully recruits Uryuu Ishida, Ichigo's close friend and rival, to be his successor. Yhwach strikes out once again at the weakened Soul Society, intent on finally obliterating his long-standing enemies. As Ichigo struggles to attain new power, the Soul Reaper captains fight for survival and borrowed time.

[Written by MAL Rewrite]",8.7,62,784,323766,175635,white,2022-12-26T01:14:19+00:00,2024-10-02T16:04:22+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2023, 'season': 'summer'}","{'day_of_the_week': 'saturday', 'start_time': '23:00'}",manga,1465,r,"Bleach: Sennen Kessen-hen - Ketsubetsu-tan was released on Blu-ray and DVD by Aniplex on February 28, 2024. It adapts volumes 61-67 of the original manga.","[{'id': 1, 'name': 'Pierrot'}]","{'status': {'watching': '36105', 'completed': '218958', 'on_hold': '3155', 'dropped': '1643', 'plan_to_watch': '63855'}, 'num_list_users': 323716}",46
1575,Code Geass: Hangyaku no Lelouch,"{'medium': 'https://cdn.myanimelist.net/images/anime/1032/135088.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1032/135088l.jpg'}",2006-10-06,2007-07-29,"In the year 2010, the Holy Empire of Britannia is establishing itself as a dominant military nation, starting with the conquest of Japan. Renamed to Area 11 after its swift defeat, Japan has seen significant resistance against these tyrants in an attempt to regain independence.

Lelouch Lamperouge, a Britannian student, unfortunately finds himself caught in a crossfire between the Britannian and the Area 11 rebel armed forces. He is able to escape, however, thanks to the timely appearance of a mysterious girl named C.C., who bestows upon him Geass, the ""Power of Kings."" Realizing the vast potential of his newfound ""power of absolute obedience,"" Lelouch embarks upon a perilous journey as the masked vigilante known as Zero, leading a merciless onslaught against Britannia in order to get revenge once and for all.

[Written by MAL Rewrite]",8.7,63,22,2319865,1437078,white,2006-10-15T12:17:18+00:00,2023-04-02T18:24:34+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 23, 'name': 'School'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 31, 'name': 'Super Power'}]",25,"{'year': 2006, 'season': 'fall'}","{'day_of_the_week': 'friday', 'start_time': '01:25'}",original,1440,r,"Code Geass: Hangyaku no Lelouch is an original anime series by Sunrise animation studio with original character designs by the all-female Japanese manga artist group Clamp. Manga and light novels based off the show have been published by Kadokawa Shoten. The show has sold millions of DVDs and Blu-ray volumes and is extremely popular in both Japan and North America. The show is known for its multi-genre appeal and for its diverse cast of characters who face many moral dilemmas over the course of the series.

The series won: ""The Best Anime TV Series"" award at the 2007 Tokyo International Anime Fair, ""The Best TV animation"" award at the twelfth Animation Kobe, and ""The Most Popular Anime"" award at the Animage 's 29th Annual Anime Grand Prix.

The series was rebroadcasted during October 2021 on the Animeism programming block to celebrate its 15th anniversary.","[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '113624', 'completed': '1736303', 'on_hold': '63380', 'dropped': '46954', 'plan_to_watch': '359518'}, 'num_list_users': 2319779}",47
