id,title,main_picture,start_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,favorite_ranking,end_date
18897,Nisekoi,"{'medium': 'https://cdn.myanimelist.net/images/anime/13/75587.webp', 'large': 'https://cdn.myanimelist.net/images/anime/13/75587l.webp'}",2014-01-11,"Raku Ichijou, a first-year student at Bonyari High School, is the sole heir to an intimidating yakuza family. Ten years ago, Raku made a promise to his childhood friend. Now, all he has to go on is a pendant with a lock, which can only be unlocked with the key which the girl took with her when they parted.

Now, years later, Raku has grown into a typical teenager, and all he wants is to remain as uninvolved in his yakuza background as possible while spending his school days alongside his middle school crush Kosaki Onodera. However, when the American Bee Hive Gang invades his family's turf, Raku's idyllic romantic dreams are sent for a toss as he is dragged into a frustrating conflict: Raku is to pretend that he is in a romantic relationship with Chitoge Kirisaki, the beautiful daughter of the Bee Hive's chief, so as to reduce the friction between the two groups. Unfortunately, reality could not be farther from this whopping lie—Raku and Chitoge fall in hate at first sight, as the girl is convinced he is a pathetic pushover, and in Raku's eyes, Chitoge is about as attractive as a savage gorilla. 

Nisekoi follows the daily antics of this mismatched couple who have been forced to get along for the sake of maintaining the city's peace. With many more girls popping up his life, all involved with Raku's past somehow, his search for the girl who holds his heart and his promise leads him in more unexpected directions than he expects.

[Written by MAL Rewrite]",7.56,1699.0,123,1197103,671743,white,2013-05-28T23:31:08+00:00,2023-06-24T15:27:19+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",20,"{'year': 2014, 'season': 'winter'}","{'day_of_the_week': 'saturday', 'start_time': '23:30'}",manga,1460,pg_13,,"[{'id': 44, 'name': 'Shaft'}]","{'status': {'watching': '57098', 'completed': '850493', 'on_hold': '29765', 'dropped': '40603', 'plan_to_watch': '219072'}, 'num_list_users': 1197031}",229,2014-05-24
39551,Tensei shitara Slime Datta Ken 2nd Season,"{'medium': 'https://cdn.myanimelist.net/images/anime/1271/109841.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1271/109841l.webp'}",2021-01-12,"Taking a break from his time as a teacher, the powerful slime Rimuru Tempest returns to his kingdom, eponymously named Tempest, just in time to begin negotiations with a nearby nation—the Kingdom of Eurazania. While the negotiations are anything but peaceful, they do end successfully, allowing Rimuru to return and finish teaching. When trying to again return to Tempest, this time permanently, Rimuru is stopped by a mysterious figure who is somehow able to constrain the many magical abilities he has at his disposal. 

In Tempest, the situation is even worse. A group of unknown humans has invaded the land and are assaulting its citizens, both influential and innocent. They are not just trying to bring harm either—they have the intent to kill. Can Rimuru overcome his powerful and dangerous foe and return to Tempest before it is too late?  

[Written by MAL Rewrite]",8.36,223.0,162,1019273,589256,white,2019-03-17T13:22:27+00:00,2024-11-11T21:28:43+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 72, 'name': 'Reincarnation'}, {'id': 27, 'name': 'Shounen'}]",12,"{'year': 2021, 'season': 'winter'}","{'day_of_the_week': 'tuesday', 'start_time': '23:00'}",manga,1422,pg_13,,"[{'id': 441, 'name': '8bit'}]","{'status': {'watching': '72497', 'completed': '782236', 'on_hold': '9084', 'dropped': '7657', 'plan_to_watch': '147679'}, 'num_list_users': 1019153}",230,2021-03-30
6594,Katanagatari,"{'medium': 'https://cdn.myanimelist.net/images/anime/1112/119225.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1112/119225l.jpg'}",2010-01-26,"In an Edo-era Japan lush with a variety of sword-fighting styles, Shichika Yasuri practices the most unique one: Kyotouryuu, a technique in which the user's own body is wielded as a blade. The enigmatic seventh head of the Kyotouryuu school, Shichika lives quietly in exile with his sister Nanami until one day—the wildly ambitious strategist Togame barges into their lives.

Togame brazenly requests that Shichika help in her mission to collect twelve unique swords, known as the ""Deviant Blades,"" for the shogunate. Shichika accepts, interested in the girl herself rather than petty politics, and thus sets out on a journey. Standing in their way are the fierce wielders of these legendary weapons as well as other power-hungry entities who seek to thwart Togame's objective. In order to prevail against their enemies, the duo must become an unbreakable team as they forge ahead on a path of uncertainty and peril.

[Written by MAL Rewrite]",8.3,277.0,400,573762,217978,white,2009-06-10T16:48:59+00:00,2023-05-06T12:23:04+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 22, 'name': 'Romance'}]",12,"{'year': 2010, 'season': 'winter'}","{'day_of_the_week': 'tuesday', 'start_time': '01:10'}",light_novel,2990,r,"Katanagatari is a complete adaptation of Nisio Isin's light novel series of the same title with each episode adapting 1 volume. The anime was released monthly, mimicking the release style of the original novels. ","[{'id': 314, 'name': 'White Fox'}]","{'status': {'watching': '41793', 'completed': '253478', 'on_hold': '28239', 'dropped': '17841', 'plan_to_watch': '232373'}, 'num_list_users': 573724}",231,2010-12-11
21995,Ao Haru Ride,"{'medium': 'https://cdn.myanimelist.net/images/anime/8/64813.webp', 'large': 'https://cdn.myanimelist.net/images/anime/8/64813l.webp'}",2014-07-08,"While most young girls make an effort to show off their feminine charms, Futaba Yoshioka deliberately behaves like she wants to repel anyone who might be attracted to her. Ostracized by her female classmates in middle school for being a little too popular with the boys, she desperately strives to avoid a similar situation in high school by being unnecessarily noisy and graceless.

Nevertheless, scattered among Futaba's unpleasant memories are the treasured moments with the boy she had a crush on, Kou Tanaka. Unfortunately, that spell abruptly ended on a sour note when he suddenly stopped attending school and never came back. When Futaba finds out that Kou has returned—with a different last name this time—she can already feel the butterflies in her stomach. However, Kou Mabuchi is not the warm boy that she remembers from her days in middle school; he is now taller, more charismatic and withdrawn—making him far less approachable.

Futaba believes that if she returns to her former self, Kou will begin to take notice of her again. But is she prepared to sacrifice her bubble of normalcy and risk losing her friends in the process?

[Written by MAL Rewrite]
",7.63,1461.0,183,958154,511636,white,2014-01-06T11:48:56+00:00,2024-01-19T12:15:23+00:00,tv,finished_airing,"[{'id': 64, 'name': 'Love Polygon'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",12,"{'year': 2014, 'season': 'summer'}","{'day_of_the_week': 'tuesday', 'start_time': '00:00'}",manga,1380,pg_13,"Ao Haru Ride is the anime adaptation of the manga series written and illustrated by Io Sakisaka, which was serialized in the shoujo magazine Bessatsu Margaret between 2011 and 2015. It has sold over 5.84 million copies, and released in Germany, France, Italy, Taiwan and Poland. It was adapted into a live action film directed by Takahiro Miki and released on 13 December 2014. The anime is licensed for release in North America with English subtitles by Sentai Filmworks. ","[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '40862', 'completed': '674393', 'on_hold': '18492', 'dropped': '19560', 'plan_to_watch': '204766'}, 'num_list_users': 958073}",232,2014-09-23
15809,Hataraku Maou-sama!,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/50177.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/50177l.jpg'}",2013-04-04,"Striking fear into the hearts of mortals, the Demon Lord Satan begins to conquer the land of Ente Isla with his vast demon armies. However, while embarking on this brutal quest to take over the continent, his efforts are foiled by the hero Emilia, forcing Satan to make his swift retreat through a dimensional portal only to land in the human world. Along with his loyal general Alsiel, the demon finds himself stranded in modern-day Tokyo and vows to return and complete his subjugation of Ente Isla—that is, if they can find a way back!

Powerless in a world without magic, Satan assumes the guise of a human named Sadao Maou and begins working at MgRonald's—a local fast-food restaurant—to make ends meet. He soon realizes that his goal of conquering Ente Isla is just not enough as he grows determined to climb the corporate ladder and become the ruler of Earth, one satisfied customer at a time!

Whether it's part-time work, household chores, or simply trying to pay the rent on time, Hataraku Maou-sama! presents a hilarious view of the most mundane aspects of everyday life, all through the eyes of a hapless demon lord.

[Written by MAL Rewrite]",7.72,1238.0,73,1600483,974398,white,2012-10-07T11:18:01+00:00,2024-11-11T21:20:20+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2013, 'season': 'spring'}","{'day_of_the_week': 'thursday', 'start_time': '22:00'}",light_novel,1440,pg_13,,"[{'id': 314, 'name': 'White Fox'}]","{'status': {'watching': '65210', 'completed': '1259381', 'on_hold': '30457', 'dropped': '27190', 'plan_to_watch': '218140'}, 'num_list_users': 1600378}",233,2013-06-27
530,Bishoujo Senshi Sailor Moon,"{'medium': 'https://cdn.myanimelist.net/images/anime/1440/92258.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1440/92258l.jpg'}",1992-03-07,"Usagi Tsukino is an average student and crybaby klutz who constantly scores low on her tests. Unexpectedly, her humdrum life is turned upside down when she saves a cat with a crescent moon on its head from danger. The cat, named Luna, later reveals that their meeting was not an accident: Usagi is destined to become Sailor Moon, a planetary guardian with the power to protect the Earth. Given a special brooch that allows her to transform, she must use her new powers to save the city from evil energy-stealing monsters sent by the malevolent Queen Beryl of the Dark Kingdom.

But getting accustomed to her powers and fighting villains are not the only things she has to worry about. She must find the lost princess of the Moon Kingdom, the other Sailor Guardians, and the Legendary Silver Crystal in order to save the planet from destruction.

[Written by MAL Rewrite]
",7.74,1166.0,621,394913,194093,white,2006-01-05T17:01:34+00:00,2024-10-05T16:31:04+00:00,tv,finished_airing,"[{'id': 66, 'name': 'Mahou Shoujo'}, {'id': 6, 'name': 'Mythology'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",46,"{'year': 1992, 'season': 'spring'}","{'day_of_the_week': 'saturday', 'start_time': '19:00'}",manga,1440,pg_13,The series won the 1992 Animage's Anime Grand Prix Award.,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '34690', 'completed': '239252', 'on_hold': '25561', 'dropped': '18178', 'plan_to_watch': '77211'}, 'num_list_users': 394892}",234,1993-02-27
27899,Tokyo Ghoul √A,"{'medium': 'https://cdn.myanimelist.net/images/anime/1889/123307.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1889/123307l.jpg'}",2015-01-09,"Ken Kaneki has finally come to accept the monstrous, flesh-craving part of himself that he has feared and despised for so long. After escaping captivity and torture, Kaneki joins Aogiri Tree—the very militant ghoul organization that had abducted him, leading his friends to question his true motive and loyalty.

As tension between the government and the ghouls continues to rise, the Commission of Counter Ghoul, the government's specialized anti-ghoul agency, has intensified their efforts to completely purge Tokyo of ghouls. This threatens the transient peace of Kaneki's friends and former comrades—the ghouls at the Anteiku coffee shop. Aware of the dangerous situation, Kaneki faces several battles that puts his precious fleeting humanity on the line.

[Written by MAL Rewrite]",7.02,4279.0,49,1815514,1221893,white,2014-10-10T14:56:35+00:00,2024-10-02T16:19:38+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 40, 'name': 'Psychological'}, {'id': 42, 'name': 'Seinen'}, {'id': 41, 'name': 'Suspense'}, {'id': 82, 'name': 'Urban Fantasy'}]",12,"{'year': 2015, 'season': 'winter'}","{'day_of_the_week': 'friday', 'start_time': '00:00'}",manga,1440,r,"Both the Tokyo Ghoul manga and Tokyo Ghoul √A anime concluded with the same last arc, but how the anime arrived at that ending diverged greatly from the source material. Besides changing the ending fight scene and the main major plot of the manga, which was the focus of many chapters in the manga, Tokyo Ghoul √A also features a watered-down and greatly changed version of the source manga's final arc.

Episode 1 was previewed at a screening at TOHO Cinemas, Nihonbashi on January 4, 2015. Regular broadcasting began on January 9, 2015.","[{'id': 1, 'name': 'Pierrot'}]","{'status': {'watching': '54818', 'completed': '1602086', 'on_hold': '19445', 'dropped': '43589', 'plan_to_watch': '95529'}, 'num_list_users': 1815467}",235,2015-03-27
48561,Jujutsu Kaisen 0 Movie,"{'medium': 'https://cdn.myanimelist.net/images/anime/1121/119044.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1121/119044l.webp'}",2021-12-24,"Violent misfortunes frequently occur around 16-year-old Yuuta Okkotsu, a timid victim of high school bullying. Yuuta is saddled with a monstrous curse, a power that dishes out brutal revenge against his bullies. Rika Orimoto, Yuuta's curse, is a shadow from his tragic childhood and a potentially lethal threat to anyone who dares wrong him.

Yuuta's unique situation catches the attention of Satoru Gojou, a powerful sorcerer who teaches at Tokyo Prefectural Jujutsu High School. Gojou sees immense potential in Yuuta, and he hopes to help the boy channel his deadly burden into a force for good. Yet Yuuta struggles to find his place among his talented classmates: the selectively mute Toge Inumaki, weapons expert Maki Zenin, and Panda.

Yuuta clumsily utilizes Rika on missions with the other first-year students, but the grisly aftermath of Rika's tremendous displays of power draws the interest of the calculating curse user Suguru Getou. As Getou strives to claim Rika's strength and use it to eliminate all non-jujutsu users from the world, Yuuta fights alongside his friends to stop the genocidal plot.

[Written by MAL Rewrite]
",8.42,177.0,155,1058799,646791,white,2021-03-26T19:06:20+00:00,2024-10-02T16:17:20+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2021, 'season': 'fall'}",,manga,6297,r,"Jujutsu Kaisen 0 Movie covers manga chapters 0.1-0.4. 

On the date of the premier in Japan, December 24, 2021, guests recieved a tie-in booklet dubbed ""Volume 0.5.""","[{'id': 569, 'name': 'MAPPA'}]","{'status': {'watching': '19335', 'completed': '853481', 'on_hold': '2859', 'dropped': '875', 'plan_to_watch': '182186'}, 'num_list_users': 1058736}",236,2021-12-24
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,"{'medium': 'https://cdn.myanimelist.net/images/anime/1613/102179.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1613/102179l.jpg'}",2019-06-15,"Six months ago, Sakuta Azusagawa had a chance encounter with a bunny girl in a library. Ever since then, he's been blissfully happy with his girlfriend: Mai Sakurajima, that same bunny girl. However, the reappearance of his mysterious first crush, the now-adult Shouko Makinohara, adds a new complication to his relationship with Mai. To make matters worse, he then encounters a middle school Shouko in the hospital, suffering from a grave illness. Mysteriously, his old scars begin throbbing whenever he's near her.

With Shouko's bizarre situation somehow revolving around him, Sakuta will need to come to terms with his own conflicting feelings, for better or worse. With a girl's life in his hands, just what can he do?

[Written by MAL Rewrite]",8.59,100.0,285,742467,468702,white,2018-09-15T09:25:58+00:00,2023-01-10T14:39:11+00:00,movie,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2019, 'season': 'spring'}",,light_novel,5400,pg_13,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai adapts volumes 6 and 7 of Hajime Kamoshida's Seishun Buta Series light novels.,"[{'id': 1835, 'name': 'CloverWorks'}]","{'status': {'watching': '17284', 'completed': '586080', 'on_hold': '4272', 'dropped': '2239', 'plan_to_watch': '132538'}, 'num_list_users': 742413}",237,2019-06-15
2034,Lovely★Complex,"{'medium': 'https://cdn.myanimelist.net/images/anime/11/75563.webp', 'large': 'https://cdn.myanimelist.net/images/anime/11/75563l.webp'}",2007-04-07,"Love is unusual for Risa Koizumi and Atsushi Ootani, who are both striving to find their ideal partner in high school—172 cm tall Koizumi is much taller than the average girl, and Ootani is much shorter than the average guy at 156 cm. To add to their plights, their crushes fall in love with each other, leaving Koizumi and Ootani comically flustered and heartbroken. To make matters worse, they're even labeled as a comedy duo by their homeroom teacher due to their personalities and the stark difference in their heights, and their classmates even think of their arguments as sketches.

Lovely★Complex follows Koizumi and Ootani as they encourage each other in finding love and become close friends. Apart from their ridiculous antics, they soon find out an unexpected similarity in their music and fashion tastes. Maybe they possess a chemistry yet unknown, but could love ever bloom between the mismatched pair?

[Written by MAL Rewrite]",8.03,622.0,372,610602,300809,white,2007-03-09T06:34:09+00:00,2022-12-03T02:25:47+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",24,"{'year': 2007, 'season': 'spring'}",,manga,1440,pg_13,"The North American distribution company Discotek released a Blu-ray for the series on January 30th, 2024, which was also the first time the series was dubbed in English.","[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '28717', 'completed': '379794', 'on_hold': '19123', 'dropped': '20101', 'plan_to_watch': '162826'}, 'num_list_users': 610561}",238,2007-09-29
10408,Hotarubi no Mori e,"{'medium': 'https://cdn.myanimelist.net/images/anime/1599/112267.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1599/112267l.jpg'}",2011-09-17,"During a summer vacation at her grandfather’s house, six-year-old Hotaru Takegawa gets lost in a forest rumored to be inhabited by spirits. While crying out in desperation, Hotaru is approached by Gin—a mysterious boy wearing a mask—who offers to help her.

Overjoyed at the sight of another person, Hotaru runs to Gin with open arms only to be rudely fended off. However, she quickly learns the grave reason behind his behavior: a dreadful curse has been cast upon Gin. Should he ever be touched by a human being, he will disappear forever.

Though Gin urges her to never return, Hotaru does the exact opposite, and before too long, the two become close friends despite his delicate situation. Nonetheless, as years pass and their mutual feelings grow stronger, Hotaru and Gin start struggling with the boundaries that destiny has set between them.

[Written by MAL Rewrite]
",8.27,309.0,228,842578,469706,white,2011-02-27T09:56:28+00:00,2023-01-16T04:18:10+00:00,movie,finished_airing,"[{'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2011, 'season': 'summer'}",,manga,2700,g,"Hotarubi no Mori e premiered in Japanese cinemas on September 17, 2011. Though initially planned to be first presented in March 2011 at the Anime Contents Expo in Chiba, Japan, the event was canceled due to the 2011 Tohoku earthquake and tsunami. In Europe, the movie was shown at the 2011 Scotland Loves Animation festival, twice: in Glasgow and then in Edinburgh. The film was also screened at the 2011 Leeds International Film Festival in November and at the Anime Expo convention in Los Angeles on June 30, 2012.

Following its premiere in Scotland, Hotarubi no Mori e won the festival's Jury Award. It was also given the Animation Film Award at the 66th Annual Mainichi Film Awards in Japan. DVDs and limited edition Blu-ray disc sets were made available in Japan on February 22, 2012. The sets included bonus content such as illustrations, stickers, brochures, and one of Gin's masks. According to Japan's Oricon sales chart, Blu-ray disc sets sold well shortly after their release.","[{'id': 112, 'name': ""Brain's Base""}]","{'status': {'watching': '18249', 'completed': '607095', 'on_hold': '4741', 'dropped': '1299', 'plan_to_watch': '211158'}, 'num_list_users': 842542}",239,2011-09-17
17265,Log Horizon,"{'medium': 'https://cdn.myanimelist.net/images/anime/5/84004.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/5/84004l.jpg'}",2013-10-05,"In the blink of an eye, thirty thousand bewildered Japanese gamers are whisked from their everyday lives into the world of the popular MMORPG, Elder Tale, after the game's latest update—unable to log out. Among them is the socially awkward college student Shiroe, whose confusion and shock lasts only a moment as, a veteran of the game, he immediately sets out to explore the limits of his new reality.

Shiroe must learn to live in this new world, leading others and negotiating with the NPC ""natives"" in order to bring stability to the virtual city of Akihabara. He is joined by his unfortunate friend Naotsugu, having logged in for the first time in years only to find himself trapped, and Akatsuki, a petite but fierce assassin who labels Shiroe as her master. A tale of fantasy, adventure, and politics, Log Horizon explores the elements of gaming through the eyes of a master strategist who attempts to make the best of a puzzling situation.

[Written by MAL Rewrite]",7.91,797.0,136,1142772,590311,white,2013-01-24T14:44:26+00:00,2022-09-10T05:53:12+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 79, 'name': 'Video Game'}]",25,"{'year': 2013, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '17:30'}",light_novel,1472,pg_13,Log Horizon adapts the first five volumes of Mamare Touno's novel series of the same title.,"[{'id': 41, 'name': 'Satelight'}]","{'status': {'watching': '70330', 'completed': '741699', 'on_hold': '42085', 'dropped': '50150', 'plan_to_watch': '238423'}, 'num_list_users': 1142687}",240,2014-03-22
8074,Highschool of the Dead,"{'medium': 'https://cdn.myanimelist.net/images/anime/11/78311.webp', 'large': 'https://cdn.myanimelist.net/images/anime/11/78311l.webp'}",2010-07-05,"It happened suddenly: The dead began to rise and Japan was thrown into total chaos. As these monsters begin terrorizing a high school, Takashi Kimuro is forced to kill his best friend when he gets bitten and joins the ranks of the walking dead. Vowing to protect Rei Miyamoto, the girlfriend of the man he just executed, they narrowly escape their death trap of a school, only to be greeted with a society that has already fallen.

Soon, Takashi and Rei band together with other students on a journey to find their family members and uncover what caused this overwhelming pandemic. Joining them is Saeko Busujima, the beautiful president of the Kendo Club; Kouta Hirano, an otaku with a fetish for firearms; Saya Takagi, the daughter of an influential politician; and Shizuka Marikawa, their hot school nurse. But will the combined strength of these individuals be enough to conquer this undead apocalypse?

[Written by MAL Rewrite]",7.07,4016.0,78,1545657,962125,white,2010-02-02T19:21:32+00:00,2024-03-06T12:38:49+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 9, 'name': 'Ecchi'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 76, 'name': 'Survival'}, {'id': 41, 'name': 'Suspense'}]",12,"{'year': 2010, 'season': 'summer'}","{'day_of_the_week': 'monday', 'start_time': '11:30'}",manga,1425,r+,,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '51306', 'completed': '1238596', 'on_hold': '22613', 'dropped': '48315', 'plan_to_watch': '184735'}, 'num_list_users': 1545565}",241,2010-09-20
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/80032.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/12/80032l.jpg'}",2007-10-03,"After one of his coworkers fails to repay a debt, apathetic bum Kaiji Itou is pressured by loan sharks to settle the large sum of cash. Since Kaiji has little money and no future prospects of his own, he is unable to return what his colleague borrowed. Faced with massive financial burdens, Kaiji is given an offer to board the illustrious Espoir—it is said that ""one night aboard the ship, and all of your debts will be paid.""

What seems like a simple night of gambling quickly turns into a game of strategy and betrayal. With the losers of the tournament being subjected to a backbreaking life of indebted servitude, Kaiji must choose his actions—and allies—carefully. However, this is only the beginning of a series of gambles that will wager Kaiji's life, testing the full extent of his wits and will to survive.

[Written by MAL Rewrite]
",8.26,321.0,680,365352,166570,white,2007-08-16T20:18:10+00:00,2023-01-17T00:52:03+00:00,tv,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 59, 'name': 'High Stakes Game'}, {'id': 40, 'name': 'Psychological'}, {'id': 42, 'name': 'Seinen'}, {'id': 11, 'name': 'Strategy Game'}, {'id': 41, 'name': 'Suspense'}]",26,"{'year': 2007, 'season': 'fall'}","{'day_of_the_week': 'wednesday', 'start_time': '00:59'}",manga,1380,r,"In a February 2015 poll conducted by Japanese website Goo Ranking, Gyakkyou Burai Kaiji: Ultimate Survivor placed second for ""Best Cerebral Anime."" The series was released on Blu-ray by Sentai Filmworks on April 20, 2021.","[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '21025', 'completed': '190760', 'on_hold': '13559', 'dropped': '9602', 'plan_to_watch': '130395'}, 'num_list_users': 365341}",242,2008-04-02
30015,ReLIFE,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/82149.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/82149l.jpg'}",2016-07-02,"Dismissed as a hopeless loser by those around him, 27-year-old Arata Kaizaki bounces around from one job to another after quitting his first company. His unremarkable existence takes a sharp turn when he meets Ryou Yoake, a member of the ReLife Research Institute, who offers Arata the opportunity to change his life for the better with the help of a mysterious pill. Taking it without a second thought, Arata awakens the next day to find that his appearance has reverted to that of a 17-year-old.

Arata soon learns that he is now the subject of a unique experiment and must attend high school as a transfer student for one year. Though he initially believes it will be a cinch due to his superior life experience, Arata is proven horribly wrong on his first day: he flunks all his tests, is completely out of shape, and can't keep up with the new school policies that have cropped up in the last 10 years. Furthermore, Ryou has been assigned to observe him, bringing Arata endless annoyance. ReLIFE follows Arata's struggle to adjust to his hectic new lifestyle and avoid repeating his past mistakes, all while slowly discovering more about his fellow classmates.

[Written by MAL Rewrite]",7.96,707.0,150,1072407,597501,white,2015-02-14T01:27:35+00:00,2022-12-20T07:16:26+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",13,"{'year': 2016, 'season': 'summer'}","{'day_of_the_week': 'saturday', 'start_time': '00:00'}",web_manga,1420,pg_13,,"[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '48203', 'completed': '753504', 'on_hold': '21993', 'dropped': '22541', 'plan_to_watch': '226098'}, 'num_list_users': 1072339}",243,2016-09-24
45,Rurouni Kenshin: Meiji Kenkaku Romantan,"{'medium': 'https://cdn.myanimelist.net/images/anime/1346/119505.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1346/119505l.webp'}",1996-01-10,"In the final years of the Bakumatsu era lived a legendary assassin known as Hitokiri Battousai. Feared as a merciless killer, he was unmatched throughout the country, but mysteriously disappeared at the peak of the Japanese Revolution. It has been ten peaceful years since then, but the very mention of Battousai still strikes terror into the hearts of war veterans.

Unbeknownst to them, Battousai has abandoned his bloodstained lifestyle in an effort to repent for his sins, now living as Kenshin Himura, a wandering swordsman with a cheerful attitude and a strong will. Vowing never to kill again, Kenshin dedicates himself to protecting the weak. One day, he stumbles across Kaoru Kamiya at her kendo dojo, which is being threatened by an impostor claiming to be Battousai. After receiving help from Kenshin, Kaoru allows him to stay at the dojo, and so the former assassin temporarily ceases his travels.

Rurouni Kenshin: Meiji Kenkaku Romantan tells the story of Kenshin as he strives to save those in need of saving. However, as enemies from both past and present begin to emerge, will the reformed killer be able to uphold his new ideals?

[Written by MAL Rewrite]",8.28,297.0,463,506625,241266,white,2005-11-11T05:55:24+00:00,2023-11-10T02:37:22+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 13, 'name': 'Historical'}, {'id': 22, 'name': 'Romance'}, {'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}]",94,"{'year': 1996, 'season': 'winter'}","{'day_of_the_week': 'wednesday', 'start_time': '19:30'}",manga,1500,pg_13,,"[{'id': 36, 'name': 'Gallop'}, {'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '39727', 'completed': '271356', 'on_hold': '37206', 'dropped': '24078', 'plan_to_watch': '134231'}, 'num_list_users': 506598}",244,1998-09-08
