id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,movie_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
42894,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,2021-01-16,2021-01-16,"Ishi Okoshi
While searching for Nyanko-sensei, Takashi Natsume encounters meek and small-looking youkai Mitsumi. Mitsumi was entrusted by his leader Gantetsu, a powerful and strong ayakashi, to be the year's ""Ishi Okoshi,"" whose role consists of waking him from his deep slumber. Seeing how much Mitsumi wants to prove himself as Gantetsu's worthy servant, Natsume decides to help him fulfill his task. However, time is running out—for they are not the only ones who want to awaken the divine being.

Ayashiki Raihousha
One day, Natsume's friend Kaname Tanuma is visited by a strange man. In the subsequent days, the visitor briefly talks with Tanuma and leaves. Natsume soon discovers that the outsider is a youkai disguised as a human, who claims to bear no danger. Despite trusting the youkai, Tanuma's health slowly begins to deteriorate, causing Natsume to become more suspicious of the interloper. What is the truth of his sudden appearance and his connection with Tanuma?

[Written by MAL Rewrite]",8.16,449,3782,38292,12138,white,movie,finished_airing,"[{'id': 63, 'name': 'Iyashikei'}, {'id': 6, 'name': 'Mythology'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",1,manga,3091,pg_13,"[{'id': 1119, 'name': 'Shuka'}]",106,,NIL,2021.0,winter,1218,16453,457,194,19969,38291.0,0.983,0.017
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,2008-09-06,2008-09-06,"Animation studio Gainax presented a website for the release of a movie adaptation of the Tengen Toppa Gurren Lagann TV series in the fall of 2008. Both the original director and series script editor will return to work on the new project. Gainax will also be hosting four events to celebrate this occasion at this year's Tokyo International Anime Fair, featuring voice actors from the anime.",8.16,452,1449,170757,85325,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}]",1,original,6720,pg_13,"[{'id': 6, 'name': 'Gainax'}]",107,,NIL,2008.0,summer,3404,120978,1552,1008,43808,170750.0,0.985,0.015
53888,Spy x Family Movie: Code: White,2023-12-22,2023-12-22,"Loid Forger, an elite spy, is warned by his handler that he may potentially be reassigned from his ongoing mission, Operation Strix. To maintain his position, he must make significant progress toward the operation's objectives, which involves having his adoptive daughter Anya earn sufficient Stella Stars to become an Imperial Scholar at Eden Academy.

After learning of a cooking contest that awards the winning student with a Stella Star, Loid researches the judge's preferred dessert to help increase Anya's odds. However, perfectly recreating the judge's favorite meremere requires more than just following a recipe. Thus, the Forgers embark on a vacation to the Frigis region to try an authentic meremere. Not all goes smoothly on the trip, as the Forger family ends up entwined in a sinister plot to reignite war between the countries of Ostania and Westalis.

[Written by MAL Rewrite]",8.15,454,1439,172619,60967,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 53, 'name': 'Childcare'}, {'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",1,manga,6600,pg_13,"[{'id': 858, 'name': 'Wit Studio'}, {'id': 1835, 'name': 'CloverWorks'}]",108,,NIL,2023.0,fall,4836,79342,1571,289,86572,172610.0,0.9892,0.0108
41361,Eiga Daisuki Pompo-san,2021-06-04,2021-06-04,"Joelle Davidovich Pomponette, better known as simply ""Pompo,"" is an extremely talented movie producer, having inherited her grandfather's connections and cinematic eye. Despite her promising outlook, Pompo refuses to produce anything other than trashy B-movies. That is, until she hands her assistant, Gene Fini, a script for an ambitious screenplay about the life of a composer and announces that he has earned his first directorial credit.

Determined to make the film shine, Gene throws himself completely into his work. However, with an overwhelming workload and a deadline only days away, the aspiring director struggles with what must be sacrificed in the name of creation.

[Written by MAL Rewrite]",8.15,459,3113,54802,17719,white,movie,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 75, 'name': 'Showbiz'}]",1,web_manga,5649,pg_13,"[{'id': 1876, 'name': 'CLAP'}]",109,,NIL,2021.0,spring,2796,20968,784,293,29945,54786.0,0.9803,0.0197
1430,Lupin III: Cagliostro no Shiro,1979-12-15,1979-12-15,"Arsene Lupin III discovers that the spoils from his latest casino robbery are actually ""Gothic Bills,"" legendary counterfeits that are nigh impossible to distinguish from genuine bills. Together with colleague Daisuke Jigen, he heads to the small nation of Cagliostro to investigate the origin of these counterfeits. Upon arrival, they save a girl from a high-speed chase who turns out to be Clarisse d' Cagliostro, the daughter of the late Duke d' Cagliostro. She is running from a sinister plot by Count Cagliostro to steal her family's treasure through a forced marriage.

Natural flirt Lupin dislikes seeing a girl in distress and seeks to remedy the situation. Goemon Ishikawa XIII, Fujiko Mine, and Kouichi Zenigata also join the fray, each with their own motivations. As everyone converges at Cagliostro Castle, Lupin reminisces about his visit there 10 years ago, and the castle's secrets emerge from the depths.

[Written by MAL Rewrite]
",8.15,460,1915,120394,75944,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 2, 'name': 'Adventure'}, {'id': 46, 'name': 'Award Winning'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}]",1,manga,5970,pg_13,"[{'id': 65, 'name': 'Tokyo Movie Shinsha'}, {'id': 94, 'name': 'Telecom Animation Film'}]",110,,NIL,1979.0,fall,1772,96680,635,457,20845,120389.0,0.9909,0.0091
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,2015-04-25,2015-04-25,"After Akihito Kanbara reunites with Mirai Kuriyama—whom he believed had vanished after defeating Beyond the Boundary—he discovers a heartbreaking fact: Mirai has lost all memory of him, their friends, and her past as a Spirit Warrior. Akihito is utterly devastated, but realizes that she has a unique opportunity. Mirai can finally live the life of a normal girl—where she'll be completely devoid of the supernatural society that both shunned and used her. While it's all for the sake of Mirai's happiness, the price is costly—Akihito and his friends must keep her true origins a secret from her, and as a result avoid befriending her. 

However, the troubling memories of Mirai's old life gradually begin to resurface, and a mysterious new evil leads a group of shadow-like creatures into the city with the goal of seeking her out. As the situations become dire, Akihito must fight to protect himself, his closest friends, and Mirai—the bespectacled beauty he holds most dear. 

[Written by MAL Rewrite]
",8.14,464,943,268995,138414,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 37, 'name': 'Supernatural'}]",1,light_novel,5400,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}]",111,,NIL,2015.0,spring,6781,189804,2513,1106,68765,268969.0,0.9865,0.0135
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,2003-12-01,2003-12-01,"This musical film is the visual realization of ""Discovery"", an album by Daft Punk. It tells the story of a band of four extraterrestrial musicians who are kidnapped and brought back to Earth by an evil manager. Their only hopes lie with a space pilot from their home planet who, after receiving a distress call broadcasted during the abduction, seeks out to rescue them.",8.13,475,2579,76659,44984,white,movie,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 24, 'name': 'Sci-Fi'}]",1,music,3912,g,"[{'id': 18, 'name': 'Toei Animation'}]",112,,NIL,2003.0,fall,1168,58176,532,412,16366,76654.0,0.9877,0.0123
40421,Given Movie 1,2020-08-22,2020-08-22,"The band ""given""—comprised of Ritsuka Uenoyama, Mafuyu Satou, Haruki Nakayama, and Akihiko Kaji—has advanced to the final screening of the Countdown-fes Amateur Contest, in which they will be judged on their live act. Although enthusiastic, they worry about having only one original song to perform.

Mafuyu embraces the idea of learning more about music in order to create new, emotionally resonant songs. In this regard, he unexpectedly receives help from Ugetsu Murata, Akihiko's on-again, off-again lover. Ugetsu has unsuccessfully tried to let go of Akihiko, who himself is torn between lingering feelings for his past and an uncertain resolve for the future.

As the competition draws near, Haruki uncharacteristically begins to doubt his place in the band and the trust he shares with Akihiko. It is a given that not all attachments last forever, but it remains to be seen what can be salvaged from the ruins of heartbreak—or if only regrets will endure.

[Written by MAL Rewrite]",8.12,487,1035,246346,132826,gray,movie,finished_airing,"[{'id': 28, 'name': 'Boys Love'}, {'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}]",1,manga,3540,pg_13,"[{'id': 456, 'name': 'Lerche'}]",113,,NIL,2020.0,summer,4286,181704,1199,840,58307,246336.0,0.9917,0.0083
16662,Kaze Tachinu,2013-07-20,2013-07-20,"Although Jirou Horikoshi's nearsightedness prevents him from ever becoming a pilot, he leaves his hometown to study aeronautical engineering at Tokyo Imperial University for one simple purpose: to design and build planes just like his hero, Italian aircraft pioneer Giovanni Battista Caproni. His arrival in the capital coincides with the Great Kanto Earthquake of 1923, during which he saves a maid serving the family of a young girl named Naoko Satomi; this disastrous event marks the beginning of over two decades of social unrest and malaise leading up to Japan's eventual surrender in World War II.

For Jirou, the years leading up to the production of his infamous Mitsubishi A6M Zero fighter aircraft will test every fiber of his being. His many travels and life experiences only urge him onward⁠—even as he realizes both the role of his creations in the war and the harsh realities of his personal life. As time marches on, he must confront an impossible question: at what cost does he chase his beautiful dream?

[Written by MAL Rewrite]
",8.12,491,701,354767,203298,white,movie,finished_airing,"[{'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 22, 'name': 'Romance'}]",1,manga,7591,pg_13,"[{'id': 21, 'name': 'Studio Ghibli'}]",114,,NIL,2013.0,summer,6413,262921,2552,1170,81689,354745.0,0.9895,0.0105
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,2012-07-14,2012-07-14,"Several months have passed since the Jewel Seed incident, and Nanoha Takamachi is getting ready to welcome Fate Testarossa back from her trial with the Administrative Bureau. Having received conditional clemency for her role in preventing the crisis, Fate has been allowed to attend school with Nanoha. However, before the two girls can settle into their daily lives together, a group of dark mages suddenly descend upon them. Overpowered by their unknown assailants, Nanoha and Fate have their mana absorbed by an ominous grimoire, and both Raising Heart and Bardiche are damaged in the process.

The ones behind this ambush are known as the Wolkenritter, and its four members—Vita, Signum, Shamal, and the familiar Zafila—were summoned by the Book of Darkness to carry out its malignant bidding. The book's current owner is the young girl Hayate Yagami, oblivious to its true nature while the Wolkenritter, charging its power with the forcibly stolen mana, is duty-bound to seek the tome's completion.

Left drained and weaponless, Nanoha and Fate must race against time to recover their strength and confront the Wolkenritter, with the aim of preventing the quartet from finishing the Book of Darkness and unleashing its devastating magic upon the world.

[Written by MAL Rewrite]

",8.11,496,4631,24849,11240,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 66, 'name': 'Mahou Shoujo'}, {'id': 24, 'name': 'Sci-Fi'}]",1,original,8990,r+,"[{'id': 35, 'name': 'Seven Arcs'}]",115,,NIL,2012.0,summer,708,15698,349,336,7757,24848.0,0.9724,0.0276
1364,Meitantei Conan Movie 05: Tengoku e no Countdown,2001-04-21,2001-04-21,"Conan Edogawa, the Detective Boys, and Professor Hiroshi Agasa decide to visit the Nishitamashi Twin Towers. There they run into Ran Mouri; her closest friend, Sonoko Suzuki, and Ran's father, the famous Kogorou Mouri. Learning the trio are attending the towers' grand opening, Conan and company tag along for a private tour of its floors.

However, as preparations are finalized for the opening ceremony, their visit takes an unexpected turn—three brutal murders occur, seemingly linked to a mysterious Porsche 356A. Soon after, as Conan and the detectives dive deeper into the case, the towers are rocked by an explosion. With fire rapidly spreading and lives in danger, police desperately seek to evacuate everyone. But when the elevator, their only means to escape goes down, Conan and company are left behind. With help on its way, they frantically try to keep everyone safe, but time is running out if they want to bring the perpetrators to justice.

[Written by MAL Rewrite]",8.11,497,2830,65813,39368,white,movie,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",1,manga,6000,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",116,,NIL,2001.0,spring,851,59425,326,378,4829,65809.0,0.9893,0.0107
6467,Meitantei Conan Movie 14: Tenkuu no Lost Ship,2010-04-17,2010-04-17,"One night, the Tokyo National Institute of Microorganisms is attacked by a mysterious organization calling themselves the ""Red Siamese Cats."" The group causes the explosion of a high-security lab storing a virus—said to have a mortality rate of 80% with no known cure. This act of terror dominates the headlines, overshadowing the unveiling of the world's biggest airship developed under Jirokichi Suzuki. Peculiarly, the unveiling has a note attached for Kaito ""Kaitou Kid"" Kuroba, challenging him to steal the jewel on display—the illustrious Lady Sky.

Conan Edogawa is permitted to board the airship along with Kogorou Mouri, Ran Mouri, Sonoko Suzuki, Professor Agasa, and the Detective Boys. However, their fun comes to a halt when an unknown caller contacts Jirokichi and declares that they have released a certain virus in the smoking room. Soon after, symptoms begin to appear among the passengers and chaos ensues. Seizing the opportunity, the Red Siamese Cats suddenly appear and hijack the airship! 

To stop the assailants, Conan and Kaitou Kid, along with their allies, must work together to decipher the clues and discover the Red Siamese Cats' real objective before time runs out.

[Written by MAL Rewrite]",8.11,498,2991,59131,34122,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",1,manga,6120,g,"[{'id': 65, 'name': 'Tokyo Movie Shinsha'}, {'id': 73, 'name': 'TMS Entertainment'}]",117,,NIL,2010.0,spring,912,51681,350,404,5778,59125.0,0.9872,0.0128
12859,One Piece Film: Z,2012-12-15,2012-12-15,"The Straw Hat Pirates enter the rough seas of the New World in search of the hidden treasures of the Pirate King, Gol D. Roger－One Piece. On their voyage, the pirates come across a terrifying, powerful man, former Marine Admiral Z.

Z is accused of having stolen the ""Dyna Stones"", weapons believed to have the power to shake up the New World. The Marine Headquarters believes Z is about to use it to end the pirate era, and with it, the lives of many innocent people. In fear of such a phenomenal event, marines start to take action against the former admiral.

Even if it means stumbling upon marines and the navy, the Straw Hat Pirates decided to chase after Z and stop him from causing havoc. As they continue to embark on their ventures, the pirates bump into new and familiar acquaintances.",8.11,499,882,294932,186544,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,manga,6420,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",118,,NIL,2012.0,fall,5271,262118,1117,771,25630,294907.0,0.9936,0.0064
54650,Precure All Stars Movie F,2023-09-15,2023-09-15,"A great Pretty Cure gathering! Or so we thought. They've actually been separated~!?

""Where am I...?"" --When Sora wakes up, she finds herself in a mysterious world... It seems that she has lost Mashiro and the others.... But there she meets Yui, Manatsu, and Prim! What's more, Prim transforms into Cure Supreme! Mashiro meets Laura, Amane, and Nodoka on a small island in the sea, and rescues Puka from a monster attack! Tsubasa meets Saaya, Ha-chan, and Haruka, where they take a walk in the hanging garden! Ageha meets Asumi, Lala and Yukari, but Lala and Yukari are having trouble getting along! They meet a lot of friends, but for some reason, their memories are all a little hazy... And it seems that the only people in this world are Precure...? We want to go back to our own world! The clue is a castle in the distance-- Onward! Our journey begins here! Let's go on a great adventure to the castle!

(Source: Official Site, translated)",8.11,501,10023,3373,1144,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 66, 'name': 'Mahou Shoujo'}]",1,original,4360,g,"[{'id': 18, 'name': 'Toei Animation'}]",119,,NIL,2023.0,summer,131,1478,63,88,1611,3371.0,0.9552,0.0448
21469,Stand By Me Doraemon,2014-08-08,2014-08-08,"Nobita Nobi is an elementary student who hates studying, is bad at sports, and does everything half-heartedly. He is a pushover, unlucky, and fearful of many things. His personality makes him a failure in life, even affecting his progeny. This causes his great-great-grandchild, Sewashi, to take control of the situation.

Sewashi travels back in time from the 22nd century to the 20th century to meet Nobita, who is shocked to see him appear out of his drawer alongside a blue robotic cat. The robotic cat calls himself Doraemon, who claims to have been pressured by Sewashi to assist Nobita, with their ultimate goal being to provide Nobita happiness. Frustrated after seeing Nobita's hopeless state, Doraemon decides to go back to the future. However, Sewashi activates a program within Doraemon that prevents him from doing so. 

Forced to stay, Doraemon helps Nobita using futuristic gadgets through his four-dimensional pocket—a bag containing anything inside it. Can Doraemon bring Nobita happiness and return to the future?

[Written by MAL Rewrite]",8.11,504,3034,57721,40405,white,movie,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",1,manga,5663,pg,"[{'id': 235, 'name': 'Shirogumi'}, {'id': 247, 'name': 'Shin-Ei Animation'}]",120,,NIL,2014.0,summer,1045,50336,256,391,5689,57717.0,0.9888,0.0112
35608,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,2018-01-06,2018-01-06,"Although already a third-year high school student, Rikka Takanashi remains a chuunibyou—a ""disease"" that causes people to fantasize about themselves and their surroundings. Her relationship with Yuuta Togashi has also gone unchanged for the past six months, and with entrance exams right around the corner, both of them strive to enroll at the same college. However, Tooka—Rikka's elder sister—decides to take Rikka to Italy as she has found a stable job there. This unforeseen turn of events causes a commotion between the couple as neither of them want to be separated from each other. Desperate for ideas, they seek assistance from their friends, and after a brief conversation, they come up with a plan—to elope.

Chuunibyou demo Koi ga Shitai! Movie: Take On Me is a sensational drama featuring the couple—Yuuta and Rikka—as they journey across Japan. The two attempt to prevent Rikka from being taken to Italy, but will they be able to succeed in doing so?

[Written by MAL Rewrite]",8.1,510,905,282565,151982,white,movie,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",1,light_novel,5613,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}]",121,,NIL,2018.0,winter,6627,199021,2404,1356,73147,282555.0,0.9867,0.0133
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,2016-04-02,2016-04-02,The final movie of a four-part finale of Tamayura.,8.1,519,6166,12104,4004,white,movie,finished_airing,"[{'id': 52, 'name': 'CGDCT'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 36, 'name': 'Slice of Life'}]",1,original,3420,g,"[{'id': 333, 'name': 'TYO Animations'}]",122,,NIL,2016.0,spring,502,5147,277,248,5929,12103.0,0.9566,0.0434
2236,Toki wo Kakeru Shoujo,2006-07-15,2006-07-15,"Makoto Konno is in her last year of high school, but is having a hard time deciding what to do with her future. In between enduring the pressure of her teachers and killing time with her best friends, Makoto's life suddenly changes when she accidentally discovers that she is capable of literally leaping through time.

Toki wo Kakeru Shoujo follows Makoto as she plays around with her newfound power. However, she soon learns the hard way that every choice has a consequence, and time is a lot more complicated than it may seem.

[Written by MAL Rewrite]",8.1,520,251,807554,462802,white,movie,finished_airing,"[{'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 78, 'name': 'Time Travel'}]",1,novel,5884,g,"[{'id': 11, 'name': 'Madhouse'}]",123,,NIL,2006.0,summer,14010,597061,4782,2324,189342,807519.0,0.9912,0.0088
3016,Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,1993-12-18,1993-12-18,"Led by Reinhard von Müsel, the Galactic Empire crushes the Free Planets Alliance in the Fourth Battle of Tiamat. Arriving in the Imperial capital of Odin to a hero's welcome, Reinhard's victory earns him a promotion to High Admiral and the distinguished title of Count von Lohengramm. On the other side, Yang Wen-li safely returns to the Alliance capital of Heinessen without fanfare and reunites with his dear friends.

Reinhard and Yang look forward to a long-awaited reprieve. However, at the request of the scheming Duke Otho von Braunschweig, the Imperial High Command orders the new High Admiral to invade the Alliance with a fleet of twenty thousand ships. After the Duke leaks the plan to the Alliance government, three fleets totalling forty thousand ships are sent to counter the incoming attack and recreate the famous Battle of Dagon. But even though Reinhard is outnumbered two to one, he has an ingenious plan—and Yang sees right through it. Will Yang's superiors heed his warning before it is too late?

[Written by MAL Rewrite]",8.08,541,3871,36264,18467,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",1,novel,5380,pg_13,"[{'id': 2256, 'name': 'Kitty Film Mitaka Studio'}]",124,,NIL,1993.0,fall,766,23466,420,331,11279,36262.0,0.9793,0.0207
50587,Gridman Universe,2023-03-24,2023-03-24,"A year has passed since the events of SSSS.Gridman. The world is at peace and no one except for Rikka and Utsumi remembers the kaiju, Gridman, or Akane Shinjou. This includes Yuuta, who despite serving as Gridman's host, has no memory of the most important moments of his life. So when a new Kaiju appears, he leaps at the chance to prove to himself that he too can be the hero by merging with Gridman once more.

(Source: ANN)",8.08,543,4042,33408,8910,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}]",1,original,7069,pg_13,"[{'id': 803, 'name': 'Trigger'}]",125,,NIL,2023.0,winter,1263,11003,460,195,20475,33396.0,0.9804,0.0196
30364,Haikyuu!! Movie 2: Shousha to Haisha,2015-09-18,2015-09-18,"The Inter-High has finally arrived for Karasuno High School's volleyball team. Their opponent at the tournament is Date Tech High School—the team that crushed Karasuno the year prior. The loss brings back anxiety and fear for the team's second- and third-years as they were unable to overcome Date's ""read block."" With the dynamic freshmen duo Shouyou Hinata and Tobio Kageyama on their side, will Karasuno be able to overcome their past and break through the iron wall?

Awaiting Karasuno in the next round is the elite Aoba Jousai High School, led by the cunning captain Tooru Oikawa. Coming from the same middle school as Kageyama, Oikawa is a talented and unpredictable setter with a grudge against his former teammate. It is a battle between genius setters to decide who will continue on in the Inter-High.

[Written by MAL Rewrite]",8.08,544,2177,100856,38718,white,movie,finished_airing,"[{'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",1,manga,5280,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",126,,NIL,2015.0,summer,2314,69247,950,829,27512,100852.0,0.9824,0.0176
38081,Girls & Panzer: Saishuushou Part 2,2019-06-15,2019-06-15,"Despite having the upper hand, BC Freedom High School suffers a thorough defeat at the hands of Ooarai Girls Academy. Following their victory, the Ooarai girls decide to take a break before the next round. After discovering that Momo Kawashima is taking care of her family while studying for the university entrance exams, the rest of the Ooarai team become more determined to win the Winter Continuous Track Cup for the sake of Momo and her family.

Meanwhile, the second round of the tournament has started, and Ooarai now has to face Chi-Ha-Tan Academy. Having learned from the first round to not underestimate their enemies, Ooarai slowly approaches their opponent on the thick jungle battlefield.

Despite their best attempts to be cautious, Ooarai is immediately put in a difficult situation as Chi-Ha-Tan employs several new strategies devised by Haru Fukuda. Finding themselves between a rock and a hard place, Ooarai must claw their way out to claim another comeback victory and keep their championship hopes alive.

[Written by MAL Rewrite]",8.07,549,3708,39770,19492,white,movie,finished_airing,"[{'id': 52, 'name': 'CGDCT'}, {'id': 38, 'name': 'Military'}, {'id': 23, 'name': 'School'}]",1,original,3291,pg_13,"[{'id': 60, 'name': 'Actas'}]",127,,NIL,2019.0,spring,1035,26406,322,253,11750,39766.0,0.9855,0.0145
31658,Kuroko no Basket Movie 4: Last Game,2017-03-18,2017-03-18,"Hailing from America, Jabberwock—a street basketball team with skills comparable to those of the NBA—has come to Japan to play an exhibition match against Strky, a team of former third-year students who once played in the Interhigh and Winter Cup. However, due to the vast difference in skill, Jabberwock easily wins. Their captain, Nash Gold Jr., mocks the basketball style of all players in Japan by comparing them to monkeys.
 
Infuriated by the nasty comment, Kagetora Aida challenges them to a revenge match. Because of pride and the belief that the results will be no different, Nash accepts the challenge. Kagetora then assembles Vorpal Swords, a team composed of the Generation of Miracles, including Kuroko Tetsuya and Kagami Taiga, for they are the only ones who stand a chance against a foe that seems unbeatable from every angle.

[Written by MAL Rewrite]",8.07,556,791,320548,192733,white,movie,finished_airing,"[{'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",1,manga,5400,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",128,,NIL,2017.0,winter,5424,267939,1285,774,45118,320540.0,0.9936,0.0064
40080,Quanzhi Gaoshou: Dianfeng Rongyao,2019-08-16,2019-08-16,"Two years ago, Glory started out as just another MMORPG, but its real-world influence has grown as more countries begin to recognize esports as an official sport. Now, in China, arrangements are being made to hold the first professional league of Glory, culminating in the Glory Championship.

Friends Ye Qiu and Su Muqiu both aspire to make a career out of esports. However, due to personal reasons, Ye Qiu has been hesitant until now to chase his dream onto the national stage. When the two boys finally agree to form their own team, they are supported by Tao Xuan, their boss and the owner of Excellent Era internet cafe, after which they name their team. And so, Team Excellent Era sets their sights on defeating all opponents who stand in their way of reaching the ultimate summit of Glory.

[Written by MAL Rewrite]",8.07,558,3169,53000,24481,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 79, 'name': 'Video Game'}]",1,web_novel,5912,pg_13,"[{'id': 2509, 'name': 'Colored Pencil Animation'}]",129,,NIL,2019.0,summer,2269,35471,526,456,14265,52987.0,0.9815,0.0185
36369,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,2019-09-27,2019-09-27,"The Free Planets Alliance's invasion of the Galactic Empire has failed after supply mismanagement led to heavy losses. Unwilling to abort the expedition despite being greatly outnumbered, Fleet Admiral Lazar Lobos orders the remaining Alliance fleets to gather in the Amritsar Starzone for a final stand against the incoming counterattack.

Strategic genius Fleet Admiral Reinhard von Lohengramm leads the Imperial forces into this decisive battle with an overwhelming advantage. However, his rival, tactical magician Vice Admiral Yang Wen-li of the Alliance, once again makes up for the incompetence of his superiors and stages a narrow escape for himself and his fellow soldiers. Though both Reinhard and Yang are displeased with the outcome—the former for his imperfect victory and the latter for the tremendous casualties—their attention must turn to the bubbling political unrest on both sides of the galaxy.

[Written by MAL Rewrite]",8.06,570,4156,31154,14893,white,movie,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",4,novel,1500,r,"[{'id': 10, 'name': 'Production I.G'}]",130,,NIL,2019.0,summer,1193,19005,415,286,10254,31153.0,0.9775,0.0225
