id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,bypopularity_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
34572,Black Clover,2017-10-03,2021-03-30,"Asta and Yuno were abandoned at the same church on the same day. Raised together as children, they came to know of the ""Wizard King""—a title given to the strongest mage in the kingdom—and promised that they would compete against each other for the position of the next Wizard King. However, as they grew up, the stark difference between them became evident. While Yuno is able to wield magic with amazing power and control, Asta cannot use magic at all and desperately tries to awaken his powers by training physically.

When they reach the age of 15, Yuno is bestowed a spectacular Grimoire with a four-leaf clover, while Asta receives nothing. However, soon after, Yuno is attacked by a person named Lebuty, whose main purpose is to obtain Yuno's Grimoire. Asta tries to fight Lebuty, but he is outmatched. Though without hope and on the brink of defeat, he finds the strength to continue when he hears Yuno's voice. Unleashing his inner emotions in a rage, Asta receives a five-leaf clover Grimoire, a ""Black Clover"" giving him enough power to defeat Lebuty. A few days later, the two friends head out into the world, both seeking the same goal—to become the Wizard King!

[Written by MAL Rewrite]",8.14,469.0,57,1746761,895128,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",170,manga,1430,pg_13,"[{'id': 1, 'name': 'Pierrot'}]",57,tuesday,18:25,2017.0,fall,501942,677084,146956,148054,272576,1746612.0,0.8311,0.1689
14719,JoJo no Kimyou na Bouken (TV),2012-10-06,2013-04-06,"The year is 1868; English nobleman George Joestar and his son Jonathan become indebted to Dario Brando after being rescued from a carriage incident. What the Joestars don't realize, however, is that Dario had no intention of helping them; he believed they were dead and was trying to ransack their belongings. After Dario's death 12 years later, George—hoping to repay his debt—adopts his son, Dio. 

While he publicly fawns over his new father, Dio secretly plans to steal the Joestar fortune. His first step is to create a divide between George and Jonathan. By constantly outdoing his foster brother, Dio firmly makes his place in the Joestar family. But when Dio pushes Jonathan too far, Jonathan defeats him in a brawl. 

Years later, the two appear to be close friends to the outside world. But trouble brews again when George falls ill, as Jonathan suspects that Dio is somehow behind the incident—and it appears he has more tricks up his sleeve.

[Written by MAL Rewrite]",7.87,862.0,58,1723478,1111383,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 13, 'name': 'Historical'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",26,manga,1440,r,"[{'id': 287, 'name': 'David Production'}]",58,saturday,00:30,2012.0,fall,121465,1318924,62092,49968,170983,1723432.0,0.935,0.065
11111,Another,2012-01-10,2012-03-27,"In class 3-3 of Yomiyama North Junior High, transfer student Kouichi Sakakibara makes his return after taking a sick leave for the first month of school. Among his new classmates, he is inexplicably drawn toward Mei Misaki—a reserved girl with an eyepatch whom he met in the hospital during his absence. But none of his classmates acknowledge her existence; they warn him not to acquaint himself with things that do not exist. Against their words of caution, Kouichi befriends Mei—soon learning of the sinister truth behind his friends' apprehension.

The ominous rumors revolve around a former student of the class 3-3. However, no one will share the full details of the grim event with Kouichi. Engrossed in the curse that plagues his class, Kouichi sets out to discover its connection to his new friend. As a series of tragedies arise around them, it is now up to Kouichi, Mei, and their classmates to unravel the eerie mystery—but doing so will come at a hefty price.

[Written by MAL Rewrite]
",7.47,2023.0,59,1707456,1013461,white,tv,finished_airing,"[{'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 23, 'name': 'School'}]",12,novel,1480,r,"[{'id': 132, 'name': 'P.A. Works'}]",59,NIL,NIL,2012.0,winter,58063,1283233,31695,41517,292893,1707401.0,0.9571,0.0429
35849,Darling in the FranXX,2018-01-13,2018-07-07,"In the distant future, humanity has been driven to near-extinction by giant beasts known as Klaxosaurs, forcing the surviving humans to take refuge in massive fortress cities called Plantations. Children raised here are trained to pilot giant mechas known as FranXX—the only weapons known to be effective against the Klaxosaurs—in boy-girl pairs. Bred for the sole purpose of piloting these machines, these children know nothing of the outside world and are only able to prove their existence by defending their race.  

Hiro, an aspiring FranXX pilot, has lost his motivation and self-confidence after failing an aptitude test. Skipping out on his class' graduation ceremony, Hiro retreats to a forest lake, where he encounters a mysterious girl with two horns growing out of her head. She introduces herself by her codename Zero Two, which is known to belong to an infamous FranXX pilot known as the ""Partner Killer."" Before Hiro can digest the encounter, the Plantation is rocked by a sudden Klaxosaur attack. Zero Two engages the creature in her FranXX, but it is heavily damaged in the skirmish and crashes near Hiro. Finding her partner dead, Zero Two invites Hiro to pilot the mecha with her, and the duo easily defeats the Klaxosaur in the ensuing fight. With a new partner by his side, Hiro has been given a chance at redemption for his past failures, but at what cost?

[Written by MAL Rewrite]",7.19,3368.0,60,1702088,1050849,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}]",24,original,1440,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}, {'id': 803, 'name': 'Trigger'}, {'id': 1835, 'name': 'CloverWorks'}]",60,saturday,23:30,2018.0,winter,122855,1222157,39502,94211,223251,1701976.0,0.9214,0.0786
28171,Shokugeki no Souma,2015-04-04,2015-09-26,"Souma Yukihira has been cooking alongside his father Jouichirou for as long as he can remember. As a sous chef at his father's restaurant, he has spent years developing his culinary expertise and inventing new dishes to amaze their customers. He aspires to exceed his father's skill and take over the restaurant one day, but he is shocked to learn that Jouichirou is closing up the shop to take a job in New York.

Rather than tagging along with his father, Souma finds himself enrolling at the prestigious Tootsuki Culinary Academy, where only 10 percent of its students end up graduating. The school is famous for its ""Shokugeki""—intense cooking competitions between students often used to settle debates and arguments. Jouichirou tells Souma that to surpass him and survive the next three years at Tootsuki and graduate there.

The academy's brutal curriculum and fiercely competitive student body await the young chef, who must learn to navigate the treacherous environment if he wants to stand a chance at realizing his dreams. But is skill alone enough to let him rise to the top?

[Written by MAL Rewrite]",8.13,481.0,61,1681105,1020039,white,tv,finished_airing,"[{'id': 9, 'name': 'Ecchi'}, {'id': 47, 'name': 'Gourmet'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",24,manga,1500,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",61,saturday,02:25,2015.0,spring,88741,1298207,37878,46614,209583,1681023.0,0.9497,0.0503
13601,Psycho-Pass,2012-10-12,2013-03-22,"Justice, and the enforcement of it, has changed. In the 22nd century, Japan enforces the Sibyl System, an objective means of determining the threat level of each citizen by examining their mental state for signs of criminal intent, known as their Psycho-Pass. Inspectors uphold the law by subjugating, often with lethal force, anyone harboring the slightest ill-will; alongside them are Enforcers, jaded Inspectors that have become latent criminals, granted relative freedom in exchange for carrying out the Inspectors' dirty work.

Into this world steps Akane Tsunemori, a young woman with an honest desire to uphold justice. However, as she works alongside veteran Enforcer Shinya Kougami, she soon learns that the Sibyl System's judgments are not as perfect as her fellow Inspectors assume. With everything she has known turned on its head, Akane wrestles with the question of what justice truly is, and whether it can be upheld through the use of a system that may already be corrupt.

[Written by MAL Rewrite]",8.33,251.0,62,1673504,800992,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 41, 'name': 'Suspense'}]",22,original,1380,r,"[{'id': 10, 'name': 'Production I.G'}]",62,friday,00:45,2012.0,fall,112412,962259,73622,54481,470660,1673434.0,0.9234,0.0766
50265,Spy x Family,2022-04-09,2022-06-25,"Corrupt politicians, frenzied nationalists, and other warmongering forces constantly jeopardize the thin veneer of peace between neighboring countries Ostania and Westalis. In spite of their plots, renowned spy and master of disguise ""Twilight"" fulfills dangerous missions one after another in the hope that no child will have to experience the horrors of war.

In the bustling Ostanian city of Berlint, Twilight dons the alias of ""Loid Forger,"" an esteemed psychiatrist. However, his true intention is to gather intelligence on prominent politician Donovan Desmond, who only appears rarely in public at his sons' school: the prestigious Eden Academy. Enlisting the help of unmarried city hall clerk Yor Briar to act as his wife and adopting the curious six-year-old orphan Anya as his daughter, Loid enacts his master plan. He will enroll Anya in Eden Academy, where Loid hopes she will excel and give him the opportunity to meet Donovan without arousing suspicion. 

Unfortunately for Loid, even a man of his talents has trouble playing the figure of a loving father and husband. And just like Loid is hiding his true identity, Yor—who is an underground assassin known as ""Thorn Princess""—and Anya—an esper who can read people's minds—have no plans to disclose their own secrets either. Although this picture-perfect family is founded on deception, the Forgers gradually come to understand that the love they share for one another trumps all else.

[Written by MAL Rewrite]",8.49,143.0,63,1672044,1024784,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 46, 'name': 'Award Winning'}, {'id': 53, 'name': 'Childcare'}, {'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",12,manga,1449,pg_13,"[{'id': 858, 'name': 'Wit Studio'}, {'id': 1835, 'name': 'CloverWorks'}]",63,saturday,23:00,2022.0,spring,237622,1205989,30989,26425,170892,1671917.0,0.9657,0.0343
3588,Soul Eater,2008-04-07,2009-03-30,"Death City is home to the famous Death Weapon Meister Academy (Shibusen), a technical academy headed by the Shinigami—Lord Death himself. Its mission: to raise Death Scythes for the Shinigami to wield against the many evils of their fantastical world. These Death Scythes, however, are not made from physical weapons; rather, they are born from human hybrids who have the ability to transform their bodies into Demon Weapons, and only after they have consumed the souls of 99 evil beings and one witch's soul.

Soul Eater Evans, a Demon Scythe who only seems to care about what's cool, aims to become a Death Scythe with the help of his straight-laced wielder, or meister, Maka Albarn. The contrasting duo work and study alongside the hot headed Black☆Star and his caring weapon Tsubaki, as well as the Shinigami's own son, Death the Kid, an obsessive-compulsive dual wielder of twin pistols Patty and Liz.

As they take on missions to collect souls and protect the city from the world's threats, the Shibusen students work together under the snickering sun to become sounder in mind, body, and soul.

[Written by MAL Rewrite]",7.85,913.0,64,1671486,863648,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",51,manga,1415,pg_13,"[{'id': 4, 'name': 'Bones'}]",64,monday,18:00,2008.0,spring,129358,1007320,103459,90787,340488,1671412.0,0.8838,0.1162
28999,Charlotte,2015-07-05,2015-09-27,"If not for his ability to take over people's mind and body, Yuu Otosaka would be an ordinary high school student. Though it only lasts for five seconds at a time, Yuu's mysterious power allowed him to cheat his way to the top of his class and  enter a prestigious high school, where he continues his dishonest acts.

His shenanigans are eventually stopped by Nao Tomori—the headstrong student council president from Hoshinoumi Academy—who sees through his deceit. Through coercion, Nao convinces Yuu to transfer to Hoshinoumi and join the student council. Hoshinoumi Academy is secretly an institution created for adolescents who possess supernatural abilities—with the student council serving as a means of locating those who abuse their powers.

With Yuu begrudgingly assisting in council affairs, the group sets out to find and protect new ability users from harm. However, as they further investigate the abilities, their findings entangle them in far more complicated matters than they could ever imagine.

[Written by MAL Rewrite]
",7.75,1157.0,65,1662339,1010079,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 31, 'name': 'Super Power'}]",13,original,1440,pg_13,"[{'id': 132, 'name': 'P.A. Works'}]",65,sunday,00:00,2015.0,summer,63011,1284007,25260,33410,256532,1662220.0,0.9647,0.0353
2001,Tengen Toppa Gurren Lagann,2007-04-01,2007-09-30,"Simon and Kamina were born and raised in a deep, underground village, hidden from the fabled surface. Kamina is a free-spirited loose cannon bent on making a name for himself, while Simon is a timid young boy with no real aspirations. One day while excavating the earth, Simon stumbles upon a mysterious object that turns out to be the ignition key to an ancient artifact of war, which the duo dubs Lagann. Using their new weapon, Simon and Kamina fend off a surprise attack from the surface with the help of Yoko Littner, a hot-blooded redhead wielding a massive gun who wanders the world above.

In the aftermath of the battle, the sky is now in plain view, prompting Simon and Kamina to set off on a journey alongside Yoko to explore the wastelands of the surface. Soon, they join the fight against the ""Beastmen,"" humanoid creatures that terrorize the remnants of humanity in powerful robots called ""Gunmen."" Although they face some challenges and setbacks, the trio bravely fights these new enemies alongside other survivors to reclaim the surface, while slowly unraveling a galaxy-sized mystery.

[Written by MAL Rewrite]",8.63,84.0,66,1659258,921700,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 46, 'name': 'Award Winning'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}]",27,original,1460,pg_13,"[{'id': 6, 'name': 'Gainax'}]",66,sunday,08:30,2007.0,spring,101417,1069458,74240,58509,355564,1659188.0,0.92,0.08
29803,Overlord,2015-07-07,2015-09-29,"The final hour of the popular virtual reality game Yggdrasil has come. However, Momonga, a powerful wizard and master of the dark guild Ainz Ooal Gown, decides to spend his last few moments in the game as the servers begin to shut down. To his surprise, despite the clock having struck midnight, Momonga is still fully conscious as his character and, moreover, the non-player characters appear to have developed personalities of their own!

Confronted with this abnormal situation, Momonga commands his loyal servants to help him investigate and take control of this new world, with the hopes of figuring out what has caused this development and if there may be others in the same predicament.

[Written by MAL Rewrite]",7.91,800.0,67,1654492,980270,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}]",13,light_novel,1457,r,"[{'id': 11, 'name': 'Madhouse'}]",67,tuesday,23:00,2015.0,summer,78436,1269763,30959,43154,232038,1654350.0,0.9552,0.0448
44511,Chainsaw Man,2022-10-12,2022-12-28,"Denji is robbed of a normal teenage life, left with nothing but his deadbeat father's overwhelming debt. His only companion is his pet, the chainsaw devil Pochita, with whom he slays devils for money that inevitably ends up in the yakuza's pockets. All Denji can do is dream of a good, simple life: one with delicious food and a beautiful girlfriend by his side. But an act of greedy betrayal by the yakuza leads to Denji's brutal, untimely death, crushing all hope of him ever achieving happiness.

Remarkably, an old contract allows Pochita to merge with the deceased Denji and bestow devil powers on him, changing him into a hybrid able to transform his body parts into chainsaws. Because Denji's new abilities pose a significant risk to society, the Public Safety Bureau's elite devil hunter Makima takes him in, letting him live as long as he obeys her command. Guided by the promise of a content life alongside an attractive woman, Denji devotes everything and fights with all his might to make his naive dreams a reality.

[Written by MAL Rewrite]",8.47,151.0,68,1654035,927923,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 58, 'name': 'Gore'}, {'id': 27, 'name': 'Shounen'}, {'id': 82, 'name': 'Urban Fantasy'}]",12,manga,1480,r,"[{'id': 569, 'name': 'MAPPA'}]",68,wednesday,00:00,2022.0,fall,213088,1094031,26053,24682,296042,1653896.0,0.9693,0.0307
35790,Tate no Yuusha no Nariagari,2019-01-09,2019-06-26,"The Four Cardinal Heroes are a group of ordinary men from modern-day Japan summoned to the kingdom of Melromarc to become its saviors. Melromarc is a country plagued by the Waves of Catastrophe that have repeatedly ravaged the land and brought disaster to its citizens for centuries. The four heroes are respectively bestowed a sword, spear, bow, and shield to vanquish these Waves. Naofumi Iwatani, an otaku, becomes cursed with the fate of being the ""Shield Hero."" Armed with only a measly shield, Naofumi is belittled and ridiculed by his fellow heroes and the kingdom's people due to his weak offensive capabilities and lackluster personality.

When the heroes are provided with resources and comrades to train with, Naofumi sets out with the only person willing to train alongside him, Malty Melromarc. He is soon betrayed by her, however, and becomes falsely accused of taking advantage of her. Naofumi then becomes heavily discriminated against and hated by the people of Melromarc for something he didn't do. With a raging storm of hurt and mistrust in his heart, Naofumi begins his journey of strengthening himself and his reputation. Further along however, the difficulty of being on his own sets in, so Naofumi buys a demi-human slave on the verge of death named Raphtalia to accompany him on his travels.

As the Waves approach the kingdom, Naofumi and Raphtalia must fight for the survival of the kingdom and protect the people of Melromarc from their ill-fated future.

[Written by MAL Rewrite]",7.94,735.0,69,1652352,1023611,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}]",25,light_novel,1440,pg_13,"[{'id': 290, 'name': 'Kinema Citrus'}]",69,wednesday,22:00,2019.0,winter,122505,1266867,24844,45245,192769,1652230.0,0.9576,0.0424
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,2011-04-15,2011-06-24,"Jinta Yadomi is peacefully living as a recluse, spending his days away from school and playing video games at home instead. One hot summer day, his childhood friend, Meiko ""Menma"" Honma, appears and pesters him to grant a forgotten wish. He pays her no mind, which annoys her, but he doesn't really care. After all, Menma already died years ago.

At first, Jinta thinks that he is merely hallucinating due to the summer heat, but he is later on convinced that what he sees truly is the ghost of Menma. Jinta and his group of childhood friends grew apart after her untimely death, but they are drawn together once more as they try to lay Menma's spirit to rest. Re-living their pain and guilt, will they be able to find the strength to help not only Menma move on—but themselves as well?

[Written by MAL Rewrite]",8.29,288.0,70,1640369,1000230,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 37, 'name': 'Supernatural'}]",11,original,1370,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",70,friday,01:15,2011.0,spring,49598,1232282,26426,20878,311118,1640302.0,0.9712,0.0288
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,2020-10-16,2020-10-16,"After a string of mysterious disappearances begin to plague a train, the Demon Slayer Corps' multiple attempts to remedy the problem prove fruitless. To prevent further casualties, the Flame Pillar, Kyoujurou Rengoku, takes it upon himself to eliminate the threat. Accompanying him are some of the Corps' most promising new blood: Tanjirou Kamado, Zenitsu Agatsuma, and Inosuke Hashibira, who all hope to witness the fiery feats of this model demon slayer firsthand.

Unbeknownst to them, the demonic forces responsible for the disappearances have already put their sinister plan in motion. Under this demonic presence, the group must muster every ounce of their willpower and draw their swords to save all two hundred passengers onboard. As things begin to spiral out of control, Tanjirou's resolve and commitment to duty are put to the test.

[Written by MAL Rewrite]",8.57,107.0,71,1621782,1076160,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 13, 'name': 'Historical'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",1,manga,7008,r,"[{'id': 43, 'name': 'ufotable'}]",71,NIL,NIL,2020.0,fall,28561,1405568,3656,2274,181671,1621730.0,0.9963,0.0037
37521,Vinland Saga,2019-07-08,2019-12-30,"Young Thorfinn grew up listening to the stories of old sailors that had traveled the ocean and reached the place of legend, Vinland. It's said to be warm and fertile, a place where there would be no need for fighting—not at all like the frozen village in Iceland where he was born, and certainly not like his current life as a mercenary. War is his home now. Though his father once told him, ""You have no enemies, nobody does. There is nobody who it's okay to hurt,"" as he grew, Thorfinn knew that nothing was further from the truth.

The war between England and the Danes grows worse with each passing year. Death has become commonplace, and the viking mercenaries are loving every moment of it. Allying with either side will cause a massive swing in the balance of power, and the vikings are happy to make names for themselves and take any spoils they earn along the way. Among the chaos, Thorfinn must take his revenge and kill Askeladd, the man who murdered his father. The only paradise for the vikings, it seems, is the era of war and death that rages on.

[Written by MAL Rewrite]",8.76,43.0,72,1612593,931282,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 58, 'name': 'Gore'}, {'id': 13, 'name': 'Historical'}, {'id': 42, 'name': 'Seinen'}]",24,manga,1492,r,"[{'id': 858, 'name': 'Wit Studio'}]",72,monday,00:10,2019.0,summer,142784,1091332,42022,24054,312320,1612512.0,0.959,0.041
15809,Hataraku Maou-sama!,2013-04-04,2013-06-27,"Striking fear into the hearts of mortals, the Demon Lord Satan begins to conquer the land of Ente Isla with his vast demon armies. However, while embarking on this brutal quest to take over the continent, his efforts are foiled by the hero Emilia, forcing Satan to make his swift retreat through a dimensional portal only to land in the human world. Along with his loyal general Alsiel, the demon finds himself stranded in modern-day Tokyo and vows to return and complete his subjugation of Ente Isla—that is, if they can find a way back!

Powerless in a world without magic, Satan assumes the guise of a human named Sadao Maou and begins working at MgRonald's—a local fast-food restaurant—to make ends meet. He soon realizes that his goal of conquering Ente Isla is just not enough as he grows determined to climb the corporate ladder and become the ruler of Earth, one satisfied customer at a time!

Whether it's part-time work, household chores, or simply trying to pay the rent on time, Hataraku Maou-sama! presents a hilarious view of the most mundane aspects of everyday life, all through the eyes of a hapless demon lord.

[Written by MAL Rewrite]",7.72,1238.0,73,1600483,974398,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 37, 'name': 'Supernatural'}]",13,light_novel,1440,pg_13,"[{'id': 314, 'name': 'White Fox'}]",73,thursday,22:00,2013.0,spring,65210,1259381,30457,27190,218140,1600378.0,0.964,0.036
37510,Mob Psycho 100 II,2019-01-07,2019-04-01,"Shigeo ""Mob"" Kageyama is now maturing and understanding his role as a supernatural psychic that has the power to drastically affect the livelihood of others. He and his mentor Reigen Arataka continue to deal with supernatural requests from clients, whether it be exorcizing evil spirits or tackling urban legends that haunt the citizens.

While the workflow remains the same, Mob isn't just blindly following Reigen around anymore. With all his experiences as a ridiculously strong psychic, Mob's supernatural adventures now have more weight to them. Things take on a serious and darker tone as the dangers Mob and Reigen face are much more tangible and unsettling than ever before.

[Written by MAL Rewrite]",8.79,33.0,74,1597792,1007853,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 37, 'name': 'Supernatural'}]",13,web_manga,1450,pg_13,"[{'id': 4, 'name': 'Bones'}]",74,monday,23:00,2019.0,winter,84459,1265853,19979,8486,218967,1597744.0,0.9822,0.0178
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,2015-04-04,2015-06-27,"Life in the bustling city of Orario is never dull, especially for Bell Cranel, a naïve young man who hopes to become the greatest adventurer in the land. After a chance encounter with the lonely goddess, Hestia, his dreams become a little closer to reality. With her support, Bell embarks on a fantastic quest as he ventures deep within the city's monster-filled catacombs, known only as the ""Dungeon."" Death lurks around every corner in the cavernous depths of this terrifying labyrinth, and a mysterious power moves amidst the shadows.

Even on the surface, survival is a hard-earned privilege. Indeed, nothing is ever certain in a world where gods and humans live and work together, especially when they often struggle to get along. One thing is for sure, though: a myriad of blunders, triumphs and friendships awaits the dauntlessly optimistic protagonist of this herculean tale.

[Written by MAL Rewrite]",7.53,1805.0,75,1575538,973770,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",13,light_novel,1422,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",75,saturday,01:05,2015.0,spring,59116,1281733,20434,33452,180670,1575405.0,0.9658,0.0342
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,2017-01-12,2017-03-16,"When Kazuma Satou died, he was given two choices: pass on to heaven or be revived in a fantasy world. After choosing the new world, the goddess Aqua tasked him with defeating the Demon King, and let him choose any weapon to aid him. Unfortunately, Kazuma chose to bring Aqua herself and has regretted the decision ever since then.

Not only is he stuck with a useless deity turned party archpriest, the pair also has to make enough money for living expenses. To add to their problems, their group continued to grow as more problematic adventurers joined their ranks. Their token spellcaster, Megumin, is an explosion magic specialist who can only cast one spell once per day and refuses to learn anything else. There is also their stalwart crusader, Lalatina Ford ""Darkness"" Dustiness, a helpless masochist who makes Kazuma look pure in comparison.

Kono Subarashii Sekai ni Shukufuku wo! 2 continues to follow Kazuma and the rest of his party through countless more adventures as they struggle to earn money and have to deal with one another's problematic personalities. However, things rarely go as planned, and they are often sidetracked by their own idiotic tendencies.

[Written by MAL Rewrite]",8.25,326.0,76,1567430,1038765,white,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 20, 'name': 'Parody'}]",10,light_novel,1380,pg_13,"[{'id': 37, 'name': 'Studio Deen'}]",76,thursday,01:05,2017.0,winter,57498,1335944,17737,14309,141852,1567340.0,0.9796,0.0204
226,Elfen Lied,2004-07-25,2004-10-17,"Lucy is a special breed of human referred to as Diclonius, born with a short pair of horns and invisible telekinetic hands that lands her as a victim of inhumane scientific experimentation by the government. However, once circumstances present her an opportunity to escape, Lucy, corrupted by the confinement and torture, unleashes a torrent of bloodshed as she escapes her captors.

During her breakout, she receives a crippling head injury that leaves her with a split personality: someone with the mentality of a harmless child possessing limited speech capacity. In this state of instability, she stumbles upon two college students, Kouta and his cousin Yuka, who unknowingly take an injured fugitive into their care, unaware of her murderous tendencies. This act of kindness will change their lives, as they soon find themselves dragged into the shadowy world of government secrecy and conspiracy.

[Written by MAL Rewrite]",7.46,2078.0,77,1549865,891872,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 40, 'name': 'Psychological'}, {'id': 22, 'name': 'Romance'}, {'id': 42, 'name': 'Seinen'}, {'id': 31, 'name': 'Super Power'}, {'id': 41, 'name': 'Suspense'}]",13,manga,1500,r+,"[{'id': 38, 'name': 'Arms'}]",77,sunday,22:30,2004.0,summer,52885,1117345,35407,53526,290632,1549795.0,0.9426,0.0574
8074,Highschool of the Dead,2010-07-05,2010-09-20,"It happened suddenly: The dead began to rise and Japan was thrown into total chaos. As these monsters begin terrorizing a high school, Takashi Kimuro is forced to kill his best friend when he gets bitten and joins the ranks of the walking dead. Vowing to protect Rei Miyamoto, the girlfriend of the man he just executed, they narrowly escape their death trap of a school, only to be greeted with a society that has already fallen.

Soon, Takashi and Rei band together with other students on a journey to find their family members and uncover what caused this overwhelming pandemic. Joining them is Saeko Busujima, the beautiful president of the Kendo Club; Kouta Hirano, an otaku with a fetish for firearms; Saya Takagi, the daughter of an influential politician; and Shizuka Marikawa, their hot school nurse. But will the combined strength of these individuals be enough to conquer this undead apocalypse?

[Written by MAL Rewrite]",7.07,4016.0,78,1545657,962125,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 9, 'name': 'Ecchi'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 76, 'name': 'Survival'}, {'id': 41, 'name': 'Suspense'}]",12,manga,1425,r+,"[{'id': 11, 'name': 'Madhouse'}]",78,monday,11:30,2010.0,summer,51306,1238596,22613,48315,184735,1545565.0,0.9541,0.0459
