id,title,start_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,favorite_ranking,end_date,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
6547,Angel Beats!,2010-04-03,"Death is one of many mysteries that has left humanity in the dark since the dawn of time. However, the burning question of what happens to the soul after one dies is soon answered to 17-year-old Yuzuru Otonashi. Waking up with no previous memories in a dimension between life and death, he discovers the unsettling truth of the afterlife.  

Taking the form of a high school, this bizarre dimension is designated to shelter those who died unwanted deaths. Feeling wronged by God during their earthly lives, the school's residents have decided to form the Afterlife Battlefront—a rebellious faction determined to oppose their god-like student council president, Kanade ""Angel"" Tachibana. The group's leader, Yuri Nakamura, recruits Otonashi in their fight against Angel in order to take control of their own lives. However, questioning the morality behind their actions, Otonashi takes a step behind the enemy lines to understand the opposing side of their common fate.

[Written by MAL Rewrite]
",8.05,595.0,31,2117522,1304551,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 23, 'name': 'School'}]",13,original,1560,pg_13,"[{'id': 132, 'name': 'P.A. Works'}]",40,2010-06-26,NIL,NIL,2010.0,spring,75471,1611971,45563,55160,329281,2117446.0,0.9524,0.0476
19815,No Game No Life,2014-04-09,"Sixteen sentient races inhabit Disboard, a world overseen by Tet, the One True God. The lowest of the sixteen—Imanity—consists of humans, a race with no affinity for magic. In a place where everything is decided through simple games, humankind seems to have no way out of their predicament—but the arrival of two outsiders poses a change.

On Earth, stepsiblings Sora and Shiro are two inseparable shut-ins who dominate various online games under the username ""Blank."" While notorious on the internet, the pair believe that life is merely another dull game. However, after responding to a message from an unknown user, they are suddenly transported to Disboard. The mysterious sender turns out to be Tet, who informs them about the world's absolute rules. After Tet leaves, Sora and Shiro begin their search for more information and a place to stay, taking them to Elkia—Imanity's only remaining kingdom.

There, the duo encounters Stephanie Dola, an emotional girl vying for the kingdom's sovereignty. In desperation, she attempts to regain her father's throne, but her foolhardiness makes her goal unachievable. Inspired by the girl's motivation and passion, Sora and Shiro decide to aid Stephanie in getting Elkia back on its feet, ultimately aiming to become the new rulers of the enigmatic realm.

[Written by MAL Rewrite]
",8.05,588.0,19,2454497,1568269,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 11, 'name': 'Strategy Game'}]",12,light_novel,1380,pg_13,"[{'id': 11, 'name': 'Madhouse'}]",41,2014-06-25,wednesday,21:30,2014.0,spring,91281,1993061,37740,59844,272444,2454370.0,0.9602,0.0398
34572,Black Clover,2017-10-03,"Asta and Yuno were abandoned at the same church on the same day. Raised together as children, they came to know of the ""Wizard King""—a title given to the strongest mage in the kingdom—and promised that they would compete against each other for the position of the next Wizard King. However, as they grew up, the stark difference between them became evident. While Yuno is able to wield magic with amazing power and control, Asta cannot use magic at all and desperately tries to awaken his powers by training physically.

When they reach the age of 15, Yuno is bestowed a spectacular Grimoire with a four-leaf clover, while Asta receives nothing. However, soon after, Yuno is attacked by a person named Lebuty, whose main purpose is to obtain Yuno's Grimoire. Asta tries to fight Lebuty, but he is outmatched. Though without hope and on the brink of defeat, he finds the strength to continue when he hears Yuno's voice. Unleashing his inner emotions in a rage, Asta receives a five-leaf clover Grimoire, a ""Black Clover"" giving him enough power to defeat Lebuty. A few days later, the two friends head out into the world, both seeking the same goal—to become the Wizard King!

[Written by MAL Rewrite]",8.14,469.0,57,1746761,895128,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",170,manga,1430,pg_13,"[{'id': 1, 'name': 'Pierrot'}]",42,2021-03-30,tuesday,18:25,2017.0,fall,501942,677084,146956,148054,272576,1746612.0,0.8311,0.1689
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,2018-10-04,"The rare and inexplicable Puberty Syndrome is thought of as a myth. It is a rare disease which only affects teenagers, and its symptoms are so supernatural that hardly anyone recognizes it as a legitimate occurrence. However, high school student Sakuta Azusagawa knows from personal experience that it is very much real, and happens to be quite prevalent in his school.

Mai Sakurajima is a third-year high school student who gained fame in her youth as a child actress, but recently halted her promising career for reasons unknown to the public. With an air of unapproachability, she is well known throughout the school, but none dare interact with her—that is until Sakuta sees her wandering the library in a bunny girl costume. Despite the getup, no one seems to notice her, and after confronting her, he realizes that she is another victim of Puberty Syndrome. As Sakuta tries to help Mai through her predicament, his actions bring him into contact with more girls afflicted with the elusive disease.

[Written by MAL Rewrite]",8.23,349.0,51,1805304,1142924,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 37, 'name': 'Supernatural'}]",13,light_novel,1440,pg_13,"[{'id': 1835, 'name': 'CloverWorks'}]",43,2018-12-27,thursday,02:20,2018.0,fall,101464,1389300,34282,39290,240840,1805176.0,0.9592,0.0408
6702,Fairy Tail,2009-10-12,"In the enchanted Kingdom of Fiore, the lively Lucy Heartfilia has one wish: to join the renowned Fairy Tail—one of the many magical wizard guilds scattered around the continent. Luckily, a chance encounter with Natsu Dragneel, the ""Salamander"" of Fairy Tail, whisks her into the legendary guild.

From Natsu's rivalrous antics with ice wizard Gray Fullbuster to the frightening presence of the unmatched combat goddess Erza Scarlet, Fairy Tail's powerful mages have a slight penchant for trouble. Through all the lucrative odd jobs and adventures to save the world from destruction lies an absolute and unyielding trust stronger than family that has formed between each guild member.

Teaming up with Natsu, Gray, and Erza, Lucy finds herself amidst the guild's most misfit wizards. But as they constantly stand in the eye of every danger, there is one name that never ceases to resurface: Zeref, the feared master of dark magic.

[Written by MAL Rewrite]
",7.57,1663.0,54,1779305,1029397,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",175,manga,1484,pg_13,"[{'id': 41, 'name': 'Satelight'}, {'id': 56, 'name': 'A-1 Pictures'}]",44,2013-03-30,saturday,10:30,2009.0,fall,227925,1014033,138957,204488,193813,1779216.0,0.807,0.193
30831,Kono Subarashii Sekai ni Shukufuku wo!,2016-01-14,"After dying a laughable and pathetic death on his way back from buying a game, high school student and recluse Kazuma Satou finds himself sitting before a beautiful but obnoxious goddess named Aqua. She provides the NEET with two options: continue on to heaven or reincarnate in every gamer's dream—a real fantasy world! Choosing to start a new life, Kazuma is quickly tasked with defeating a Demon King who is terrorizing villages. But before he goes, he can choose one item of any kind to aid him in his quest, and the future hero selects Aqua. But Kazuma has made a grave mistake—Aqua is completely useless!

Unfortunately, their troubles don't end here; it turns out that living in such a world is far different from how it plays out in a game. Instead of going on a thrilling adventure, the duo must first work to pay for their living expenses. Indeed, their misfortunes have only just begun!

[Written by MAL Rewrite]",8.1,514.0,38,2031503,1313431,white,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 20, 'name': 'Parody'}]",10,light_novel,1420,pg_13,"[{'id': 37, 'name': 'Studio Deen'}]",45,2016-03-17,thursday,01:05,2016.0,winter,90632,1648854,32439,38576,220854,2031355.0,0.965,0.035
34599,Made in Abyss,2017-07-07,"The Abyss—a gaping chasm stretching down into the depths of the earth, filled with mysterious creatures and relics from a time long past. How did it come to be? What lies at the bottom? Countless brave individuals, known as Divers, have sought to solve these mysteries of the Abyss, fearlessly descending into its darkest realms. The best and bravest of the Divers, the White Whistles, are hailed as legends by those who remain on the surface.

Riko, daughter of the missing White Whistle Lyza the Annihilator, aspires to become like her mother and explore the furthest reaches of the Abyss. However, just a novice Red Whistle herself, she is only permitted to roam its most upper layer. Even so, Riko has a chance encounter with a mysterious robot with the appearance of an ordinary young boy. She comes to name him Reg, and he has no recollection of the events preceding his discovery. Certain that the technology to create Reg must come from deep within the Abyss, the two decide to venture forth into the chasm to recover his memories and see the bottom of the great pit with their own eyes. However, they know not of the harsh reality that is the true existence of the Abyss.

[Written by MAL Rewrite]",8.64,79.0,92,1439012,778286,white,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 58, 'name': 'Gore'}, {'id': 7, 'name': 'Mystery'}, {'id': 24, 'name': 'Sci-Fi'}]",13,web_manga,1527,r,"[{'id': 290, 'name': 'Kinema Citrus'}]",46,2017-09-29,friday,21:30,2017.0,summer,85491,937349,33487,22209,360401,1438937.0,0.9613,0.0387
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,2016-04-02,"The year is 1999. Morioh, a normally quiet and peaceful town, has recently become a hotbed of strange activity. Joutarou Kuujou, now a marine biologist, heads to the mysterious town to meet Jousuke Higashikata. While the two may seem like strangers at first, Jousuke is actually the illegitimate child of Joutarou's grandfather, Joseph Joestar. When they meet, Joutarou realizes that he may have more in common with Jousuke than just a blood relation.

Along with the mild-mannered Kouichi Hirose and the boisterous Okuyasu Nijimura, the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands, the four men will encounter danger at every street corner, as it is up to them to unravel the town's secrets, before another occurs.

[Written by MAL Rewrite]",8.5,140.0,128,1168032,806091,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",39,manga,1422,r,"[{'id': 287, 'name': 'David Production'}]",47,2016-12-24,saturday,00:30,2016.0,spring,61762,978511,17978,11015,98738,1168004.0,0.9752,0.0248
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,2019-01-12,"At the renowned Shuchiin Academy, Miyuki Shirogane and Kaguya Shinomiya are the student body's top representatives. Ranked the top student in the nation and respected by peers and mentors alike, Miyuki serves as the student council president. Alongside him, the vice president Kaguya—eldest daughter of the wealthy Shinomiya family—excels in every field imaginable. They are the envy of the entire student body, regarded as the perfect couple.

However, despite both having already developed feelings for the other, neither are willing to admit them. The first to confess loses, will be looked down upon, and will be considered the lesser. With their honor and pride at stake, Miyuki and Kaguya are both equally determined to be the one to emerge victorious on the battlefield of love!

[Written by MAL Rewrite]",8.4,193.0,52,1805147,1133939,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}]",12,manga,1500,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",48,2019-03-30,saturday,23:30,2019.0,winter,107196,1384865,35553,33401,244028,1805043.0,0.9618,0.0382
50265,Spy x Family,2022-04-09,"Corrupt politicians, frenzied nationalists, and other warmongering forces constantly jeopardize the thin veneer of peace between neighboring countries Ostania and Westalis. In spite of their plots, renowned spy and master of disguise ""Twilight"" fulfills dangerous missions one after another in the hope that no child will have to experience the horrors of war.

In the bustling Ostanian city of Berlint, Twilight dons the alias of ""Loid Forger,"" an esteemed psychiatrist. However, his true intention is to gather intelligence on prominent politician Donovan Desmond, who only appears rarely in public at his sons' school: the prestigious Eden Academy. Enlisting the help of unmarried city hall clerk Yor Briar to act as his wife and adopting the curious six-year-old orphan Anya as his daughter, Loid enacts his master plan. He will enroll Anya in Eden Academy, where Loid hopes she will excel and give him the opportunity to meet Donovan without arousing suspicion. 

Unfortunately for Loid, even a man of his talents has trouble playing the figure of a loving father and husband. And just like Loid is hiding his true identity, Yor—who is an underground assassin known as ""Thorn Princess""—and Anya—an esper who can read people's minds—have no plans to disclose their own secrets either. Although this picture-perfect family is founded on deception, the Forgers gradually come to understand that the love they share for one another trumps all else.

[Written by MAL Rewrite]",8.49,143.0,63,1672181,1024871,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 46, 'name': 'Award Winning'}, {'id': 53, 'name': 'Childcare'}, {'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",12,manga,1449,pg_13,"[{'id': 858, 'name': 'Wit Studio'}, {'id': 1835, 'name': 'CloverWorks'}]",49,2022-06-25,saturday,23:00,2022.0,spring,237622,1205989,30989,26425,170892,1671917.0,0.9657,0.0343
813,Dragon Ball Z,1989-04-26,"Five years after winning the World Martial Arts tournament, Gokuu is now living a peaceful life with his wife and son. This changes, however, with the arrival of a mysterious enemy named Raditz who presents himself as Gokuu's long-lost brother. He reveals that Gokuu is a descendant of the once powerful but now virtually extinct Saiyan race, whose homeworld was annihilated. When he was sent to Earth as a baby, Gokuu's sole purpose was to conquer and destroy the planet; but after suffering amnesia from a head injury, his violent and savage nature changed, and instead was raised as a kind and well-mannered boy, now fighting to protect others.

With his failed attempt at forcibly recruiting Gokuu as an ally, Raditz warns Gokuu's friends of a new threat that's rapidly approaching Earth—one that could plunge Earth into an intergalactic conflict and cause the heavens themselves to shake. A war will soon be fought over the seven mystical Dragon Balls, magic objects that can grant any wish. Only the strongest will survive.

[Written by MAL Rewrite]",8.19,395.0,114,1260680,865302,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}]",291,manga,1450,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",50,1996-01-31,wednesday,19:00,1989.0,spring,56859,1079267,27779,32255,64484,1260644.0,0.9524,0.0476
13601,Psycho-Pass,2012-10-12,"Justice, and the enforcement of it, has changed. In the 22nd century, Japan enforces the Sibyl System, an objective means of determining the threat level of each citizen by examining their mental state for signs of criminal intent, known as their Psycho-Pass. Inspectors uphold the law by subjugating, often with lethal force, anyone harboring the slightest ill-will; alongside them are Enforcers, jaded Inspectors that have become latent criminals, granted relative freedom in exchange for carrying out the Inspectors' dirty work.

Into this world steps Akane Tsunemori, a young woman with an honest desire to uphold justice. However, as she works alongside veteran Enforcer Shinya Kougami, she soon learns that the Sibyl System's judgments are not as perfect as her fellow Inspectors assume. With everything she has known turned on its head, Akane wrestles with the question of what justice truly is, and whether it can be upheld through the use of a system that may already be corrupt.

[Written by MAL Rewrite]",8.33,251.0,62,1673504,800992,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 41, 'name': 'Suspense'}]",22,original,1380,r,"[{'id': 10, 'name': 'Production I.G'}]",51,2013-03-22,friday,00:45,2012.0,fall,112412,962259,73622,54481,470660,1673434.0,0.9234,0.0766
205,Samurai Champloo,2004-05-20,"Fuu Kasumi is a young and clumsy waitress who spends her days peacefully working in a small teahouse. That is, until she accidentally spills a drink all over one of her customers! With a group of samurai now incessantly harassing her, Fuu desperately calls upon another samurai in the shop, Mugen, who quickly defeats them with his wild fighting technique, utilizing movements reminiscent to that of breakdancing. Unfortunately, Mugen decides to pick a fight with the unwilling ronin Jin, who wields a more precise and traditional style of swordfighting, and the latter proves to be a formidable opponent. The only problem is, they end up destroying the entire shop as well as accidentally killing the local magistrate's son.

For their crime, the two samurai are captured and set to be executed. However, they are rescued by Fuu, who hires the duo as her bodyguards. Though she no longer has a place to return to, the former waitress wishes to find a certain samurai who smells of sunflowers and enlists the help of the now exonerated pair to do so. Despite initially disapproving of this idea, the two eventually agree to assist the girl in her quest; thus, the trio embark upon an adventure to find this mysterious warrior—that is, if Fuu can keep Mugen and Jin from killing each other.

Set in an alternate Edo Period of Japan, Samurai Champloo follows the journey of these three eccentric individuals in an epic quest full of action, comedy, and dynamic sword fighting, all set to the beat of a unique hip-hop infused soundtrack.

[Written by MAL Rewrite]",8.51,139.0,109,1275784,653092,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 13, 'name': 'Historical'}, {'id': 21, 'name': 'Samurai'}]",26,original,1440,r,"[{'id': 32, 'name': 'Manglobe'}]",52,2005-03-19,saturday,10:30,2004.0,spring,89710,760354,63622,29348,332700,1275734.0,0.9271,0.0729
18679,Kill la Kill,2013-10-04,"After the murder of her father, Ryuuko Matoi has been wandering the land in search of his killer. Following her only lead—the missing half of his invention, the Scissor Blade—she arrives at the prestigious Honnouji Academy, a high school unlike any other. The academy is ruled by the imposing and cold-hearted student council president Satsuki Kiryuuin alongside her powerful underlings, the Elite Four. In the school's brutally competitive hierarchy, Satsuki bestows upon those at the top special clothes called ""Goku Uniforms,"" which grant the wearer unique superhuman abilities. 

Thoroughly beaten in a fight against one of the students in uniform, Ryuuko retreats to her razed home where she stumbles across Senketsu, a rare and sentient ""Kamui,"" or God Clothes. After coming into contact with Ryuuko's blood, Senketsu awakens, latching onto her and providing her with immense power. Now, armed with Senketsu and the Scissor Blade, Ryuuko makes a stand against the Elite Four, hoping to reach Satsuki and uncover the culprit behind her father's murder once and for all. 

[Written by MAL Rewrite]",8.03,621.0,55,1766704,971550,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 10, 'name': 'Fantasy'}, {'id': 23, 'name': 'School'}, {'id': 82, 'name': 'Urban Fantasy'}]",24,original,1467,pg_13,"[{'id': 803, 'name': 'Trigger'}]",53,2014-03-28,friday,02:05,2013.0,fall,115674,1141208,83440,96059,330239,1766620.0,0.8984,0.1016
14719,JoJo no Kimyou na Bouken (TV),2012-10-06,"The year is 1868; English nobleman George Joestar and his son Jonathan become indebted to Dario Brando after being rescued from a carriage incident. What the Joestars don't realize, however, is that Dario had no intention of helping them; he believed they were dead and was trying to ransack their belongings. After Dario's death 12 years later, George—hoping to repay his debt—adopts his son, Dio. 

While he publicly fawns over his new father, Dio secretly plans to steal the Joestar fortune. His first step is to create a divide between George and Jonathan. By constantly outdoing his foster brother, Dio firmly makes his place in the Joestar family. But when Dio pushes Jonathan too far, Jonathan defeats him in a brawl. 

Years later, the two appear to be close friends to the outside world. But trouble brews again when George falls ill, as Jonathan suspects that Dio is somehow behind the incident—and it appears he has more tricks up his sleeve.

[Written by MAL Rewrite]",7.87,862.0,58,1723478,1111383,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 13, 'name': 'Historical'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",26,manga,1440,r,"[{'id': 287, 'name': 'David Production'}]",54,2013-04-06,saturday,00:30,2012.0,fall,121465,1318924,62092,49968,170983,1723432.0,0.935,0.065
42897,Horimiya,2021-01-10,"On the surface, the thought of Kyouko Hori and Izumi Miyamura getting along would be the last thing in people's minds. After all, Hori has a perfect combination of beauty and brains, while Miyamura appears meek and distant to his fellow classmates. However, a fateful meeting between the two lays both of their hidden selves bare. Even though she is popular at school, Hori has little time to socialize with her friends due to housework. On the other hand, Miyamura lives under the noses of his peers, his body bearing secret tattoos and piercings that make him look like a gentle delinquent.

Having opposite personalities yet sharing odd similarities, the two quickly become friends and often spend time together in Hori's home. As they both emerge from their shells, they share with each other a side of themselves concealed from the outside world.

[Written by MAL Rewrite]",8.2,391.0,89,1465230,885907,white,tv,finished_airing,"[{'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",13,manga,1432,pg_13,"[{'id': 1835, 'name': 'CloverWorks'}]",55,2021-04-04,sunday,00:30,2021.0,winter,147944,1053692,27756,31874,203812,1465078.0,0.9593,0.0407
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,2021-01-11,"Despite being bullied, scorned, and oppressed all of his life, a 34-year-old shut-in still found the resolve to attempt something heroic—only for it to end in a tragic accident. But in a twist of fate, he awakens in another world as Rudeus Greyrat, starting life again as a baby born to two loving parents.

Preserving his memories and knowledge from his previous life, Rudeus quickly adapts to his new environment. With the mind of a grown adult, he starts to display magical talent that exceeds all expectations, honing his skill with the help of a mage named Roxy Migurdia. Rudeus learns swordplay from his father, Paul, and meets Sylphiette, a girl his age who quickly becomes his closest friend.

As Rudeus' second chance at life begins, he tries to make the most of his new opportunity while conquering his traumatic past. And perhaps, one day, he may find the one thing he could not find in his old world—love.

[Written by MAL Rewrite]",8.36,221.0,95,1414341,871399,white,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 9, 'name': 'Ecchi'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 72, 'name': 'Reincarnation'}]",11,light_novel,1420,r,"[{'id': 1993, 'name': 'Studio Bind'}]",56,2021-03-22,monday,00:00,2021.0,winter,107237,1080577,14496,20875,190979,1414164.0,0.975,0.025
22535,Kiseijuu: Sei no Kakuritsu,2014-10-09,"All of a sudden, they arrived: parasitic aliens that descended upon Earth and quickly infiltrated humanity by burrowing into the brains of vulnerable targets. These insatiable beings acquire full control of their host and are able to morph into a variety of forms in order to feed on unsuspecting prey.
 
Sixteen-year-old high school student Shinichi Izumi falls victim to one of these parasites, but it fails to take over his brain, ending up in his right hand instead. Unable to relocate, the parasite, now named Migi, has no choice but to rely on Shinichi in order to stay alive. Thus, the pair is forced into an uneasy coexistence and must defend themselves from hostile parasites that hope to eradicate this new threat to their species.

[Written by MAL Rewrite]",8.33,249.0,42,1928976,1189338,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 42, 'name': 'Seinen'}, {'id': 41, 'name': 'Suspense'}]",24,manga,1380,r,"[{'id': 11, 'name': 'Madhouse'}]",57,2015-03-26,thursday,01:29,2014.0,fall,97985,1471601,45760,35822,277722,1928890.0,0.9577,0.0423
853,Ouran Koukou Host Club,2006-04-05,"Haruhi Fujioka is a studious girl who has recently enrolled at the prestigious Ouran Academy. One day, while looking for a quiet and peaceful place to study, she stumbles across a seemingly unused music room. Upon entering, Haruhi is welcomed by the members of the well-known Host Club: a club in which attractive boys amuse girls from across the entire school. However, when Tamaki Suou—the founder and president of the club—startles the bright scholarship student, she accidentally breaks an expensive vase.

With repayment looking difficult for Haruhi, the Host Club members come up with the perfect solution to the girl's problem: work for the club and ultimately become a Host herself! Mistaken for a boy by her peers, Haruhi has to entertain various female students while coping with her fellow Hosts' extravagant personalities.

[Written by MAL Rewrite]
",8.16,450.0,132,1155483,695829,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 81, 'name': 'Crossdressing'}, {'id': 73, 'name': 'Reverse Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",26,manga,1401,pg_13,"[{'id': 4, 'name': 'Bones'}]",58,2006-09-27,wednesday,00:50,2006.0,spring,56498,875282,37439,35754,150477,1155450.0,0.9367,0.0633
10087,Fate/Zero,2011-10-02,"With the promise of granting any wish, the omnipotent Holy Grail triggered three wars in the past, each too cruel and fierce to leave a victor. In spite of that, the wealthy Einzbern family is confident that the Fourth Holy Grail War will be different; namely, with a vessel of the Holy Grail now in their grasp. Solely for this reason, the much hated ""Magus Killer"" Kiritsugu Emiya is hired by the Einzberns, with marriage to their only daughter Irisviel as binding contract.

Kiritsugu now stands at the center of a cutthroat game of survival, facing off against six other participants, each armed with an ancient familiar, and fueled by unique desires and ideals. Accompanied by his own familiar, Saber, the notorious mercenary soon finds his greatest opponent in Kirei Kotomine, a priest who seeks salvation from the emptiness within himself in pursuit of Kiritsugu.

Based on the light novel written by Gen Urobuchi, Fate/Zero depicts the events of the Fourth Holy Grail War—10 years prior to Fate/stay night. Witness a battle royale in which no one is guaranteed to survive.

[Written by MAL Rewrite]",8.27,307.0,80,1535600,878118,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 82, 'name': 'Urban Fantasy'}]",13,light_novel,1629,r,"[{'id': 43, 'name': 'ufotable'}]",59,2011-12-25,sunday,00:00,2011.0,fall,69207,1094822,34494,25063,311941,1535527.0,0.9612,0.0388
20507,Noragami,2014-01-05,"In times of need, if you look in the right place, you just may see a strange telephone number scrawled in red. If you call this number, you will hear a young man introduce himself as the Yato God.

Yato is a minor deity and a self-proclaimed ""Delivery God,"" who dreams of having millions of worshippers. Without a single shrine dedicated to his name, however, his goals are far from being realized. He spends his days doing odd jobs for five yen apiece, until his weapon partner becomes fed up with her useless master and deserts him.

Just as things seem to be looking grim for the god, his fortune changes when a middle school girl, Hiyori Iki, supposedly saves Yato from a car accident, taking the hit for him. Remarkably, she survives, but the event has caused her soul to become loose and hence able to leave her body. Hiyori demands that Yato return her to normal, but upon learning that he needs a new partner to do so, reluctantly agrees to help him find one. And with Hiyori's help, Yato's luck may finally be turning around.

[Written by MAL Rewrite]",7.94,753.0,27,2216877,1297346,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 6, 'name': 'Mythology'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",12,manga,1440,pg_13,"[{'id': 4, 'name': 'Bones'}]",60,2014-03-23,sunday,23:30,2014.0,winter,93359,1683718,45872,38312,355471,2216732.0,0.962,0.038
199,Sen to Chihiro no Kamikakushi,2001-07-20,"Stubborn, spoiled, and naïve, 10-year-old Chihiro Ogino is less than pleased when she and her parents discover an abandoned amusement park on the way to their new house. Cautiously venturing inside, she realizes that there is more to this place than meets the eye, as strange things begin to happen once dusk falls. Ghostly apparitions and food that turns her parents into pigs are just the start—Chihiro has unwittingly crossed over into the spirit world. Now trapped, she must summon the courage to live and work amongst spirits, with the help of the enigmatic Haku and the cast of unique characters she meets along the way.

Vivid and intriguing, Sen to Chihiro no Kamikakushi tells the story of Chihiro's journey through an unfamiliar world as she strives to save her parents and return home.

[Written by MAL Rewrite]",8.77,41.0,44,1911875,1336856,white,movie,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 46, 'name': 'Award Winning'}, {'id': 10, 'name': 'Fantasy'}, {'id': 6, 'name': 'Mythology'}]",1,original,7475,pg,"[{'id': 21, 'name': 'Studio Ghibli'}]",61,2001-07-20,NIL,NIL,2001.0,summer,26676,1728916,4897,2271,149047,1911807.0,0.9963,0.0037
37510,Mob Psycho 100 II,2019-01-07,"Shigeo ""Mob"" Kageyama is now maturing and understanding his role as a supernatural psychic that has the power to drastically affect the livelihood of others. He and his mentor Reigen Arataka continue to deal with supernatural requests from clients, whether it be exorcizing evil spirits or tackling urban legends that haunt the citizens.

While the workflow remains the same, Mob isn't just blindly following Reigen around anymore. With all his experiences as a ridiculously strong psychic, Mob's supernatural adventures now have more weight to them. Things take on a serious and darker tone as the dangers Mob and Reigen face are much more tangible and unsettling than ever before.

[Written by MAL Rewrite]",8.79,33.0,74,1597792,1007853,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 37, 'name': 'Supernatural'}]",13,web_manga,1450,pg_13,"[{'id': 4, 'name': 'Bones'}]",62,2019-04-01,monday,23:00,2019.0,winter,84459,1265853,19979,8486,218967,1597744.0,0.9822,0.0178
