id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,source,average_episode_duration,rating,background,studios,statistics,ova_ranking
1011,Ranma ½ Super,"{'medium': 'https://cdn.myanimelist.net/images/anime/1071/94957.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1071/94957l.jpg'}",1995-09-21,1996-01-19,"Super OVA 1: Based on a story from vol. 27 of the manga, Shampoo and Ukyo arrange to travel to a cave that is legendary for breaking up couples. They hope they will cause Ranma and Akane to break-up and Shampoo hopes to ditch Mousse the same way.

Super OVA 2: ""Jaaku no Oni"" (lit. ""The Wicked Demon"") was released in 1995. Based on a story from vol. 29 of the manga, an Oni (that wears a tiger-striped diaper just like the Oni of Urusei Yatsura) escapes it`s sealed box and begins to possess people in the neighborhood.

Super OVA 3: This is a story from vol. 31. Ranma disturbs a doll that takes revenge on anyone that shows it disrespect. In order to teach Ranma a lesson, the doll possesses Akane and tries on many occasions to attack him. 

(Source: AniDB)",7.63,1453,5012,20578,9551,white,2006-05-29T23:13:30+00:00,2022-08-14T04:38:54+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",3,"{'year': 1995, 'season': 'summer'}",manga,1560,pg_13,,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '460', 'completed': '14916', 'on_hold': '291', 'dropped': '211', 'plan_to_watch': '4696'}, 'num_list_users': 20574}",126
34349,Diamond no Ace: Second Season OVA,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/83218.webp', 'large': 'https://cdn.myanimelist.net/images/anime/12/83218l.webp'}",2016-08-15,2016-10-17,"OVAs bundled with 4th and 5th manga volumes of Diamond no Ace Act II.

An epilogue of the Diamond no Ace series.",7.62,1476,6186,11956,5124,white,2016-11-08T07:46:07+00:00,2022-10-16T07:30:08+00:00,ova,finished_airing,"[{'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",2,"{'year': 2016, 'season': 'summer'}",manga,1440,pg_13,,"[{'id': 10, 'name': 'Production I.G'}, {'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '317', 'completed': '8107', 'on_hold': '172', 'dropped': '185', 'plan_to_watch': '3175'}, 'num_list_users': 11956}",127
1813,Genshiken OVA,"{'medium': 'https://cdn.myanimelist.net/images/anime/2/21672.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/2/21672l.jpg'}",2006-12-22,2007-04-25,"It's the start of a new year for the Genshiken crew, and that means recruiting new members. Always a dreaded task, The Society for the Study of Modern Visual Culture manages to get Chika Ogiue pushed onto them from the Manga Club. With her introduction of ""I'm Ogiue and I hate otaku,"" this year certainly will be anything but boring.

(Source: ANN)",7.62,1479,3198,52040,30469,white,2006-12-30T14:54:15+00:00,2024-04-15T22:53:40+00:00,ova,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 69, 'name': 'Otaku Culture'}, {'id': 20, 'name': 'Parody'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",3,"{'year': 2006, 'season': 'fall'}",manga,1440,pg_13,,"[{'id': 30, 'name': 'Ajia-do'}]","{'status': {'watching': '714', 'completed': '41277', 'on_hold': '527', 'dropped': '316', 'plan_to_watch': '9204'}, 'num_list_users': 52038}",128
55315,Gensou Mangekyou: The Memories of Phantasm,"{'medium': 'https://cdn.myanimelist.net/images/anime/1729/135900.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1729/135900l.jpg'}",2011-08-12,2023-05-07,"Marisa, an ordinary magician, suspects a youkai is behind the winterly weather in the middle of spring. She goes off to investigate and soon arrives in the netherworld, facing the youkai behind the strange incident. Will her friend, the shrine maiden Reimu, arrive in time to save the day or will all be lost?

(Source: AniDB)",7.62,1480,7311,8022,2882,white,2023-05-17T04:59:48+00:00,2023-05-17T18:56:07+00:00,ova,finished_airing,"[{'id': 10, 'name': 'Fantasy'}]",18,"{'year': 2011, 'season': 'summer'}",game,960,pg_13,,[],"{'status': {'watching': '1180', 'completed': '2967', 'on_hold': '511', 'dropped': '179', 'plan_to_watch': '3185'}, 'num_list_users': 8022}",129
50672,Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi.,"{'medium': 'https://cdn.myanimelist.net/images/anime/1669/145956.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1669/145956l.jpg'}",2022-07-27,2022-07-27,"After returning from a field trip, Yoshikazu Miyano—along with his friends—is ready to take over the Discipline Committee. But when a student loses their keychain, the now former chairman Masato Hanzawa uses this opportunity to create the First Lost Item Detective Squad in order to find the misplaced belonging.

Amidst all this, Shuumei Sasaki is trying to determine how to define his relationship with Miyano going forward. Hoping to be helpful to Miyano, he joins the search party. Yet, even with Sasaki on board, the investigation remains unsuccessful. The group must continue to look everywhere and solve the mystery surrounding the keychain soon—as they discover that many more items have gone missing.

[Written by MAL Rewrite]",7.62,1498,3747,38884,16161,gray,2021-12-26T20:55:51+00:00,2023-03-21T00:35:31+00:00,ova,finished_airing,"[{'id': 28, 'name': 'Boys Love'}, {'id': 69, 'name': 'Otaku Culture'}, {'id': 23, 'name': 'School'}]",1,"{'year': 2022, 'season': 'summer'}",manga,1420,pg_13,"Unaired episode written by Shou Harusono, bundled with the ninth volume of the manga.","[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '803', 'completed': '24144', 'on_hold': '187', 'dropped': '195', 'plan_to_watch': '13551'}, 'num_list_users': 38880}",130
398,Seikai no Senki III,"{'medium': 'https://cdn.myanimelist.net/images/anime/11/2755.webp', 'large': 'https://cdn.myanimelist.net/images/anime/11/2755l.webp'}",2005-08-06,2005-08-06,"Jinto and Lafiel were riding on a light-armed transport ship ""Bokbrusue"" and navigating at the planar space of the Hyde System. This was for Jinto to govern the Hyde System, which returned to Empirial rule after the Union retreated, officially as an Earl. However, the government of Martin, Jinto`s motherland, resisted obstinately against the Empirial rule. On the other side, ""Daiichi Jyuurin Sentai"" (the First Devastation Fleet), formed with the new ship type ""Attack Vessel"", travelled to the Hyde System for drilling practices, but... 

(Source: ANN)",7.62,1500,5224,18461,9579,white,2005-12-23T18:26:53+00:00,2022-03-07T21:13:55+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 38, 'name': 'Military'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",2,"{'year': 2005, 'season': 'summer'}",light_novel,2250,pg_13,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '481', 'completed': '12622', 'on_hold': '244', 'dropped': '202', 'plan_to_watch': '4908'}, 'num_list_users': 18457}",131
33064,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,"{'medium': 'https://cdn.myanimelist.net/images/anime/7/84463.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/7/84463l.jpg'}",2017-02-25,2019-03-01,"Three years since the return of the legendary Space Battleship Yamato, Earth has begun rebuilding itself and has made peace with the Gamilans. However, this recovery comes at the cost of utilizing the forbidden Wave Motion technology. 

Meanwhile, the notorious former crew members of the Yamato, who have each gone their separate ways, receive a psychic message from the mysterious Goddess Teresa. She urges them to return to their beloved ship and travel to the distant planet Terezart. They are promised a revolutionary power to combat the unprecedented threat of the relentless Gatlantis Empire, who are approaching Earth with all but innocent intentions.

Unable to resist her plea, the crew reassembles and sets sail on another perilous intergalactic voyage, one that will test their sheer courage and versatility in the face of an even greater foe.

[Written by MAL Rewrite]
",7.62,1507,4666,24298,8013,white,2016-03-28T15:46:33+00:00,2022-04-11T23:13:18+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",26,"{'year': 2017, 'season': 'winter'}",original,1500,pg_13,,"[{'id': 27, 'name': 'Xebec'}]","{'status': {'watching': '3032', 'completed': '8626', 'on_hold': '1174', 'dropped': '701', 'plan_to_watch': '10763'}, 'num_list_users': 24296}",132
539,Tenchi Muyou! Ryououki,"{'medium': 'https://cdn.myanimelist.net/images/anime/1224/95301.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1224/95301l.webp'}",1992-09-25,1993-03-25,"Seventeen-year-old Tenchi Masaki grew up hearing stories about how his ancestor used a sword to seal a demon inside a cave seven hundred years ago. When curiosity gets the better of him, Tenchi goes to the cave and stumbles across the sword from the legend. Thinking that the story is nothing more than a fairy tale, he removes the blade and inadvertently releases the demon, who turns out to be a space pirate named Ryouko Hakubi. Furious about being trapped for so long, she attacks Tenchi, but he is able to repel her with the sword, awakening his inner power. After seeing this, Ryouko takes an interest in her unlikely savior and decides to crash at his place.

As if it were a chain reaction, more alien women—Aeka Jurai Masaki, an uptight princess from the planet Jurai; Sasami, Aeka's sweet younger sister; Mihoshi Kuramitsu, a ditzy Galactic Police Officer; and Washuu Hakubi, a wisecracking genius—gradually come in contact with Tenchi and begin living with him. Through his encounters with these five women, Tenchi begins to learn more about his ancestry, newfound power, and the looming threat lurking beyond the skies.

[Written by MAL Rewrite]
",7.61,1514,3094,55489,25151,white,2006-01-05T17:16:33+00:00,2023-10-11T09:16:40+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",6,"{'year': 1992, 'season': 'summer'}",original,1770,r+,,"[{'id': 48, 'name': 'AIC'}]","{'status': {'watching': '2480', 'completed': '34708', 'on_hold': '1149', 'dropped': '853', 'plan_to_watch': '16293'}, 'num_list_users': 55483}",133
540,Tenchi Muyou! Ryououki 2nd Season,"{'medium': 'https://cdn.myanimelist.net/images/anime/1/2437.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1/2437l.jpg'}",1994-09-25,1995-09-25,"While the galaxy remains at peace, Tenchi Masaki continues to live on Earth with Ryouko and Washuu Hakubi, Aeka and Sasami Jurai Masaki, Mihoshi Kuramitsu, and the cat-like creature Ryo-Ohki. Though it sounds great to be surrounded by so many women, they always end up making things difficult for Tenchi by constantly fighting for his attention, and their attempts at household chores always end in disaster.

Although life has become more chaotic since they moved in, Tenchi begins to form a strong bond with his roommates and gains more insight into their respective struggles and history.

[Written by MAL Rewrite]",7.61,1515,4247,29733,16166,white,2006-01-05T17:17:37+00:00,2023-10-11T09:15:51+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 35, 'name': 'Harem'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",6,"{'year': 1994, 'season': 'summer'}",original,2000,r+,,"[{'id': 48, 'name': 'AIC'}]","{'status': {'watching': '907', 'completed': '23079', 'on_hold': '409', 'dropped': '316', 'plan_to_watch': '5017'}, 'num_list_users': 29728}",134
255,Jungle wa Itsumo Hare nochi Guu Final,"{'medium': 'https://cdn.myanimelist.net/images/anime/6/14520.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/6/14520l.jpg'}",2003-12-21,2004-06-25,"Haré's family receives a video letter from Weda's home in the city. Witnessing how sad and lonely Weda's mother and Bel are without her, Weda decides to take Haré and Guu back to the city for a while. After Haré complains about being bored and lonely without his friends in the jungle (as part of his plot to persuade his mother to take him back), Weda decides to send him to a private school in the city, where he instanly falls in love with a pretty girl named Rita. But, of course, Guu wants part of the action too.

(Source: ANN)",7.61,1535,6565,10373,5628,white,2005-11-13T06:58:13+00:00,2023-01-26T23:31:40+00:00,ova,finished_airing,"[{'id': 46, 'name': 'Award Winning'}, {'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 27, 'name': 'Shounen'}, {'id': 36, 'name': 'Slice of Life'}]",7,"{'year': 2003, 'season': 'fall'}",manga,1560,pg_13,The series won the 2004 Packaged Work Award during the Animation Kobe Awards.,"[{'id': 247, 'name': 'Shin-Ei Animation'}]","{'status': {'watching': '226', 'completed': '7708', 'on_hold': '201', 'dropped': '181', 'plan_to_watch': '2055'}, 'num_list_users': 10371}",135
33191,Kishibe Rohan wa Ugokanai,"{'medium': 'https://cdn.myanimelist.net/images/anime/1716/103072.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1716/103072l.jpg'}",2017-09-20,2020-03-25,"Kishibe Rohan wa Ugokanai adapts a handful of one-shots based on the manga series JoJo no Kimyou na Bouken, and follows the bizarre adventures that Rohan Kishibe goes through as he searches for inspiration for his manga.

Fugou Mura

Rohan accompanies manga editor Kyouka Izumi to a secretive village where she plans on buying a house. Izumi informs Rohan that inhabitants of the village suddenly become rich at the age of 25 after purchasing their homes. Being 25 years old herself, Izumi has high hopes for moving into the village and invites Rohan to gather ideas for his manga. As they enter one of the houses for an interview with the seller, they are greeted by a servant named Ikkyuu, who puts them through a test of etiquette with deadly consequences.

Mutsukabezaka

Rohan meets with his editor, Minoru Kagamari, to discuss both his manga and the six mountains that the manga author recently bought. He explains that he purchased the mountains in order to search for a legendary spirit known as the Mutsukabezaka. To give his search context, he tells the tale of Naoko Osato, a wealthy heiress who murdered her boyfriend and became cursed by the spirit.

Zangenshitsu

Rohan decides to vacation in Venice after putting his manga on hiatus. While there, he explores the interior of a church and examines the structure of its confessional. After stepping into the priest's compartment, Rohan hears a man enter the confessional and begin to confess his sins. The man recounts his confrontation with a starving beggar and the haunting events that followed.

The Run

Youma Hashimoto is a young male model who has quickly risen to success. As his popularity grows, so does his obsession with his appearance and body. One day, he meets Rohan at the gym, and the two quickly form a rivalry which pushes Youma to intensify his training. Soon. Youma's fixation on his physique takes a dark turn as his training takes precedence over his life, and he challenges Rohan to a fatal competition on the treadmills.

[Written by MAL Rewrite]",7.61,1540,1583,154756,98211,white,2016-04-15T18:47:45+00:00,2022-04-17T22:56:35+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",4,"{'year': 2017, 'season': 'summer'}",manga,1420,r,"Kishibe Rohan wa Ugokanai: Fugou Mura's first episode is an OVA that was distributed to customers who bought all 13 Blu-ray/DVD volumes of the anime JoJo no Kimyou na Bouken: Diamond wa Kudakenai. The 2nd episode was bundled with the limited edition 2nd volume of the manga. The 3rd and 4th episode were released via a roadshow in only six cities starting on December 8, 2019. All four episodes were then bundled on March 25, 2020 for home-media release.","[{'id': 287, 'name': 'David Production'}]","{'status': {'watching': '9409', 'completed': '115360', 'on_hold': '4255', 'dropped': '1508', 'plan_to_watch': '24216'}, 'num_list_users': 154748}",136
208,R.O.D: Read or Die,"{'medium': 'https://cdn.myanimelist.net/images/anime/1824/98849.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1824/98849l.jpg'}",2001-05-23,2002-02-06,"Yomiko Readman is a lovable, near-sighted bibliomaniac working as a substitute teacher at a Japanese high school. Her real identity, however, is that of a secret agent for the British Library Special Operations Division. Her codename: ""The Paper."" The moniker denotes her supernatural ability to freely manipulate paper into any object she can imagine, including tools and weapons in her fight against the powerful and self-serving IJIN (Great Historical Figure) Army! Along with her partner, the enigmatic ""Ms. Deep,"" Yomiko travels across the world in attempt to solve the mystery behind the reincarnation of historical figures and their attempt to control the world.

(Source: RightStuf)",7.61,1548,2714,70817,34446,white,2005-11-12T07:16:15+00:00,2022-04-08T20:51:54+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 2, 'name': 'Adventure'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 24, 'name': 'Sci-Fi'}]",3,"{'year': 2001, 'season': 'spring'}",light_novel,1918,pg_13,,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '1771', 'completed': '45769', 'on_hold': '1073', 'dropped': '781', 'plan_to_watch': '21416'}, 'num_list_users': 70810}",137
1002,Top wo Nerae 2! Diebuster,"{'medium': 'https://cdn.myanimelist.net/images/anime/7/50475.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/7/50475l.jpg'}",2004-10-03,2006-08-25,"Generations have passed since the war with the Space Monsters started, and none remain who know how it began, with even records of those times being scarce. It is a lost cause, but humanity still fights against them, relying on the ""Topless"": a group of elite space pilots with special powers that allow them to use the Buster Machines—the last hope against the Space Monsters.  

Nono, a girl from a remote Martian town, has heard tales all her life of the legendary pilot ""Nono-Riri,"" and wants nothing more than to leave her humble life behind and follow in the footsteps of her idol. Though she has no idea of the dangers that lie ahead, nothing will stop her from achieving her dream. While Nono is down on her luck, she chances upon the lonesome Topless pilot Lal'C Melk Mark, and decides to stake her entire future on following Lal'C, no matter the cost.

[Written by MAL Rewrite]",7.6,1561,2500,80886,37437,white,2006-05-28T22:17:50+00:00,2024-05-24T02:54:28+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 46, 'name': 'Award Winning'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",6,"{'year': 2004, 'season': 'fall'}",original,1752,r+,Top wo Nerae 2! Diebuster won the Packaged Work Award at the 2005 Animation Kobe Awards.,"[{'id': 6, 'name': 'Gainax'}]","{'status': {'watching': '2891', 'completed': '45931', 'on_hold': '1612', 'dropped': '1166', 'plan_to_watch': '29275'}, 'num_list_users': 80875}",138
6904,Hellsing: Digest for Freaks,"{'medium': 'https://cdn.myanimelist.net/images/anime/7/26935.webp', 'large': 'https://cdn.myanimelist.net/images/anime/7/26935l.webp'}",2006-01-22,2006-01-22,"This OVA is a summary of the first three episodes of Hellsing, with the animation style of Hellsing Ultimate and following the events of the Hellsing manga.",7.6,1577,3433,45816,15808,white,2009-07-29T12:13:06+00:00,2024-10-04T15:07:27+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 38, 'name': 'Military'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",1,"{'year': 2006, 'season': 'winter'}",manga,1680,r,Hellsing: Digest for Freaks is a condensed recut of Hellsing Ultimate's first episode.,"[{'id': 41, 'name': 'Satelight'}]","{'status': {'watching': '1246', 'completed': '27102', 'on_hold': '618', 'dropped': '535', 'plan_to_watch': '16311'}, 'num_list_users': 45812}",139
821,Initial D Battle Stage,"{'medium': 'https://cdn.myanimelist.net/images/anime/2/13168.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/2/13168l.jpg'}",2002-05-15,2002-05-15,There are many street races in the Initial D Series. This OVA has no plot other than to collect all the street races into one stage. The dialog during the original races is left in. ,7.59,1587,3661,40826,19783,white,2006-03-15T20:14:29+00:00,2022-04-14T22:47:04+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 3, 'name': 'Racing'}, {'id': 42, 'name': 'Seinen'}]",1,"{'year': 2002, 'season': 'spring'}",manga,3145,g,,"[{'id': 413, 'name': 'Pastel'}]","{'status': {'watching': '921', 'completed': '31322', 'on_hold': '363', 'dropped': '388', 'plan_to_watch': '7830'}, 'num_list_users': 40824}",140
21755,Shin Tennis no Oujisama vs. Genius 10,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/65403.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/12/65403l.jpg'}",2014-10-29,2015-06-26,"After a month abroad, the Foreign Expedition Team has returned to the Japan U-17 training camp. The group consists of 20 players, each with strength and technique that far surpasses those who occupy the camp's top court. In anticipation of the team's arrival, the coaches announce that 20 of the best players would be selected for further training. Tension begins to rise when only high school students are chosen to participate, but the middle school students challenge the players who possess the 11th to 20th positions to steal their places.

With the delayed appearance of the ""Genius 10,"" the middle school students begin scheming among themselves to claim those spots as well. Unlikely pairings start to work together, combining their efforts to defeat the top 10 players of the country. It is a battle of wits, deception, and skill—all for the privilege of representing Japan at the U-17 World Cup.

[Written by MAL Rewrite]",7.59,1598,5040,20238,9141,white,2013-12-24T10:01:22+00:00,2023-07-18T07:37:04+00:00,ova,finished_airing,"[{'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",10,"{'year': 2014, 'season': 'fall'}",manga,1440,pg_13,,"[{'id': 10, 'name': 'Production I.G'}, {'id': 463, 'name': 'M.S.C'}]","{'status': {'watching': '892', 'completed': '13786', 'on_hold': '367', 'dropped': '302', 'plan_to_watch': '4891'}, 'num_list_users': 20238}",141
18753,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,"{'medium': 'https://cdn.myanimelist.net/images/anime/9/54831.webp', 'large': 'https://cdn.myanimelist.net/images/anime/9/54831l.webp'}",2013-09-19,2013-09-19,"One morning, Hachiman Hikigaya contemplates the superfluous nature of marriage and its misleading image of happiness. However, he is forced into confronting his skepticism when the Volunteer Service Club is tasked with assisting a local municipal magazine advertise the allure of marriage to younger people. Unfortunately, neither the club's advisor, Shizuka Hiratsuka, nor the other club members have any firsthand experience with the subject. With only one week until the deadline, the group must quickly learn about the intricacies behind the special ceremony, even if they have to resort to more creative means!

[Written by MAL Rewrite]",7.59,1604,914,278847,169885,white,2013-05-16T16:06:57+00:00,2022-10-18T02:47:18+00:00,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 64, 'name': 'Love Polygon'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",1,"{'year': 2013, 'season': 'summer'}",light_novel,1420,pg_13,The OVA is bundled with the limited edition of Yahari Game demo Ore no Seishun Love Come wa Machigatteiru Playstation Vita game.,"[{'id': 112, 'name': ""Brain's Base""}]","{'status': {'watching': '3625', 'completed': '244150', 'on_hold': '1223', 'dropped': '677', 'plan_to_watch': '29152'}, 'num_list_users': 278827}",142
5751,Tennis no Oujisama: Another Story - Kako to Mirai no Message,"{'medium': 'https://cdn.myanimelist.net/images/anime/1907/133535.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1907/133535l.jpg'}",2009-05-26,2009-09-25,"1. Naniwa no Oujisama: Zenpen
2. Fuun Shounen Atobe
3. Naniwa no Oujisama: Kouhen
4. Rikkai Retsuden: Ouja ni Idomu Hangyakuji",7.58,1607,5519,16004,7270,white,2008-12-23T18:01:23+00:00,2024-04-02T02:06:14+00:00,ova,finished_airing,"[{'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",4,"{'year': 2009, 'season': 'spring'}",manga,1440,pg_13,"Tennis no Oujisama: Another Story - Kako to Mirai no Message was published over two DVDs, each containing two episodes. The first DVD released on May 26, 2009 and the second DVD released on September 25, 2009.","[{'id': 463, 'name': 'M.S.C'}]","{'status': {'watching': '386', 'completed': '11684', 'on_hold': '213', 'dropped': '246', 'plan_to_watch': '3474'}, 'num_list_users': 16003}",143
4596,Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,"{'medium': 'https://cdn.myanimelist.net/images/anime/6/23532.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/6/23532l.jpg'}",2008-02-22,2008-02-22,An OVA summarizing all 25 episodes of season 1 from Lelouch's viewpoint.,7.58,1620,3552,43076,15630,white,2008-05-28T15:13:31+00:00,2022-03-22T00:25:39+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 23, 'name': 'School'}, {'id': 31, 'name': 'Super Power'}]",1,"{'year': 2008, 'season': 'winter'}",original,7044,r,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '886', 'completed': '26826', 'on_hold': '665', 'dropped': '649', 'plan_to_watch': '14044'}, 'num_list_users': 43070}",144
25341,Diamond no Ace OVA,"{'medium': 'https://cdn.myanimelist.net/images/anime/5/71263.webp', 'large': 'https://cdn.myanimelist.net/images/anime/5/71263l.webp'}",2014-11-17,2015-03-17,"One hundred boys, each of them in love with baseball, represent the Seidou High School baseball team. On any team, the Ace is the star of the game. Besides the main heroes, others are striving to attain this position, and each of them has their strengths, weaknesses, and emotional journeys that they have to undertake to become the best that they can be.

Ryousuke Kominato is known in Seidou not only for his impressive fielding skills but also as an intimidating presence despite his small stature. While together with his partner, Youichi Kuramochi, they are the cornerstones of the team's defense on the field.  Youichi is shadowed by his younger brother, Haruichi, whose admiration for Ryousuke is only matched by his own skills at the sport. Together with Yoichi's roommate, Eijun Sawamura, the players reminisce about their path to Seidou High.

[Written by MAL Rewrite]",7.58,1621,5285,17849,8173,white,2014-07-17T13:38:29+00:00,2022-10-16T07:22:02+00:00,ova,finished_airing,"[{'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",3,"{'year': 2014, 'season': 'fall'}",manga,1410,pg_13,,"[{'id': 10, 'name': 'Production I.G'}, {'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '1147', 'completed': '11658', 'on_hold': '903', 'dropped': '342', 'plan_to_watch': '3799'}, 'num_list_users': 17849}",145
10350,Hakuouki: Sekkaroku,"{'medium': 'https://cdn.myanimelist.net/images/anime/6/71799.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/6/71799l.jpg'}",2011-08-05,2012-06-27,"Rumors about a potential plot to dismantle the Shinsengumi by setting fire to their headquarters have spread amok. As most of the talk stems from an inn in Shimabara, the Shinsengumi place trust in Chizuru Yukimura for help with the investigation. Disguised as a geisha, Chizuru infiltrates the inn to provide intel for the Shinsengumi but quickly finds that the operation is more intricate than they could ever imagine.

At the same time, each member of the Shinsengumi has their own reservations and concerns about using their sole female colleague to gather intelligence. Knowing what dangers await her, they all resolve to protect her at any cost.

[Written by MAL Rewrite]",7.58,1624,4344,28444,11696,white,2011-02-13T19:10:42+00:00,2023-04-24T08:48:40+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 43, 'name': 'Josei'}]",6,"{'year': 2011, 'season': 'summer'}",visual_novel,1380,pg_13,"Hakuouki Sekkaroku was released on DVD by Sentai Filmworks as Hakuoki: A Memory of Snow Flowers on April 23, 2013.","[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '1176', 'completed': '18067', 'on_hold': '738', 'dropped': '556', 'plan_to_watch': '7902'}, 'num_list_users': 28439}",146
