id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,bypopularity_ranking
777,Hellsing Ultimate,"{'medium': 'https://cdn.myanimelist.net/images/anime/1012/143965.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1012/143965l.jpg'}",2006-02-10,2012-12-26,"There exist creatures of darkness and evil that plague the night, devouring any human unfortunate enough to be caught in their grasp. On the other side is Hellsing, an organization dedicated to destroying these supernatural forces that threaten the very existence of humanity. At its head is Integra Fairbrook Wingates Hellsing, who commands a powerful military and spends her life fighting the undead.

Integra's vast army, however, pales in comparison with her ultimate weapon: the vampire Alucard, who works against his own kind as an exterminator for Hellsing. With his new vampire servant, Seras Victoria, at his side, Alucard must battle not only monsters, but all those who stand to oppose Hellsing, be they in the guise of good or evil.

In a battle for mankind's survival, Hellsing Ultimate proves that appearances are not all they may seem, and sometimes the greatest weapon can come in the form of one's worst nightmare.

[Written by MAL Rewrite]",8.35,236.0,182,960650,497186,white,2006-02-21T08:28:24+00:00,2024-07-02T11:54:33+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 38, 'name': 'Military'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",10,"{'year': 2006, 'season': 'winter'}",,manga,2962,r,Hellsing Ultimate was initially licensed and distributed by Geneon Entertainment USA up until their closure in late 2007. FUNimation Entertainment later picked up the series and finished dubbing it in late 2014. ,"[{'id': 11, 'name': 'Madhouse'}, {'id': 41, 'name': 'Satelight'}, {'id': 894, 'name': 'Graphinica'}]","{'status': {'watching': '81678', 'completed': '580223', 'on_hold': '44985', 'dropped': '25296', 'plan_to_watch': '228413'}, 'num_list_users': 960595}",182
21995,Ao Haru Ride,"{'medium': 'https://cdn.myanimelist.net/images/anime/8/64813.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/8/64813l.jpg'}",2014-07-08,2014-09-23,"While most young girls make an effort to show off their feminine charms, Futaba Yoshioka deliberately behaves like she wants to repel anyone who might be attracted to her. Ostracized by her female classmates in middle school for being a little too popular with the boys, she desperately strives to avoid a similar situation in high school by being unnecessarily noisy and graceless.

Nevertheless, scattered among Futaba's unpleasant memories are the treasured moments with the boy she had a crush on, Kou Tanaka. Unfortunately, that spell abruptly ended on a sour note when he suddenly stopped attending school and never came back. When Futaba finds out that Kou has returned—with a different last name this time—she can already feel the butterflies in her stomach. However, Kou Mabuchi is not the warm boy that she remembers from her days in middle school; he is now taller, more charismatic and withdrawn—making him far less approachable.

Futaba believes that if she returns to her former self, Kou will begin to take notice of her again. But is she prepared to sacrifice her bubble of normalcy and risk losing her friends in the process?

[Written by MAL Rewrite]
",7.63,1461.0,183,958119,511615,white,2014-01-06T11:48:56+00:00,2024-01-19T12:15:23+00:00,tv,finished_airing,"[{'id': 64, 'name': 'Love Polygon'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",12,"{'year': 2014, 'season': 'summer'}","{'day_of_the_week': 'tuesday', 'start_time': '00:00'}",manga,1380,pg_13,"Ao Haru Ride is the anime adaptation of the manga series written and illustrated by Io Sakisaka, which was serialized in the shoujo magazine Bessatsu Margaret between 2011 and 2015. It has sold over 5.84 million copies, and released in Germany, France, Italy, Taiwan and Poland. It was adapted into a live action film directed by Takahiro Miki and released on 13 December 2014. The anime is licensed for release in North America with English subtitles by Sentai Filmworks. ","[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '40862', 'completed': '674393', 'on_hold': '18492', 'dropped': '19560', 'plan_to_watch': '204766'}, 'num_list_users': 958073}",183
39617,Yakusoku no Neverland 2nd Season,"{'medium': 'https://cdn.myanimelist.net/images/anime/1815/110626.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1815/110626l.jpg'}",2021-01-08,2021-03-26,"Emma, Ray, and the rest of the older children have escaped the confines of the Grace Field House. However, with relentless demons set on capturing them, their arduous battle for freedom has only just begun.

Despite venturing into the treacherous wilderness, the children remain optimistic due to their possession of books written by William Minerva. Coded within his books are messages detailing the world outside the farm—information that can help them survive with the limited resources they have. But when their pursuers draw near, the children soon encounter their most dreadful situation yet. 

In Yakusoku no Neverland 2nd Season, the children struggle to survive in the strange ruthless world, striving to find a sanctuary they can truly call home.

[Written by MAL Rewrite]",5.26,12651.0,184,952089,493117,white,2019-03-28T07:58:40+00:00,2024-10-28T21:45:41+00:00,tv,finished_airing,"[{'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 27, 'name': 'Shounen'}, {'id': 76, 'name': 'Survival'}, {'id': 41, 'name': 'Suspense'}]",11,"{'year': 2021, 'season': 'winter'}","{'day_of_the_week': 'friday', 'start_time': '01:25'}",manga,1370,r,,"[{'id': 1835, 'name': 'CloverWorks'}]","{'status': {'watching': '104418', 'completed': '485283', 'on_hold': '24191', 'dropped': '136930', 'plan_to_watch': '201233'}, 'num_list_users': 952055}",184
23289,Gekkan Shoujo Nozaki-kun,"{'medium': 'https://cdn.myanimelist.net/images/anime/5/66083.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/5/66083l.jpg'}",2014-07-07,2014-09-22,"Chiyo Sakura is a cheerful high school girl who has fallen head over heels for the oblivious Umetarou Nozaki. Much to Chiyo's confusion, when she confesses to her beloved Nozaki, he hands her an unfamiliar autograph. As it turns out, the stoic teenage boy is actually a respected shoujo manga artist, publishing under the pen name Sakiko Yumeno! A series of misunderstandings leads to Chiyo becoming one of Nozaki's manga assistants.

Throughout the hilarious events that ensue, she befriends many of her quirky schoolmates, including her seemingly shameless fellow assistant, Mikoto Mikoshiba, and the ""Prince of the School,"" Yuu Kashima. Gekkan Shoujo Nozaki-kun follows Chiyo as she strives to help Nozaki with his manga and hopes that he will eventually notice her feelings.

[Written by MAL Rewrite]",7.82,982.0,185,949990,516200,white,2014-03-21T15:14:52+00:00,2024-07-29T21:59:12+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 69, 'name': 'Otaku Culture'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",12,"{'year': 2014, 'season': 'summer'}","{'day_of_the_week': 'monday', 'start_time': '01:05'}",4_koma_manga,1440,pg_13,The voice acting cast for the anime differs from the cast of the Drama CD adaptation which was released June 2013.,"[{'id': 95, 'name': 'Doga Kobo'}]","{'status': {'watching': '48302', 'completed': '652610', 'on_hold': '26397', 'dropped': '24995', 'plan_to_watch': '197639'}, 'num_list_users': 949943}",185
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,"{'medium': 'https://cdn.myanimelist.net/images/anime/1724/117421.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1724/117421l.jpg'}",2021-01-06,2021-03-24,"After a stern yet compelling speech by Otto Suwen, Subaru Natsuki solemnly swears that he will successfully make it through this timeline and save everyone he can along the way. The first step toward achieving this goal is to help Emilia work through her past; however, that is easier said than done. Feeling as if she has been lied to by everyone around her, it will be difficult for Emilia to trust anyone, even Subaru, her self-proclaimed knight.

Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2 presents the culmination of Subaru's experiences with the Sanctuary and its people, along with his unwillingness to give up hope on saving them.

[Written by MAL Rewrite]",8.43,176.0,186,949615,555699,white,2020-06-12T01:33:11+00:00,2023-01-08T16:55:15+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}, {'id': 78, 'name': 'Time Travel'}]",12,"{'year': 2021, 'season': 'winter'}","{'day_of_the_week': 'wednesday', 'start_time': '22:30'}",light_novel,1750,r,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2 adapts volumes 13-15 of Tappei Nagatsuki's light novel series of the same title.,"[{'id': 314, 'name': 'White Fox'}]","{'status': {'watching': '86035', 'completed': '677330', 'on_hold': '18995', 'dropped': '13198', 'plan_to_watch': '153991'}, 'num_list_users': 949549}",186
37675,Overlord III,"{'medium': 'https://cdn.myanimelist.net/images/anime/1511/93473.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1511/93473l.webp'}",2018-07-10,2018-10-02,"Following the horrific assault on the Re-Estize capital city, the Guardians of the Great Tomb of Nazarick return home to their master Ainz Ooal Gown. After months of laying the groundwork, they are finally ready to set their plans of world domination into action.

As Ainz's war machine gathers strength, the rest of the world keeps moving. The remote Carne Village, which Ainz once saved from certain doom, continues to prosper despite the many threats on its doorstep. And in the northeastern Baharuth Empire, a certain Bloody Emperor sets his sights on the rising power of Nazarick.

Blood is shed, heroes fall, and nations rise. Can anyone, or anything, challenge the supreme power of Ainz Ooal Gown?

[Written by MAL Rewrite]",7.91,801.0,187,947825,585493,white,2018-04-03T16:54:07+00:00,2024-02-27T23:38:53+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}]",13,"{'year': 2018, 'season': 'summer'}","{'day_of_the_week': 'tuesday', 'start_time': '22:00'}",light_novel,1420,r,Overlord III adapts novels 7 to 9.,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '35443', 'completed': '794778', 'on_hold': '7256', 'dropped': '7169', 'plan_to_watch': '103105'}, 'num_list_users': 947751}",187
41353,The God of High School,"{'medium': 'https://cdn.myanimelist.net/images/anime/1722/107269.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1722/107269l.webp'}",2020-07-06,2020-09-28,"The ""God of High School"" tournament has begun, seeking out the greatest fighter among Korean high school students! All martial arts styles, weapons, means, and methods of attaining victory are permitted. The prize? One wish for anything desired by the winner.

Taekwondo expert Jin Mo-Ri is invited to participate in the competition. There he befriends karate specialist Han Dae-Wi and swordswoman Yu Mi-Ra, who both have entered for their own personal reasons. Mo-Ri knows that no opponent will be the same and that the matches will be the most ruthless he has ever fought in his life. But instead of being worried, this prospect excites him beyond belief.

A secret lies beneath the facade of a transparent test of combat prowess the tournament claims to be—one that has Korean political candidate Park Mu-Jin watching every fight with expectant, hungry eyes. Mo-Ri, Dae-Wi, and Mi-Ra are about to discover what it really means to become the God of High School.

[Written by MAL Rewrite]",7.07,3987.0,188,945702,533898,white,2020-02-26T09:36:04+00:00,2024-10-06T15:45:44+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 82, 'name': 'Urban Fantasy'}]",13,"{'year': 2020, 'season': 'summer'}","{'day_of_the_week': 'monday', 'start_time': '23:30'}",web_manga,1420,pg_13,,"[{'id': 569, 'name': 'MAPPA'}]","{'status': {'watching': '79798', 'completed': '644942', 'on_hold': '20515', 'dropped': '57267', 'plan_to_watch': '143102'}, 'num_list_users': 945624}",188
849,Suzumiya Haruhi no Yuuutsu,"{'medium': 'https://cdn.myanimelist.net/images/anime/1470/137929.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1470/137929l.jpg'}",2006-04-03,2006-07-03,"If a survey were conducted to see if people believed in aliens, time travelers, or maybe espers, most would say they do not; average high school student Kyon considers himself among the non-believers. However, on his first day of school, he meets a girl who soon turns his world upside down.

During class introductions, the beautiful Haruhi Suzumiya boldly announces her boredom with ""normal"" people and her intention of meeting supernatural beings. Dumbfounded, Kyon learns of her frustration with the lack of paranormal-focused clubs at their school and unwittingly inspires her to start her own club. She creates the Spreading Fun all Over the World with Haruhi Suzumiya Brigade, otherwise known as the SOS Brigade.

Following the SOS Brigade's founding, Haruhi manages to recruit Kyon and three other members: quiet bookworm Yuki Nagato, shy upperclassman Mikuru Asahina, and perpetually positive Itsuki Koizumi. Despite their normal appearance, the new members of the SOS Brigade each carry their own secrets related to Haruhi. Caught up in the mystery surrounding the eccentric club leader, Kyon is whisked away on a series of misadventures by Haruhi and the SOS Brigade, each one bringing him closer to the truth about who and what she is.

[Written by MAL Rewrite]",7.82,972.0,189,939552,487372,white,2006-04-07T17:07:21+00:00,2023-10-16T23:06:43+00:00,tv,finished_airing,"[{'id': 46, 'name': 'Award Winning'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 23, 'name': 'School'}, {'id': 24, 'name': 'Sci-Fi'}]",14,"{'year': 2006, 'season': 'spring'}","{'day_of_the_week': 'monday', 'start_time': '00:00'}",light_novel,1420,pg_13,"Suzumiya Haruhi no Yuuutsu aired in a nonlinear order. During the episode previews, Haruhi announces the chronological position of the next episode, while Kyon announces its position in the broadcast order. See More Info for chronological versus broadcast order.","[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '39745', 'completed': '597389', 'on_hold': '30296', 'dropped': '26085', 'plan_to_watch': '246003'}, 'num_list_users': 939518}",189
20787,Black Bullet,"{'medium': 'https://cdn.myanimelist.net/images/anime/1292/94693.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1292/94693l.jpg'}",2014-04-08,2014-07-01,"In the year 2021, a parasitic virus known as ""Gastrea"" infects humans and turns them into monsters. What is left of mankind now lives within the Monolith walls, walls that are made of Varanium, the only material that can hurt Gastrea.

To counter the threat that the Gastrea pose, ""Cursed Children""—female children whose bodies contain trace amounts of the virus which grant them superhuman abilities—officially called Initiators by the Tendo Civil Security, are given partners called Promoters, people who work to guide and protect the young Initiators. These teams of two are sent out on missions to fight the monsters created by the Gastrea virus and keep them at bay. 

Black Bullet revolves around the team of Enju Aihara, an Initiator, and Satomi Rentaro, a Promoter, as they go on missions to fight the growing threat of Gastrea in their hometown of Tokyo.

[Written by MAL Rewrite]",7.08,3942.0,190,939514,496237,white,2013-10-06T15:42:33+00:00,2022-10-02T06:38:33+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 7, 'name': 'Mystery'}, {'id': 24, 'name': 'Sci-Fi'}]",13,"{'year': 2014, 'season': 'spring'}","{'day_of_the_week': 'tuesday', 'start_time': '22:30'}",light_novel,1440,r,"Black Bullet was simulcast outside of Japan by Crunchyroll. 

The series adapts the first 4 novels of Shiden Kanzaki's light novel series of the same title.","[{'id': 290, 'name': 'Kinema Citrus'}, {'id': 1109, 'name': 'Orange'}]","{'status': {'watching': '41207', 'completed': '651294', 'on_hold': '20672', 'dropped': '31340', 'plan_to_watch': '194938'}, 'num_list_users': 939451}",190
15451,High School DxD New,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/47729.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/12/47729l.jpg'}",2013-07-07,2013-09-22,"The misadventures of Issei Hyoudou, high school pervert and aspiring Harem King, continue on in High School DxD New. As the members of the Occult Research Club carry out their regular activities, it becomes increasingly obvious that there is something wrong with their Knight, the usually composed and alert Yuuto Kiba. Soon, Issei learns of Kiba's dark, bloody past and its connection to the mysterious Holy Swords. Once the subject of a cruel experiment, Kiba now seeks revenge on all those who wronged him.

With the return of an old enemy, as well as the appearance of two new, Holy Sword-wielding beauties, it isn't long before Issei and his Devil comrades are plunged into a twisted plot once more.

[Written by MAL Rewrite]",7.47,2031.0,191,934541,604965,white,2012-09-05T21:36:18+00:00,2024-10-04T16:20:15+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 35, 'name': 'Harem'}, {'id': 6, 'name': 'Mythology'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 37, 'name': 'Supernatural'}]",12,"{'year': 2013, 'season': 'summer'}","{'day_of_the_week': 'sunday', 'start_time': '20:30'}",light_novel,1612,r+,"Episode 1 was previewed at a screening in United Cinema Toyosu, Tokyo on June 29, 2013. Regular broadcasting began on July 7, 2013.

The Blu-ray and DVD Director's Cut includes an extra 3 minutes per episode.","[{'id': 120, 'name': 'TNK'}]","{'status': {'watching': '27389', 'completed': '823930', 'on_hold': '10114', 'dropped': '13344', 'plan_to_watch': '59706'}, 'num_list_users': 934483}",191
48926,"Komi-san wa, Comyushou desu.","{'medium': 'https://cdn.myanimelist.net/images/anime/1899/117237.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1899/117237l.jpg'}",2021-10-07,2021-12-23,"Hitohito Tadano is an ordinary boy who heads into his first day of high school with a clear plan: to avoid trouble and do his best to blend in with others. Unfortunately, he fails right away when he takes the seat beside the school's  madonna—Shouko Komi. His peers now recognize him as someone to eliminate for a chance to sit next to the most beautiful girl in class.

Gorgeous and graceful with long, dark hair, Komi is universally adored and immensely popular despite her mysterious persona. However, unbeknownst to everyone, she has crippling anxiety and a communication disorder which prevents her from wholeheartedly socializing with her classmates.

When left alone in the classroom, a chain of events forces Komi to interact with Tadano through writing on the blackboard, as if in a one-way conversation. Being the first person to realize she cannot communicate properly, Tadano picks up the chalk and begins to write as well. He eventually discovers that Komi's goal is to make one hundred friends during her time in high school. To this end, he decides to lend her a helping hand, thus also becoming her first-ever friend.

[Written by MAL Rewrite]",7.84,933.0,192,932368,492875,white,2021-05-11T09:33:48+00:00,2023-04-02T18:52:27+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 74, 'name': 'Love Status Quo'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",12,"{'year': 2021, 'season': 'fall'}","{'day_of_the_week': 'thursday', 'start_time': '00:00'}",manga,1432,pg_13,,"[{'id': 28, 'name': 'OLM'}]","{'status': {'watching': '108163', 'completed': '578676', 'on_hold': '30964', 'dropped': '41328', 'plan_to_watch': '173143'}, 'num_list_users': 932274}",192
51019,Kimetsu no Yaiba: Katanakaji no Sato-hen,"{'medium': 'https://cdn.myanimelist.net/images/anime/1765/135099.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1765/135099l.jpg'}",2023-04-09,2023-06-18,"For centuries, the Demon Slayer Corps has sacredly kept the location of Swordsmith Village a secret. As the village of the greatest forgers, it provides Demon Slayers with the finest weapons, which allow them to fight night-crawling fiends and ensure the safety of humans. After his sword was chipped and deemed useless, Tanjirou Kamado, along with his precious little sister Nezuko, is escorted to the village to receive a new one.

Meanwhile, the death of an Upper Rank Demon disturbs the idle order in the demon world. As Tanjirou becomes acquainted with Mist Hashira Muichirou Tokitou and Love Hashira Mitsuri Kanroji, ferocious powers creep from the shadows and threaten to shatter the Demon Slayers' greatest line of defense.

[Written by MAL Rewrite]",8.2,380.0,193,931116,547468,white,2022-02-13T15:10:39+00:00,2024-10-07T21:33:27+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 13, 'name': 'Historical'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",11,"{'year': 2023, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '23:15'}",manga,1680,r,Katanakaji no Sato-hen adapts chapters 98 to 127 of the manga.,"[{'id': 43, 'name': 'ufotable'}]","{'status': {'watching': '80480', 'completed': '702919', 'on_hold': '7788', 'dropped': '5296', 'plan_to_watch': '134539'}, 'num_list_users': 931022}",193
10165,Nichijou,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/75617.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/75617l.jpg'}",2011-04-03,2011-09-25,"Nichijou primarily focuses on the daily antics of a trio of childhood friends—high school girls Mio Naganohara, Yuuko Aioi and Mai Minakami—whose stories soon intertwine with the young genius Hakase Shinonome, her robot caretaker Nano, and their talking cat Sakamoto. With every passing day, the lives of these six, as well as of the many people around them, experience both the calms of normal life and the insanity of the absurd. Walking to school, being bitten by a talking crow, spending time with friends, and watching the principal suplex a deer: they are all in a day's work in the extraordinary everyday lives of those in Nichijou. 

[Written by MAL Rewrite]",8.47,153.0,194,927602,380242,white,2011-01-07T22:42:42+00:00,2023-01-18T16:33:27+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",26,"{'year': 2011, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '02:20'}",manga,1420,pg_13,"Bandai Entertainment had licensed Nichijou, but on January 2, 2012, it was announced they were leaving the North American anime market with all unreleased titles including Nichijou being cancelled. The series would remain unlicensed until November 4, 2016 when Funimation Entertainment acquired the series, and released it sub-only in a complete Blu-ray & DVD combo pack on February 7, 2017. They also did a Blu-ray & Digital combo pack with a brand new English dub, which was released on July 23, 2019.","[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '95650', 'completed': '408967', 'on_hold': '68520', 'dropped': '36361', 'plan_to_watch': '318050'}, 'num_list_users': 927548}",194
2251,Baccano!,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/14547.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/14547l.jpg'}",2007-07-27,2007-11-02,"During the early 1930s in Chicago, the transcontinental train, Flying Pussyfoot, is starting its legendary journey that will leave a trail of blood all over the country. At the same time in New York, the ambitious scientist Szilard and his unwilling aide Ennis are looking for missing bottles of the immortality elixir. In addition, a war between the mafia groups is getting worse. On board the Advena Avis, in 1711, alchemists are about to learn the price of immortality.

Based on the award-winning light novels of the same name, Baccano! follows several events that initially seem unrelated, both in time and place, but are part of a much bigger story—one of alchemy, survival, and immortality. Merging these events together are the kindhearted would-be thieves, Isaac and Miria, connecting various people, all of them with their own hidden ambitions and agendas, and creating lifelong bonds and consequences for everyone involved.

[Written by MAL Rewrite] ",8.35,233.0,195,924576,388104,white,2007-04-10T14:34:24+00:00,2024-01-05T05:12:08+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 68, 'name': 'Organized Crime'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2007, 'season': 'summer'}","{'day_of_the_week': 'friday', 'start_time': '00:30'}",light_novel,1480,r,"Baccano! is based on Ryohgo Narita's award-winning light novels of the same title and mainly adapts the first 4 novels. While more faithful to the first 3 novels, the 4th novel (1932) is followed more loosely and is mostly an anime-exclusive story. In addition, content from later novels is briefly included in the anime as well. Unlike the novels however, which follow a mostly linear narrative per book, the anime adopts a non-linear storytelling style; the tale of each novel is told simultaneously with one another, with the focus jumping back and forth in time between and within the different plotlines.","[{'id': 112, 'name': ""Brain's Base""}]","{'status': {'watching': '45584', 'completed': '451171', 'on_hold': '37391', 'dropped': '24323', 'plan_to_watch': '366071'}, 'num_list_users': 924540}",195
37799,Tokyo Ghoul:re 2nd Season,"{'medium': 'https://cdn.myanimelist.net/images/anime/1545/121995.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1545/121995l.jpg'}",2018-10-09,2018-12-25,"After the conclusion of the Tsukiyama Family Extermination Operation, the members of the Commission of Counter Ghouls (CCG) have grown exponentially in power and continue to pursue their goal of exterminating every ghoul in Japan. Having resigned from Quinx Squad, the now seemingly emotionless Haise Sasaki begins taking on more and more tasks from the CCG with no regard to the difficulty. Despite his vacant expressions, Ken Kaneki's memories are resurfacing in Haise, leaving him in a state of internal conflict. Meanwhile, his new coldhearted behavior is affecting the people around him. Quinx Squad are left in shambles, having to cope with the death of one of their members without the support of their former mentor.

Amidst this turmoil, both Quinx Squad and Haise must continue to fulfill their duties to the CCG, whether willingly or not. However, the presence of a mysterious group behind the CCG has been made known to Haise, and certain whispers of corruption have not gone unheard by the Quinx Squad as well.

[Written by MAL Rewrite]",6.45,7371.0,196,919300,546491,white,2018-04-27T11:45:42+00:00,2024-10-02T16:20:30+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 40, 'name': 'Psychological'}, {'id': 42, 'name': 'Seinen'}, {'id': 41, 'name': 'Suspense'}, {'id': 82, 'name': 'Urban Fantasy'}]",12,"{'year': 2018, 'season': 'fall'}","{'day_of_the_week': 'tuesday', 'start_time': '23:00'}",manga,1440,r,,"[{'id': 1, 'name': 'Pierrot'}]","{'status': {'watching': '34208', 'completed': '724447', 'on_hold': '13039', 'dropped': '39164', 'plan_to_watch': '108406'}, 'num_list_users': 919264}",196
33487,Masamune-kun no Revenge,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/83709.webp', 'large': 'https://cdn.myanimelist.net/images/anime/12/83709l.webp'}",2017-01-05,2017-03-23,"When Masamune Makabe was a child, he was rejected by a rich, beautiful girl named Aki Adagaki, who gave him the nickname ''Piggy'' for being overweight. Devastated, Masamune put great effort into working out to improve his appearance. Now a handsome yet narcissistic high school student, Masamune is determined to exact revenge—he will have Aki fall madly in love with him and ultimately reject her the next time they meet.

To his surprise, Masamune discovers he has transferred into Aki's school. Setting his plan into motion, Masamune first begins to form a relationship with the ''Brutal Princess'' but, despite his efforts, fails miserably at his initial attempts. Shockingly, when Masamune finally progresses towards his vengeance, he receives a mysterious letter addressing him by his old nickname. Unless Masamune discovers the sender's identity, his plan is doomed before it even starts!

[Written by MAL Rewrite]",6.75,5559.0,197,916636,534340,white,2016-06-23T08:33:15+00:00,2023-04-28T11:49:27+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",12,"{'year': 2017, 'season': 'winter'}","{'day_of_the_week': 'thursday', 'start_time': '22:30'}",manga,1440,pg_13,The anime adapts the first 29 chapters of the manga.,"[{'id': 300, 'name': 'SILVER LINK.'}]","{'status': {'watching': '49891', 'completed': '686042', 'on_hold': '17196', 'dropped': '34716', 'plan_to_watch': '128718'}, 'num_list_users': 916563}",197
41025,Fumetsu no Anata e,"{'medium': 'https://cdn.myanimelist.net/images/anime/1880/118484.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1880/118484l.jpg'}",2021-04-12,2021-08-30,"An Orb, known only as It, is cast to Earth to be observed from afar. Capable of changing forms from beings whose reflections It captures, It first becomes a rock and then, due to the rising temperature, moss.

It does not move until one snowy day, a wolf at death's door barely crosses by. When It takes the animal's form, It attains awareness of its consciousness and starts to wander with an unclear destination in mind. Soon, It comes across the wolf's master—a young boy waiting for his tribe to return from a paradise abundant with fish and fruit in the south. Although the boy is lonely, he still hopes those whom he holds dear in his memories have not forgotten him and that he will reunite with them one day.

The boy wants to explore new surroundings and decides to abandon his home with It to find the paradise using the traces his tribe left behind. However, with a heavily injured body and no sight of his elder comrades, what will become of the boy?

Fumetsu no Anata e illustrates the story of an immortal being experiencing humanity, meeting all types of people in many places throughout time.

[Written by MAL Rewrite]",8.34,239.0,198,910633,385032,white,2020-01-09T03:02:11+00:00,2023-01-03T06:52:30+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",20,"{'year': 2021, 'season': 'spring'}","{'day_of_the_week': 'monday', 'start_time': '22:50'}",manga,1500,r,,"[{'id': 112, 'name': ""Brain's Base""}]","{'status': {'watching': '158963', 'completed': '392011', 'on_hold': '51035', 'dropped': '39923', 'plan_to_watch': '268600'}, 'num_list_users': 910532}",198
