id,title,start_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,airing_ranking,end_date,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
52684,Shen Yin Wangzuo 2nd Season,2022-11-10,"Revealing himself to be a Dual Knight, Long Hao Chen triumphs in his match within his temple and advances to the finals. But before the grand finals can begin, ranking matches are conducted in each temple to determine the strongest within. During the rankings, Hao Chen is injured, enraging Sheng Cai'er and driving her to seek vengeance for what happened to him. Her actions cause a fight between the Knight Temple and Assassin Temple, only to be subdued after a shocking revelation—that Sheng Cai'er is a Reincarnated Saint.

The finals for the Demon Hunting Team Competition begin with the division of the sixty remaining participants into six groups. The top sixteen participants are then further pitted against each other to determine the top three. Each of the top three will be rewarded with a spiritual stove and the right to pick their teammates.

In order to become a knight that is capable of defeating the Demon Lord, Long Hao Chen must strive to be first in this competition so he can select the best teammates to give him a fighting chance.

[Written by MAL Rewrite]",8.21,367.0,8627,5337,2018,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",130,web_novel,1200,pg_13,"[{'id': 2526, 'name': 'Shenman Entertainment'}]",11,airing,NIL,NIL,2022.0,fall,3717,1,255,254,1096,5323.0,0.9044,0.0956
55809,Xian Ni,2023-09-25,"Wang Lin is a very smart boy with loving parents. Although he and his parents are shunned by the rest of their relatives, his parents have always held high hopes that he will one day achieve greatness. One day, Wang Lin suddenly gained the chance to walk the path of an immortal but found that he only had mediocre talent at best. Watch Wang Lin as he breaks through his lack of talent and walks the path towards becoming a real immortal!

(Source: Xian Ni Wiki)",8.18,406.0,9398,4148,1046,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}]",76,novel,1500,pg_13,"[{'id': 2191, 'name': 'BUILD DREAM'}]",12,airing,NIL,NIL,2023.0,summer,2438,0,169,200,1327,4134.0,0.9107,0.0893
235,Meitantei Conan,1996-01-08,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child.

Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa.

Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday.

[Written by MAL Rewrite]",8.17,426.0,694,358196,163289,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",0,manga,1482,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",13,airing,saturday,18:00,1996.0,winter,166232,0,74701,48725,68520,358178.0,0.6554,0.3446
44042,Holo no Graffiti,2019-05-05,"From unraveling the secrets of opening and closing doors to defusing surprise packages more commonly known as bombs, there is never a dull day at the Hololive Production office! Holo no Graffiti follows an eccentric cast of Virtual YouTubers, also known as ""VTubers,"" going about their absurd yet hilarious daily lives, detailing all their cute moments and mishaps.

[Written by MAL Rewrite]",8.17,438.0,3056,56706,17874,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",0,other,110,pg_13,"[{'id': 2167, 'name': 'Hololive Production'}]",14,airing,NIL,NIL,2019.0,spring,22601,0,3764,3534,26801,56700.0,0.8713,0.1287
58572,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",2024-10-13,"Ever since Rakurou ""Sunraku"" Hizutome started to play the extremely popular virtual reality game Shangri-La Frontier, he has truly fallen in love with it. Sunraku has quickly made a big name for himself by fighting two of the seven unique, nearly unbeatable monsters, which is unthinkable for most players. To progress the game's story, he sets out on an adventure with his leporine guide, Emul, to acquire a magic operation unit from an ancient workshop.

Though Sunraku breezes through this quest alongside his clanmates Towa ""Arthur Pencilgon"" Amane and Kei ""OiKatzo"" Uomi, there seems to be an ulterior motive as to why the two of them decided to help Sunraku in the first place. Nevertheless, Sunraku gains valuable knowledge and allies, critical for his advancement in the game. By seeking out powerful enemies and unraveling the inner workings of the game's world, Sunraku may just change Shangri-La Frontier forever.

[Written by MAL Rewrite]",8.11,503.0,1847,126769,15609,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}, {'id': 79, 'name': 'Video Game'}]",25,manga,1430,pg_13,"[{'id': 605, 'name': 'C2C'}]",15,airing,sunday,17:00,2024.0,fall,70490,8,1252,561,54450,126761.0,0.9857,0.0143
59145,Ranma ½ (2024),2024-10-06,"During their martial arts training expedition in China, Ranma Saotome and his father Genma suffered an accident, which in turn, afflicted them with a curse—whenever they are doused with cold water, Ranma transforms into a girl, while his father turns into a panda! Only hot water can reverse these changes, but any further contact with cold water opens the can of worms once more.

Unfortunately, the trouble does not end there, as Ranma finds out about his betrothal to one of the daughters of Soun Tendou, his father's closest friend. During the families' first meeting, it is decided that Ranma is to be married to Akane, the youngest daughter, a decision that is met with vehement protests from both sides. The two are simply not compatible, yet they are forced to live under one roof. Ranma's status quo further adds to the chaos, leading him to a series of comedic situations and misunderstandings that, in the grand scheme of things, may just be what he needs to work with Akane.

[Written by MAL Rewrite]",8.08,533.0,2358,88092,16449,gray,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 65, 'name': 'Magical Sex Shift'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",0,manga,1331,pg_13,"[{'id': 569, 'name': 'MAPPA'}]",16,airing,sunday,00:55,2024.0,fall,57804,1,1104,1237,27939,88085.0,0.9734,0.0266
51836,Douluo Dalu II: Jueshi Tangmen,2023-06-24,"A strange continent in another world.

No magic, no battle qi, no martial arts, only martial spirits. Ten thousand years after the Tang clan was founded on the Douluo continent, the Tang clan has declined to the verge of extinction.

A whole new generation of proud talents has been born. Will the new generation of the Seven monsters of Shrek be able to reestablish the Tang Clan and compose a new tale of greatness for the unrivaled Tang Clan?

(Source: IMDB)",8.06,568.0,9039,4672,1224,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}]",104,web_novel,1200,pg_13,"[{'id': 1768, 'name': 'Sparkly Key Animation Studio'}]",17,airing,NIL,NIL,2023.0,spring,3040,0,202,196,1223,4661.0,0.9146,0.0854
49469,Beastars Final Season,2024-12-05,New Beastars sequel.,8.03,615.0,2789,67405,4021,white,ona,currently_airing,"[{'id': 51, 'name': 'Anthropomorphic'}, {'id': 8, 'name': 'Drama'}, {'id': 40, 'name': 'Psychological'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 41, 'name': 'Suspense'}]",0,manga,1410,r,"[{'id': 1109, 'name': 'Orange'}]",18,airing,NIL,NIL,2024.0,fall,11305,37,870,52,55122,67386.0,0.9863,0.0137
57066,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,2024-10-05,"Goddess Festival—A fruit festival that brings the labyrinth city of Orario to life. Goddesses symbolizing fertility are enshrined on the altar, and among them is the Goddess of Beauty. Bell Cranel, who has survived and returned to his daily life from the dead depths of the dungeon, is here and ready to enjoy the bustle of the Goddess Festival until he receives a letter from a girl at a small bar in a corner of Orario—""To Mr. Bell, please go on a date with just the two of us at the upcoming Goddess Festival. From Syr."" Syr's single-minded determination will drive both Bell and the labyrinth city crazy. Meanwhile, the Einherjar, the warriors who claim to be the ""strongest,"" are now suddenly on the move...

(Source: HIDIVE)",8.01,641.0,1750,135716,15021,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",15,light_novel,1422,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",19,airing,saturday,00:30,2024.0,fall,66331,8,1426,639,67312,135716.0,0.9848,0.0152
57554,Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,2024-10-04,"After living peaceful days at the Kamiya dojo, Kenshin Himura finds himself at a crucial crossroads, as his vow to never end a life is put to the ultimate test.

Following the murder of his former commander, he now has to retread the road of violence and blood to take down Makoto Shishio—the assassin prodigy who calls himself the notorious Battousai's successor. With ambitions to overthrow the Meiji government and establish his dominion in Kyoto, Shishio has meticulously schemed for a decade, building a formidable anti-government military force. Now, Shishio has turned his sights toward recruiting Aoshi Shinomori, a cold-blooded killer and the former leader of the legendary Oniwaban Group warriors.

As Kenshin travels through a village abandoned by the government and currently under the iron fist of Shishio's henchmen, he is determined to prevent the country from spiraling back into civil war. He allies with his former rival, Hajime Saitou, forging a fragile partnership in a battle against Shishio's empire that will determine the fate of Japan.

[Written by MAL Rewrite]",7.97,703.0,3786,38147,4879,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 13, 'name': 'Historical'}, {'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}]",23,manga,1370,r,"[{'id': 839, 'name': 'LIDENFILMS'}]",20,airing,friday,00:55,2024.0,fall,20234,2,561,358,16988,38143.0,0.9759,0.0241
57559,MF Ghost 2nd Season,2024-10-07,"The second race in the MFG tournament at the notoriously difficult Lake Ashinoko track is underway. Though his car is severely disadvantaged in terms of horsepower, tune-ups to Kanata Katagiri's Toyota 86 GT allow him to quickly soar into a qualifying position. However, torrential downpour on the final day of racing brings tire traction woes and causes all drivers to struggle. 

Thanks to the environment he grew up in and his extensive training, Kanata surprises everyone when he is able to pull ahead of the pack—albeit with some very risky maneuvers. However, there are still two formidable competitors ahead of Kanata: last race's winner Michael Beckenbauer and Lake Ashinoko record holder Kouki Sawatari. But even if Kanata can close the gap, he still needs to watch out for the drivers in his rearview preying on even a single mistake that they can take advantage of. 

[Written by MAL Rewrite]",7.87,866.0,4309,28883,4234,white,tv,currently_airing,"[{'id': 3, 'name': 'Racing'}, {'id': 42, 'name': 'Seinen'}]",12,manga,1420,pg_13,"[{'id': 1440, 'name': 'Felix Film'}]",21,2024-12-23,monday,00:00,2024.0,fall,16366,3,305,257,11951,28882.0,0.9805,0.0195
56894,Dragon Ball Daima,2024-10-11,"After saving the world from the destructive might of Majin Buu, Gokuu Son and his allies look forward to a well-earned rest. However, unbeknownst to them, their battle was recorded and observed by Gomah, an evil being who assumes the title of King in the Demon Realm, filling the void left behind with the death of former ruler Dabura.

At Gomah's side is Degesu, the younger brother of Higashi no Kaioshin, a being who lords over the universe. Jealous of his brother's power, Degesu works alongside Gomah to steal Earth's Dragon Balls and preemptively subdue any potential future enemies. Calling upon the power of the legendary dragon Shenron, Gomah wishes for Gokuu and his friends to be reverted into children, intending to rob them of the limitless power that defeated Buu. With Earth's greatest warriors shrunken down, Gomah abducts Dende, the planet's acting god.

But Gokuu refuses to be set back by his new body, working to master his younger form to fight as proficiently as he could as an adult. Joined by Kaioshin and Glorio—a mysterious but seemingly rebellious demon—Gokuu pursues Gomah to the Demon Realm in order to rescue Dende and restore his friends to their natural ages.

[Written by MAL Rewrite]",7.87,881.0,2418,85145,13879,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}]",0,manga,1430,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",22,airing,friday,23:40,2024.0,fall,51652,2,1153,1205,31131,85143.0,0.9723,0.0277
47405,Wanmei Shijie,2021-04-23,"Born into a unique world where villages fight to gain power and control, the main character, Shi Hao, is a genius blessed by the heavens born under the poorest of conditions.

His clan, however, has a mysterious past. To rise up and become the genius he is meant to be, the clan goes through every effort to aid his cultivation as they battle through fanatical monsters and engage in power struggles with other clans.

His journey will bring him through unknown lands until he is able to become a person that can truly shake the world.

(Source: Novels Xianxia&Xuanhuan Wiki)",7.84,942.0,6387,11073,2161,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",234,novel,1170,pg_13,"[{'id': 1667, 'name': 'Foch Film'}]",23,airing,NIL,NIL,2021.0,spring,6145,1,542,586,3786,11060.0,0.898,0.102
49785,Fairy Tail: 100-nen Quest,2024-07-07,"For over one hundred years, a special quest has been waiting for a wizard skilled enough to complete it. On the northern continent of Guiltina, there are five immensely powerful Dragon Gods who possess great destructive force that can only be quelled by sealing them away. Natsu Dragneel and his friends from the Fairy Tail guild—Lucy Heartfilia, Gray Fullbuster, Erza Scarlet, Wendy Marvell, and the exceeds Happy and Charlés—consider this the perfect challenge to take on.

The Fairy Tail mages are not the only ones searching for the Dragon Gods. Diabolos, a guild exclusive for ""Dragon Eaters,"" seeks to enhance their Dragon Slayer magic by devouring the dragons. Meanwhile, Fairy Tail's newest addition, Touka, appears to be hiding something sinister from her new companions—and her secrets may bring disaster to the guild while its strongest wizards are away.

[Written by MAL Rewrite]",7.82,981.0,1669,144793,15868,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",25,web_manga,1430,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",24,2024-12-29,sunday,17:30,2024.0,summer,55541,4,2831,2276,84101,144753.0,0.9647,0.0353
966,Crayon Shin-chan,1992-04-13,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon.

Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with.

[Written by MAL Rewrite]",7.8,1020.0,2375,87195,41867,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}]",0,manga,1260,g,"[{'id': 247, 'name': 'Shin-Ei Animation'}]",25,airing,friday,19:30,1992.0,spring,34960,3,17801,18553,15872,87189.0,0.583,0.417
53287,Love Live! Superstar!! 3rd Season,2024-10-06,"As the Love Live! Competition draws to a close, Kanon Shibuya takes an offer to study abroad and bids farewell to her friends and fellow members of the school idol group Liella!. Although they will live on opposite sides of the world, both Kanon and the group remain motivated to continue their idol activities.

Unbeknownst to Kanon, however, her plans are cut short by Wien Margarete's parents, who request that Kanon remain in Japan for another year so that their daughter can learn from her. While Kanon finds herself in awkward limbo, Wien cannot bring herself to join her once fierce rival Liella! and decides to start a group of her own.

Not wanting Wien's determination to go to waste, Kanon joins the new group, recruiting her former group member's sister Tomari Onitsuka in the process. As the newfound unit strives to wash off Wien's controversial past, the new Liella! is also wrestling with the struggles of losing their irreplaceable center.

[Written by MAL Rewrite]",7.8,1030.0,5496,16191,1743,white,tv,currently_airing,"[{'id': 60, 'name': 'Idols (Female)'}, {'id': 19, 'name': 'Music'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",12,other,1422,pg_13,"[{'id': 14, 'name': 'Sunrise'}]",26,airing,sunday,17:00,2024.0,fall,6343,0,184,219,9446,16192.0,0.9751,0.0249
8687,Doraemon (2005),2005-04-22,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. 

It is the 2005 version of 1979 series, with certain changes in the animation and other things.

Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech.

(Source: Wikipedia)",7.71,1249.0,4957,21129,9495,white,tv,currently_airing,"[{'id': 51, 'name': 'Anthropomorphic'}, {'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",0,manga,1500,pg,"[{'id': 247, 'name': 'Shin-Ei Animation'}]",27,airing,friday,19:00,2005.0,spring,8906,3,3454,4184,4576,21123.0,0.6384,0.3616
