id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,source,average_episode_duration,rating,background,studios,statistics,special_ranking
36616,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,"{'medium': 'https://cdn.myanimelist.net/images/anime/7/89331.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/7/89331l.jpg'}",2018-03-18,2018-03-18,A summary episode of Mob Psycho 100 which features commentary from Reigen Arataka.,7.39,2360,2088,107476,50861,white,2017-10-18T06:07:37+00:00,2024-10-07T04:09:30+00:00,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2018, 'season': 'winter'}",web_manga,3631,pg_13,,"[{'id': 4, 'name': 'Bones'}]","{'status': {'watching': '1900', 'completed': '77415', 'on_hold': '832', 'dropped': '833', 'plan_to_watch': '26491'}, 'num_list_users': 107471}",188
32026,Osomatsu-san Special,"{'medium': 'https://cdn.myanimelist.net/images/anime/11/77727.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/11/77727l.jpg'}",2016-01-29,2016-01-29,"The 1st BD & DVD volume of Osomatsu-san will have a new episode, replacing episode 1 of the original series which was removed due to the fact that it contained multiple parodies. It has been pulled entirely from streaming sites and the Japanese Blu-Ray release. This replacement episode is sometimes numbered ""episode 3.5"" as listed on the home-media release, as it's chronologically placed after episode 3 (originally TV episode 4).",7.39,2362,6184,11963,5896,white,2015-11-07T00:23:33+00:00,2022-01-21T23:49:52+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 20, 'name': 'Parody'}]",1,"{'year': 2016, 'season': 'winter'}",manga,1289,pg_13,,"[{'id': 1, 'name': 'Pierrot'}]","{'status': {'watching': '187', 'completed': '9305', 'on_hold': '95', 'dropped': '165', 'plan_to_watch': '2210'}, 'num_list_users': 11962}",189
8317,Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,"{'medium': 'https://cdn.myanimelist.net/images/anime/1874/116532.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1874/116532l.jpg'}",2008-08-27,2008-08-27,"A special summary episode of the second season of Sayonara Zetsubou Sensei, focusing on the girls that were not introduced in the first Zetsubou Shoujo Senshuu: Otonashi Meru, Fujiyoshi Harumi, Kaga Ai and Mitama Mayo.",7.39,2363,6402,11012,3247,white,2010-03-03T23:12:12+00:00,2022-11-17T07:01:05+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 20, 'name': 'Parody'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2008, 'season': 'summer'}",manga,3419,pg_13,,"[{'id': 44, 'name': 'Shaft'}]","{'status': {'watching': '282', 'completed': '5473', 'on_hold': '232', 'dropped': '197', 'plan_to_watch': '4824'}, 'num_list_users': 11008}",190
34103,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,"{'medium': 'https://cdn.myanimelist.net/images/anime/1295/91106.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1295/91106l.jpg'}",2016-09-29,2016-09-29,"The Future Foundation is in shambles after the Final Killing Game and the revelation of the true culprit. As a desperate plot arises from one of the survivors to rid the world of despair once and for all, the remaining Future Foundation members must band together to stop this atrocity from taking place. Fortunately, they find themselves with help from a group of unlikely allies as they race against the clock to stop their world from being changed.

In this finale to the Hope's Peak storyline of the Danganronpa series, the players in this neverending death game begin to understand the true meaning behind despair, hope, and atonement.

[Written by MAL Rewrite]",7.39,2384,1339,187784,110625,white,2016-09-22T16:47:29+00:00,2023-12-27T18:40:03+00:00,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 59, 'name': 'High Stakes Game'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 76, 'name': 'Survival'}, {'id': 41, 'name': 'Suspense'}]",1,"{'year': 2016, 'season': 'summer'}",visual_novel,1440,r,,"[{'id': 456, 'name': 'Lerche'}]","{'status': {'watching': '3360', 'completed': '153475', 'on_hold': '1307', 'dropped': '976', 'plan_to_watch': '28657'}, 'num_list_users': 187775}",191
3076,Bishoujo Senshi Sailor Moon SuperS Specials,"{'medium': 'https://cdn.myanimelist.net/images/anime/9/4619.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/9/4619l.jpg'}",1995-04-08,1995-04-08,"The first episode is a summary of SM, SM R and SM S, the second episode is about Haruka and Michiru on a cruise ship. They fight one of the SuperS enemies and decide to leave this villain to the classical Sailor Team. (That's an explanation why the outer Sailor Team doesn't appear in this season.) In episode 3 Chibiusa uncovers one of her classmates as a monster and fights her with the Sailor Team in a vampire castle. ",7.38,2398,4646,24642,10481,white,2007-09-02T13:21:50+00:00,2021-11-10T13:33:51+00:00,special,finished_airing,"[{'id': 66, 'name': 'Mahou Shoujo'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",3,"{'year': 1995, 'season': 'spring'}",manga,960,pg_13,Released on Blu ray by Viz Media in 2018.,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '412', 'completed': '17421', 'on_hold': '335', 'dropped': '239', 'plan_to_watch': '6232'}, 'num_list_users': 24639}",192
6291,Full Metal Panic! The Second Raid Episode 00,"{'medium': 'https://cdn.myanimelist.net/images/anime/9/45048.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/9/45048l.jpg'}",2005-07-06,2005-07-06,"Sousuke, Kurz, and Melissa are deployed to the Republic of Manistan in Central Asia to eradicate a growing civil war between rebels and the Manistani military.

(Source: Wikipedia)",7.37,2452,3676,40596,17818,white,2009-03-30T21:36:49+00:00,2024-02-25T11:47:38+00:00,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}]",1,"{'year': 2005, 'season': 'summer'}",light_novel,351,pg_13,,"[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '691', 'completed': '29205', 'on_hold': '409', 'dropped': '284', 'plan_to_watch': '10004'}, 'num_list_users': 40593}",193
35338,Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/85115.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/12/85115l.jpg'}",2017-04-06,2017-04-06,"For the production of their game's poolside scene, Blessing Software's illustrator Eriri Spencer Sawamura wants Megumi Katou to model in a swimsuit for her sketches of the game's heroine. However, Megumi refuses to wear such attire unless everyone else agrees to do the same. To ensure the development of their game continues smoothly, the team follows her request as they conduct their fruitful research at a luxury hotel.

[Written by MAL Rewrite]",7.37,2469,1797,131246,71762,white,2017-04-02T22:55:53+00:00,2023-12-31T02:58:02+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",1,"{'year': 2017, 'season': 'spring'}",light_novel,1369,pg_13,"Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai was included with the first volume of the Saenai Heroine no Sodatekata ♭ Blu-ray and DVD, which was released on July 26, 2017.","[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '3115', 'completed': '102163', 'on_hold': '1003', 'dropped': '724', 'plan_to_watch': '24226'}, 'num_list_users': 131231}",194
2743,Kidou Senshi Gundam SEED: SEED Supernova - Tanekyara Gekijou,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/52119.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/52119l.jpg'}",2007-06-22,2007-06-22,"The first two shorts feature the original SEED cast and deal with an attempt by Yzak Joule to reclaim his his honor from Athrun Zala after having been one-upped at seemingly every contest with him since his childhood. The last two shorts feature the Minerva crew sent back in time on comical missions from Gil in an attempt to disrupt key events of the Seed era with disastrous yet hilarious effect.

(Source: ANN)",7.36,2475,7143,8530,3759,white,2007-06-26T15:30:15+00:00,2022-11-07T16:39:21+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}]",4,"{'year': 2007, 'season': 'spring'}",original,270,pg_13,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '208', 'completed': '5524', 'on_hold': '140', 'dropped': '200', 'plan_to_watch': '2457'}, 'num_list_users': 8529}",195
10178,Otona Joshi no Anime Time,"{'medium': 'https://cdn.myanimelist.net/images/anime/11/28531.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/11/28531l.jpg'}",2011-01-07,2013-03-24,"Kawamo wo Suberu Kaze
Returning to Japan to visit her parents after five years abroad, Noriko does not know what to expect. While some things in Kanazawa have changed and some things have stayed the same, Noriko cannot help but dredge up memories of her youth and secrets she thought she had left behind.

Yuuge
Trapped in a loveless marriage, Mimi has little excitement in her life until a rendezvous with the local garbage man, Kou, turns into something more. Now living with Kou—but still married to someone else—Mimi reflects on the decisions that brought her to this point and whether she should prioritize appearances or her happiness.

Jinsei Best Ten
Hatoko Nikawa has a habit of reflecting on her ""best ten,"" the most memorable moments of her life, but is somewhat dismayed that, despite her 39 years on Earth, her best ten moments all occurred before her 18th birthday. Hearing that her middle school reunion is coming up, Hatoko hopes to reunite with her first love without knowing how much he has changed or whether he can live up to her expectations.

Dokoka Dewanai Koko
With an adult son who sleeps all day, a daughter who barely returns home, and a husband who lost his job, Maho Katou bears a lot of stress. Working nights at a local store to support her family, she has little time for sleep or pleasure. With Maho constantly overexerting herself, it may only be a matter of time until she collapses under pressure.

[Written by MAL Rewrite]
",7.36,2485,4813,22670,7505,white,2011-01-12T00:11:16+00:00,2023-12-27T15:54:56+00:00,tv_special,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 43, 'name': 'Josei'}, {'id': 22, 'name': 'Romance'}]",4,"{'year': 2011, 'season': 'winter'}",novel,1500,r,,"[{'id': 4, 'name': 'Bones'}, {'id': 196, 'name': 'Production Reed'}, {'id': 229, 'name': 'The Answer Studio'}, {'id': 318, 'name': 'WAO World'}]","{'status': {'watching': '1650', 'completed': '8000', 'on_hold': '944', 'dropped': '555', 'plan_to_watch': '11520'}, 'num_list_users': 22669}",196
560,Soukyuu no Fafner: Dead Aggressor - Right of Left,"{'medium': 'https://cdn.myanimelist.net/images/anime/8/50369.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/8/50369l.jpg'}",2005-12-30,2005-12-30,"Yumi Ikoma and Ryou Masaoka are children who have been selected to take part in a top secret mission, to be the pilots of the first Fafner combat units; the last chance of survival for the human race. The enemy is ruthless, remorseless and is able to read the minds of humans. Therefore, the details of this mission are kept a secret even from the personnel involved. The young pilots must use all their courage and faith in order to survive and complete their mission or the fate of mankind would be compromised. 

(Source: ANN)
",7.36,2492,5549,15799,5880,white,2006-01-08T11:07:36+00:00,2023-12-27T19:23:02+00:00,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}]",1,"{'year': 2005, 'season': 'fall'}",original,3060,pg_13,,"[{'id': 27, 'name': 'Xebec'}]","{'status': {'watching': '553', 'completed': '8132', 'on_hold': '281', 'dropped': '239', 'plan_to_watch': '6592'}, 'num_list_users': 15797}",197
31326,High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,"{'medium': 'https://cdn.myanimelist.net/images/anime/5/75329.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/5/75329l.jpg'}",2015-07-24,2016-01-27,"Specials included with the Blu-ray/DVD volumes.

 ""Rias and Akeno's Womanly Battle!?"" - Rias and Akeno compete to see whose sexy roleplay has greater appeal for Issei. (3:18)
""The Church Trio's Underwear, Amen!"" - Irina, Xenovia, and Asia compare their ""battle underwear"". (3:11)
""Koneko's Healing Sage Arts, Meow"" - Koneko has a healing technique, but does Issei have the wrong idea? (3:44)
""Levia and So"" - Tsubaki can't decide between two magical girl costumes and convinces a reluctant Sona to try one one. (3:29)
""Steamy Grayfia"" - Grayfia isn't quite herself when she and Issei accidentally encounter each other in the bath. (3:24)
""Rossweisse's True Teaching Story"" - When Rossweisse helps Issei study for a test, it proves difficult to avoid inappropriately distracting him. (3:07)",7.36,2510,2233,97013,50984,white,2015-07-23T13:57:23+00:00,2022-04-17T13:13:29+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}]",6,"{'year': 2015, 'season': 'summer'}",light_novel,180,r+,,"[{'id': 120, 'name': 'TNK'}]","{'status': {'watching': '3172', 'completed': '79592', 'on_hold': '1085', 'dropped': '764', 'plan_to_watch': '12387'}, 'num_list_users': 97000}",198
38699,Boku no Hero Academia the Movie 1: Futari no Hero Specials,"{'medium': 'https://cdn.myanimelist.net/images/anime/1420/96793.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1420/96793l.jpg'}",2019-02-13,2019-02-13,"Episode 1 is based on one-shot manga released in Vol. Origin, it explores the back-story of All Might's past and his journey into becoming the No.1 hero.

Episode 2 is an epilogue picture drama for Boku no Hero Academia the Movie: Futari no Hero.

Short specials included with the Blu-ray/DVD release of Boku no Hero Academia the Movie: Futari no Hero.",7.35,2518,1737,136728,62080,white,2018-11-18T12:03:18+00:00,2022-08-10T05:50:12+00:00,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",2,"{'year': 2019, 'season': 'winter'}",manga,276,pg_13,,"[{'id': 4, 'name': 'Bones'}]","{'status': {'watching': '2874', 'completed': '101433', 'on_hold': '1253', 'dropped': '813', 'plan_to_watch': '30347'}, 'num_list_users': 136720}",199
1479,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,"{'medium': 'https://cdn.myanimelist.net/images/anime/1920/92378.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1920/92378l.jpg'}",1999-04-23,1999-04-23,"City Hunter, Saeba Ryo, after months of idleness, finally scores a client and it is none other than the beautiful Mega City TV newscaster, Sayaka, who fears for her life. What's more, the enemy are her employers who are ready to resort to any means necessary to kill her. Ryo takes on the might of a TV station in a bid to save Sayaka, but finds that all is not what it seems...",7.35,2520,7886,6647,2656,white,2006-08-30T20:35:50+00:00,2023-12-27T07:17:20+00:00,tv_special,finished_airing,"[{'id': 27, 'name': 'Shounen'}]",1,"{'year': 1999, 'season': 'spring'}",manga,5460,pg_13,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '184', 'completed': '3843', 'on_hold': '139', 'dropped': '118', 'plan_to_watch': '2362'}, 'num_list_users': 6646}",200
10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,"{'medium': 'https://cdn.myanimelist.net/images/anime/9/28329.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/9/28329l.jpg'}",2010-07-24,2010-07-24,"As she strives to be an upstanding student council president, Misaki Ayuzawa maintains the same dedication to her secret part-time job at a maid cafe. As if Misaki's everyday life is not busy enough, the people around her only make it more hectic. Each colorful member of the cast has a story to tell, expressing their personalities further by putting their own twist on familiar scenes.

[Written by MAL Rewrite]",7.35,2532,2189,99881,49188,white,2011-02-01T14:39:36+00:00,2023-09-29T19:17:49+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",1,"{'year': 2010, 'season': 'summer'}",manga,736,pg_13,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥ is a special episode bundled with the September 2010 issue of LaLa magazine.,"[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '1494', 'completed': '78993', 'on_hold': '756', 'dropped': '520', 'plan_to_watch': '18115'}, 'num_list_users': 99878}",201
34549,Ryuu no Haisha,"{'medium': 'https://cdn.myanimelist.net/images/anime/13/83336.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/13/83336l.jpg'}",2017-02-18,2017-02-25,"War rages between two neighboring countries, but one side has an ace up their sleeve: an ancient dragon bound by a pact to protect the nation. Despite these overpowering creatures being capable of leveling entire battlefields, they are rendered useless by cavities. And so, a special unit—the dragon dentists—has the important duty of caring for the dragon's teeth.

Nonoko Kishii was the only one of many brave volunteers who survived a recent round of recruitment; in order to join the dragon dentists, one has to witness their future demise and accept it without a fight. Knowing the exact circumstances of their fated ends, the dragon dentists devote themselves to their work. One day, they gain a new member who did not undergo the test: Bernard ""Bel"" Octavius, a young enemy officer killed by his own men and revived by the dragon's teeth. Despite his appearance being an omen of a great disaster, he is placed under the care of Nonoko as a dentist-in-training. Will Bel come around to the dragon dentists' attitudes toward death and help them face the painful future that is to come?

[Written by MAL Rewrite]",7.35,2550,3541,43485,16909,white,2016-12-16T02:17:58+00:00,2024-02-04T16:45:00+00:00,tv_special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",2,"{'year': 2017, 'season': 'winter'}",original,2760,pg_13,"Ryuu no Haisha is based off the first episode of Nihon Animator Mihonichi, a collaborative weekly OVA series of standalone anime shorts.","[{'id': 47, 'name': 'Khara'}]","{'status': {'watching': '1970', 'completed': '21334', 'on_hold': '684', 'dropped': '488', 'plan_to_watch': '19005'}, 'num_list_users': 43481}",202
7041,Seto no Hanayome OVA Specials,"{'medium': 'https://cdn.myanimelist.net/images/anime/4/22430.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/4/22430l.jpg'}",2008-11-03,2009-01-05,30 seconds sketches/omakes from the OVAs.,7.35,2552,5943,13277,5127,white,2009-08-18T23:56:57+00:00,2022-03-31T11:30:42+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 23, 'name': 'School'}]",2,"{'year': 2008, 'season': 'fall'}",manga,40,pg_13,,"[{'id': 3, 'name': 'Gonzo'}]","{'status': {'watching': '356', 'completed': '8258', 'on_hold': '243', 'dropped': '210', 'plan_to_watch': '4208'}, 'num_list_users': 13275}",203
24459,Tales of Zestiria: Doushi no Yoake,"{'medium': 'https://cdn.myanimelist.net/images/anime/7/69719.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/7/69719l.jpg'}",2014-12-30,2014-12-30,TV anime special of Bandai Namco Games' Tales of Zestiria role-playing game.,7.35,2558,3484,44573,21036,white,2014-05-31T10:20:49+00:00,2023-12-29T01:59:51+00:00,tv_special,finished_airing,"[{'id': 10, 'name': 'Fantasy'}]",1,"{'year': 2014, 'season': 'fall'}",game,2664,pg_13,,"[{'id': 43, 'name': 'ufotable'}]","{'status': {'watching': '1439', 'completed': '30612', 'on_hold': '467', 'dropped': '369', 'plan_to_watch': '11682'}, 'num_list_users': 44569}",204
55802,The iDOLM@STER Cinderella Girls: U149 Special,"{'medium': 'https://cdn.myanimelist.net/images/anime/1171/138946.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1171/138946l.jpg'}",2023-10-25,2023-10-25,Special episode included on the 4th volume of the Blu-ray of The IDOLM@STER Cinderella Girls: U149 featuring new idols.,7.35,2560,12138,1768,803,white,2023-06-29T14:23:29+00:00,2023-10-05T08:58:16+00:00,special,finished_airing,"[{'id': 60, 'name': 'Idols (Female)'}, {'id': 19, 'name': 'Music'}]",1,"{'year': 2023, 'season': 'fall'}",web_manga,1536,pg_13,,"[{'id': 1893, 'name': 'CygamesPictures'}]","{'status': {'watching': '69', 'completed': '1151', 'on_hold': '32', 'dropped': '61', 'plan_to_watch': '455'}, 'num_list_users': 1768}",205
3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,"{'medium': 'https://cdn.myanimelist.net/images/anime/9/19659.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/9/19659l.jpg'}",2008-02-26,2008-02-26,"An uncut version of episode six, involving Kamina's hopes of seeing Yoko and The Black Siblings naked, even at the risk of his friends' safety. 

(Source: Wikipedia)",7.34,2573,3466,45090,20060,white,2007-11-03T07:38:14+00:00,2022-03-31T16:08:40+00:00,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}]",1,"{'year': 2008, 'season': 'winter'}",original,1460,pg_13,,"[{'id': 6, 'name': 'Gainax'}]","{'status': {'watching': '934', 'completed': '30678', 'on_hold': '716', 'dropped': '367', 'plan_to_watch': '12390'}, 'num_list_users': 45085}",206
33106,Love Live! μ's Final Love Live! Opening Animation,"{'medium': 'https://cdn.myanimelist.net/images/anime/6/88034.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/6/88034l.jpg'}",2016-03-31,2016-03-31,"An anime special shown prior to the μ's Final Love Live Live concert that took place in the Tokyo Dome on March 31st and April 1st 2016. In the episode, the members of μ's visit the school's new baby alpaca, and muse about their current selves.",7.34,2602,7299,8056,2621,white,2016-04-02T15:13:27+00:00,2022-02-28T22:06:47+00:00,special,finished_airing,"[{'id': 60, 'name': 'Idols (Female)'}, {'id': 19, 'name': 'Music'}]",1,"{'year': 2016, 'season': 'winter'}",other,327,g,The special was later included on the DVD/BD release of the concert.,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '250', 'completed': '4530', 'on_hold': '114', 'dropped': '158', 'plan_to_watch': '3004'}, 'num_list_users': 8056}",207
36043,Net-juu no Susume Special,"{'medium': 'https://cdn.myanimelist.net/images/anime/7/90115.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/7/90115l.jpg'}",2017-12-08,2017-12-08,"Much to her dismay, Moriko Morioka's computer has broken down. However, not all is lost as she remembers that Yuuta Sakurai is a computer geek, leading Morioka to seek his expertise. But when Sakurai visits to help build her a new computer, hilarity ensues.

[Written by MAL Rewrite]",7.34,2607,2012,113328,69121,white,2017-08-02T21:52:29+00:00,2022-05-14T06:01:56+00:00,special,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 79, 'name': 'Video Game'}]",1,"{'year': 2017, 'season': 'fall'}",web_manga,1450,pg_13,,"[{'id': 1278, 'name': 'Signal.MD'}]","{'status': {'watching': '1522', 'completed': '98369', 'on_hold': '521', 'dropped': '314', 'plan_to_watch': '12594'}, 'num_list_users': 113320}",208
3965,Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/11970.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/11970l.jpg'}",2007-10-05,2007-10-05,"World-class conductor Franz von Stresemann sends his favorite music students Shinichi Chiaki, Megumi ""Nodame"" Noda, Ryuutarou Mine, and Masumi Okuyama to the Nina Lutz Music Festival in Nagano to study under other famous masters. During their car ride, Chiaki is irritated by his friends' antics, but later wakes up from a nap to discover that they took a detour to a beach in Niigata. Mine tans under the bright sun while Nodame and Masumi enjoy a refreshing swim; Chiaki sits inside the beach club, trying his best to hide his fear of the sea. When Nodame suggests renting an inflatable boat to row over to a small island, will Chiaki be able to keep his secret?

[Written by MAL Rewrite]
",7.34,2609,4273,29345,16286,white,2008-02-19T14:59:30+00:00,2022-10-20T20:37:30+00:00,special,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 4, 'name': 'Comedy'}, {'id': 43, 'name': 'Josei'}, {'id': 22, 'name': 'Romance'}]",1,"{'year': 2007, 'season': 'fall'}",manga,851,g,,"[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '278', 'completed': '23136', 'on_hold': '232', 'dropped': '163', 'plan_to_watch': '5534'}, 'num_list_users': 29343}",209
9124,Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/25253.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/25253l.jpg'}",2010-12-22,2010-12-22,"According to HMV, the DVD & Blu-ray volume 7 of Ookiku Furikabutte ~Natsu no Taikai Hen~ will include an unaired episode 12.5. Director Mizushima posted in his blog that the special was made because they couldn't put the original manga episodes happened between the episode 12 and 13 within the TV series.",7.34,2610,7065,8731,4087,white,2010-07-03T17:34:06+00:00,2023-01-09T06:53:20+00:00,special,finished_airing,"[{'id': 42, 'name': 'Seinen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",1,"{'year': 2010, 'season': 'fall'}",manga,1449,g,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '143', 'completed': '6230', 'on_hold': '94', 'dropped': '133', 'plan_to_watch': '2130'}, 'num_list_users': 8730}",210
30714,Owaranai Seraph,"{'medium': 'https://cdn.myanimelist.net/images/anime/6/76505.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/6/76505l.jpg'}",2015-06-24,2015-09-26,Specials included in the Blu-ray and DVD releases.,7.34,2611,2247,96122,41460,white,2015-05-02T13:46:03+00:00,2023-10-09T06:42:24+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",9,"{'year': 2015, 'season': 'spring'}",manga,130,pg_13,"Short skits from original scenes of the anime as the base, altered to form punchlines.","[{'id': 858, 'name': 'Wit Studio'}]","{'status': {'watching': '3372', 'completed': '67107', 'on_hold': '1399', 'dropped': '1116', 'plan_to_watch': '23119'}, 'num_list_users': 96113}",211
31918,Owaranai Seraph: Nagoya-hen,"{'medium': 'https://cdn.myanimelist.net/images/anime/10/77545.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/10/77545l.jpg'}",2015-12-25,2016-03-30,Specials included in the Blu-ray and DVD releases.,7.34,2612,3017,58331,22552,white,2015-10-23T05:44:04+00:00,2024-01-07T03:48:29+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 20, 'name': 'Parody'}, {'id': 27, 'name': 'Shounen'}]",4,"{'year': 2015, 'season': 'fall'}",manga,275,pg_13,,"[{'id': 858, 'name': 'Wit Studio'}]","{'status': {'watching': '2344', 'completed': '37872', 'on_hold': '1427', 'dropped': '652', 'plan_to_watch': '16030'}, 'num_list_users': 58325}",212
37596,Poputepipikku TV Special,"{'medium': 'https://cdn.myanimelist.net/images/anime/1091/100387.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1091/100387l.jpg'}",2019-04-01,2019-04-01,"Episode 13 and 14 of Poputepipikku. The special has four versions shown on four different broadcasters: Tokyo MX (Blue Dragon ver.), Nico Nico Douga (Vermilion Bird ver.), Abema TV Anilive (White Tiger ver.) and Abema TV Pop Team Epic Channel (Black Tortoise ver.). Each version has a unique combination of seiyuus.

(Source: AniDB)",7.34,2613,4566,25644,9744,white,2018-03-25T01:12:45+00:00,2024-01-25T01:45:30+00:00,tv_special,finished_airing,"[{'id': 5, 'name': 'Avant Garde'}, {'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}]",2,"{'year': 2019, 'season': 'spring'}",4_koma_manga,705,pg_13,,"[{'id': 437, 'name': 'Kamikaze Douga'}]","{'status': {'watching': '439', 'completed': '13803', 'on_hold': '197', 'dropped': '255', 'plan_to_watch': '10949'}, 'num_list_users': 25643}",213
