id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,special_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
34534,Natsume Yuujinchou Go Specials,2017-03-30,2017-04-26,"One Night Sake Cup 
On his way back home from an errand, Takashi Natsume gets lost in the forest. Luckily, he is rescued by a traveling youkai couple who make sake cups for a living. Taking a sip of water from one, Natsume feels a surge of energy rush throughout his body, thanks to the ""One Night Cup."" It is a special cup that makes every drink delicious, but unfortunately, its effects last only for one night. The following day, Natsume attends the youkai banquet with his loyal protector, the sake-loving chubby cat Madara, and gets the once-in-a-lifetime opportunity to learn how to make sake cups.

Party of Fun & Games
Natsume is filled with regret after hastily declining a rare invitation to a banquet from Madara. Curious, he chases after the cat to an old, run-down mansion but soon enough feels the uncanny presence of numerous youkai nearby. When he runs into the seductive youkai Hinoe, she explains that the empty estate serves as a hide-and-seek playground where the winning spirit acquires authority over a valley. With still no trace of Madara, Natsume starts having eerie dreams of the mansion, but this time as the game's participant.

[Written by MAL Rewrite]
",8.31,266,3322,48549,22545,white,special,finished_airing,"[{'id': 63, 'name': 'Iyashikei'}, {'id': 6, 'name': 'Mythology'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",2,manga,1380,pg_13,"[{'id': 1119, 'name': 'Shuka'}]",11,,NIL,2017.0,winter,1410,32723,591,330,13494,48548.0,0.981,0.019
10863,Steins;Gate: Oukoubakko no Poriomania,2012-02-22,2012-02-22,"A few months after the events of Steins;Gate, Rintarou Okabe and his group of friends are invited to tag along with their acquaintance Faris NyanNyan, who is participating in a Rai-Net battle event in the United States. There, they meet up with an old colleague: Kurisu Makise, who has been recalling fragmented memories of events that happened in the other world lines in the form of dreams. She confronts Okabe, questioning him as to whether these events—particularly the incidents between the two of them—did indeed happen.

[Written by MAL Rewrite]",8.29,286,529,450430,283225,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 78, 'name': 'Time Travel'}]",1,visual_novel,1480,pg_13,"[{'id': 314, 'name': 'White Fox'}]",12,,NIL,2012.0,winter,5591,383117,1977,1013,58713,450411.0,0.9934,0.0066
9735,Gintama: Shinyaku Benizakura-hen,2010-12-15,2010-12-15,"It's the running gag of Ben Johnson episode where animation staff reuse the New Years footage; Yorozuya would sit around the kotatsu eating a bowl of tangerines. They discuss elaborate subjects, Shinpachi complains about reusing animation footage, and then Gin-chan always ending the gag with a pointless announcement.",8.28,293,3461,45126,19997,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}, {'id': 21, 'name': 'Samurai'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",1,manga,660,pg_13,"[{'id': 14, 'name': 'Sunrise'}]",13,,NIL,2010.0,fall,1150,31092,533,501,11847,45123.0,0.9771,0.0229
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,2015-12-03,2015-12-03,"Having reached his emotional breaking point, Rintarou Okabe refuses to continue aiding time traveler Suzuha Amane in her mission to prevent World War III, believing any further efforts to save Makise Kurisu will be in vain. Shortly after, Okabe abandons his mad scientist persona and becomes a seemingly regular university student. 

Okabe's close friend Mayuri Shiina perceives him to be recovering from his trauma and is visibly happy. However, something still seems to be bothering Okabe. Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero marks the beginning of a critical divergence—a timeline in which the burden of fate escalates beyond one's limits.

[Written by MAL Rewrite]",8.26,316,936,271205,151390,white,tv_special,finished_airing,"[{'id': 24, 'name': 'Sci-Fi'}, {'id': 41, 'name': 'Suspense'}, {'id': 78, 'name': 'Time Travel'}]",1,visual_novel,1440,pg_13,"[{'id': 314, 'name': 'White Fox'}]",14,,NIL,2015.0,fall,4839,215521,1663,670,48501,271194.0,0.9914,0.0086
264,Hajime no Ippo: Champion Road,2003-04-18,2003-04-18,"The challenger has become the champion as Ippo Makunouchi now wears the featherweight championship belt of Japan. 
Some time has passed since Ippo's victory, and he has found his friends and coach as supportive as ever; his crush, Kumi Mashiba, seems to enjoy spending time with him as well. Things are looking bright for the new champion, but just as he once set his sights on becoming the best, his first challenger poses an intimidating threat. 

Kazuki Sanada works as a doctor at the same hospital as Kumi and fights strategically. Known for integrating his knowledge of the human body into his fights, Sanada is a fearsome contender—however, more unnerving than his physical ability, he has garnered the support of the nurses. Despite being the champion, Ippo feels the pressure as he must face the daunting challenge, retain his belt, and win over the girl he loves.

[Written by MAL Rewrite]",8.26,322,1666,144980,88043,white,tv_special,finished_airing,"[{'id': 54, 'name': 'Combat Sports'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",1,manga,5488,pg_13,"[{'id': 11, 'name': 'Madhouse'}]",15,,NIL,2003.0,spring,2993,121539,812,564,19065,144973.0,0.9905,0.0095
34036,Meitantei Conan: Episode One - Chiisaku Natta Meitantei,2016-12-09,2016-12-09,"The ""real"" episode 1 of Meitantei Conan written by the Mangaka Gosho Aoyama.",8.24,342,4111,32309,15594,white,tv_special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",1,manga,5580,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",16,,NIL,2016.0,fall,1306,23513,454,568,6466,32307.0,0.9684,0.0316
35466,ReLIFE: Kanketsu-hen,2018-03-21,2018-03-21,"After reliving the life of a high school student through the ReLIFE experiment, 27-year-old Arata Kaizaki cannot believe how quickly it has changed him. He has begun to see the world through a different perspective that he had completely forgotten as an adult. He has made friends and formed deep relationships with each one of them. However his support, Ryou Yoake, reminds him that the experiment is all an illusion; after his experiment ends, he will be forgotten by all of them.

The experiment of another ReLIFE subject is also coming to an end. After spending two years with ReLIFE, Chizuru Hishiro has developed into a more open, more thoughtful person than she could have ever imagined. She has met people who have changed her life, her perspective, and ultimately her. However, now that their ReLIFE is coming to an end, will they be able to let go of the memories they have made?

[Written by MAL Rewrite]",8.2,384,583,413548,246040,white,special,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",4,web_manga,1420,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",17,,NIL,2018.0,winter,10900,325798,3359,2498,70972,413527.0,0.9858,0.0142
38249,Saiki Kusuo no Ψ-nan: Kanketsu-hen,2018-12-28,2018-12-28,"The ground shakes, a rumble follows, and before anyone in Japan can prepare themselves, a cataclysmic volcanic eruption engulfs the country in molten lava and suffocating ashes. Of course, high school student Kusou Saiki repeatedly uses his psychic powers to prevent this harrowing catastrophe.

But between restoring the planet and watching his friends discuss their aspirations, Saiki finally resolves to stop the eruption and allow the world to continue spinning. However, this straightforward task is challenging even for the most powerful of psychics, let alone one who must deal with the usual shenanigans his ludicrous friends present.

[Written by MAL Rewrite]",8.2,385,1115,230012,136935,white,tv_special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",1,manga,2820,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}, {'id': 1444, 'name': 'Egg Firm'}]",18,,NIL,2018.0,fall,4923,194122,1132,868,28957,230002.0,0.9913,0.0087
53127,Fate/strange Fake: Whispers of Dawn,2023-07-02,2023-07-02,"In the American city of Snowfield, a new Holy Grail War is about to erupt. Such ruthless confrontations pit against each other magic experts known as magi, who ascend to the status of Master by summoning Servants—heroic spirits of the past. The winner is thought to have any one of their wishes granted.

However, it appears that the organization behind the present situation has merely managed to create an imperfect copy of the Third Holy Grail War. As the unusual ritual catches the attention of the Mage's Association in London, Flatt Escardos, the young apprentice of Lord El-Melloi II—a former participant of the Fourth Holy Grail War—travels to Snowfield and, to the great dismay of his teacher, joins the ranks of the Masters.

In this fake conflict where the line between Masters and Servants is blurred, the different factions will have a hard time preventing the city of Snowfield from plunging into total chaos.

[Written by MAL Rewrite]",8.2,389,2415,85309,42132,white,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 82, 'name': 'Urban Fantasy'}]",1,light_novel,3354,r,"[{'id': 56, 'name': 'A-1 Pictures'}]",19,,NIL,2023.0,summer,3118,53050,668,234,28212,85282.0,0.9894,0.0106
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,2013-08-24,2013-08-24,"After Brook questions the origin of the Mini Merry name, Usopp and Chopper Tony Tony recall the adventures of the Straw Hat Crew's beloved ship, friend, and crew member—the Going Merry. Ussop abandons the crew for a fight over the Going Merry while Robin Nico leaves with the government's top assassin group, CP9. In order to bring the crew back together, Monkey D. Luffy and the remaining Straw Hats follow Robin to rescue her from the claws of the World Government.

[Written by MAL Rewrite]",8.19,401,2855,64706,33031,white,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,manga,6414,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",20,,NIL,2013.0,summer,1750,52296,504,580,9566,64696.0,0.9832,0.0168
50612,Dr. Stone: Ryuusui,2022-07-10,2022-07-10,"Now that brains and brawns have united forces, the next step in Senkuu's plan to unravel the mystery behind the green light that once petrified humanity is to go to the other side of the Earth and investigate its origin. However, to achieve this, Senkuu must first build a ship.

With the help of Tsukasa Shishiou's former underlings, the base of the ship is rapidly assembled, but there is one missing piece: a skilled captain. During their search, Senkuu and his crew come across a petrified Ryuusui Nanami—the heir of the biggest maritime conglomerate, known for his vast knowledge of sailboats but unpleasant personality. Despite this, Senkuu takes the risk and revives Ryuusui.

Ryuusui, upon realizing there are no ownership rights in this new civilization, is excited at the prospect of claiming everything for himself. But before he agrees to play a crucial part in their upcoming journey and command the vessel through the restless seas, he and Senkuu must find the king of fuels to power the ship—oil.

[Written by MAL Rewrite]",8.15,458,793,319617,180635,white,tv_special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",1,manga,3240,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",21,,NIL,2022.0,summer,8914,255385,1610,855,52826,319590.0,0.9923,0.0077
31715,Working!!! Lord of the Takanashi,2016-03-30,2016-03-30,"The light-hearted Working!! franchise comes to a close in this final episode of the concluding season. Will Aoi Yamada get the closure she so desperately needs with her distant mother? Will the relationship between Yachiyo Todoroki and Jun Satou continue to remain stagnant and awkward? Perhaps even Souta Takanashi and Mahiru Inami will take a step forward in deepening their eccentric friendship. And in the end, Wagnaria Restaurant might finally get a new chief!

Beautifully connected, all these events intertwine to give these characters a final ending to their stories.

[Written by MAL Rewrite]",8.14,468,2114,104867,59359,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 42, 'name': 'Seinen'}, {'id': 48, 'name': 'Workplace'}]",1,4_koma_manga,2985,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",22,,NIL,2016.0,winter,2400,80635,846,620,20357,104858.0,0.986,0.014
25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,2015-04-03,2015-04-03,"Bundled with limited edition of the 58th Gintama manga volume.

The tagline for the bundled anime reads, ""It's time for all the Yorozuya members ...to wake up just one more time.""

(Source: MAL News, edited)",8.12,486,3585,42510,18989,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}, {'id': 21, 'name': 'Samurai'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",1,manga,1492,pg_13,"[{'id': 14, 'name': 'Sunrise'}]",23,,NIL,2015.0,spring,1019,28335,506,428,12220,42508.0,0.978,0.022
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,2012-08-25,2012-08-25,"Nami betrays the Straw Hat crew and steals their ship and treasures, escaping to Arlong Park. Luffy and his crew follow her, only to come face to face with the infamous pirate Arlong, a ruthless fish-man who has taken over Nami's home island with force and Naval bribes. As opinions clash and the Straw Hats attempt to convince Nami to rejoin the team, her true motivation behind the deception will be revealed at last. 

[Written by MAL Rewrite]",8.11,500,2672,72295,39718,white,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,manga,6365,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",24,,NIL,2012.0,summer,1481,61300,476,538,8493,72288.0,0.986,0.014
32122,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,2015-11-03,2015-11-03,"After overcoming monumental obstacles in their previous adventures, Gintoki Sakata, Shinpachi Shimura, and Kagura gather at the Yorozuya office to discuss important matters. The trio, accompanied by their hilarious and eccentric friends, reveals a long-awaited notice: the biggest Gintama arc is coming to the big screens!

[Written by MAL Rewrite]",8.1,511,3908,35440,16748,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}, {'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}]",1,manga,770,pg_13,"[{'id': 1258, 'name': 'Bandai Namco Pictures'}]",25,,NIL,2015.0,fall,813,25444,406,375,8398,35436.0,0.978,0.022
1566,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,2006-09-01,2006-09-01,"A.D. 2034. It has been two years since Motoko Kusanagi left Section 9. Togusa is now the new leader of the team, that has considerably increased its appointed personnel. The expanded new Section 9 confronts a rash of complicated incidents, and investigations reveal that an ultra-wizard hacker named the Puppeteer is behind the entire series of events.

In the midst of all, Batou, who was stalking the case on a separate track, encounters Motoko. She goes away after saying, ""Stay away from the Solid State Society."" Batou is left with a doubt in his mind. Could Motoko be the Puppeteer?

The series of intriguing incidents that Section 9 faces gradually link together almost artistically. Who is the Puppeteer? What will happen to Batou's relationship with Motoko? What is the full truth behind this carefully planned perfect crime? And what will the outcome be? Mysteries surround the Solid State Society...

(Source: Production I.G.)",8.1,515,2143,102873,48573,white,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 46, 'name': 'Award Winning'}, {'id': 39, 'name': 'Detective'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 7, 'name': 'Mystery'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 42, 'name': 'Seinen'}]",1,manga,6499,r,"[{'id': 10, 'name': 'Production I.G'}]",26,,NIL,2006.0,summer,2069,66752,1099,514,32435,102869.0,0.9843,0.0157
12069,Hajime no Ippo: Boxer no Kobushi,2003-03-21,2003-03-21,A special episode included in the DVDs. It tells the story of how Takamura started boxing. ,8.09,527,3004,58668,34263,white,special,finished_airing,"[{'id': 54, 'name': 'Combat Sports'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",1,manga,1415,pg_13,"[{'id': 11, 'name': 'Madhouse'}]",27,,NIL,2003.0,winter,1075,49548,320,341,7383,58667.0,0.9887,0.0113
31051,Kuroko no Basket: Saikou no Present desu,2015-12-24,2015-12-24,"It is Tetsuya Kuroko's birthday. In celebration, Satsuki Momoi has invited the other members of the Generation of Miracles to play basketball together and rekindle the memories from their nostalgic middle school days. Meanwhile, Taiga Kagami and his fellow teammates of Seirin High are doing their best to prepare for Kuroko's birthday party.

Sometimes, the best gift one can receive is not a material one but, rather, the feeling of having fun with everyone!

[Written by MAL Rewrite]",8.09,531,2039,111219,58560,white,special,finished_airing,"[{'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",1,manga,1432,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",28,,NIL,2015.0,fall,2562,93570,652,576,13856,111216.0,0.989,0.011
